function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,0,200000,100,36,15,-1,-1,15,0,100,438,438,438,438,0.0,19,19,226
N07-Vincent2D,36,0.1,1,200000,100,36,14,-1,-1,14,0,100,402,402,402,402,0.0,24,29,226
N07-Vincent2D,36,0.1,2,200000,100,36,13,-1,-1,13,0,100,381,381,381,381,0.0,21,21,226
N07-Vincent2D,36,0.1,3,200000,100,36,11,-1,-1,11,0,100,405,405,405,405,0.0,18,18,226
N07-Vincent2D,36,0.1,4,200000,100,36,13,-1,-1,13,0,100,392,392,392,392,0.0,23,23,226
N07-Vincent2D,36,0.001,0,200000,100,24,15,-1,-1,15,0,100,438,438,438,438,0.0,19,19,226
N07-Vincent2D,36,0.001,1,200000,100,28,14,-1,-1,14,0,100,402,402,402,402,0.0,23,29,226
N07-Vincent2D,36,0.001,2,200000,100,26,13,-1,-1,13,0,100,381,381,381,381,0.0,21,21,226
N07-Vincent2D,36,0.001,3,200000,100,24,11,-1,-1,11,0,100,405,405,405,405,0.0,18,18,226
N07-Vincent2D,36,0.001,4,200000,100,27,13,-1,-1,13,0,100,392,392,392,392,0.0,21,23,226
N07-Vincent2D,36,1e-05,0,200000,100,19,15,-1,-1,15,0,100,438,438,438,438,0.0,19,19,226
N07-Vincent2D,36,1e-05,1,200000,100,24,14,-1,-1,14,0,100,402,402,402,401,0.0,23,29,226
N07-Vincent2D,36,1e-05,2,200000,100,21,13,-1,-1,13,0,100,381,381,381,378,0.0,21,21,226
N07-Vincent2D,36,1e-05,3,200000,100,20,11,-1,-1,11,0,100,405,405,405,405,0.0,18,18,226
N07-Vincent2D,36,1e-05,4,200000,100,20,13,-1,-1,13,0,100,392,392,392,390,0.0,20,23,226
