function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,10,200000,100,36,13,-1,-1,13,0,100,423,423,423,423,0.0,21,21,226
N07-Vincent2D,36,0.1,11,200000,100,36,13,-1,-1,13,0,100,399,399,399,399,0.0,19,19,226
N07-Vincent2D,36,0.1,12,200000,100,36,12,-1,-1,12,0,100,331,331,331,331,0.0,20,20,226
N07-Vincent2D,36,0.1,13,200000,100,36,13,-1,-1,13,0,100,410,410,410,410,0.0,20,20,226
N07-Vincent2D,36,0.1,14,200000,100,36,13,-1,-1,13,0,100,404,404,404,404,0.0,18,25,226
N07-Vincent2D,36,0.001,10,200000,100,26,13,-1,-1,13,0,100,423,423,423,423,0.0,21,21,226
N07-Vincent2D,36,0.001,11,200000,100,26,13,-1,-1,13,0,100,399,399,399,399,0.0,19,19,226
N07-Vincent2D,36,0.001,12,200000,100,24,12,-1,-1,12,0,100,331,331,331,330,0.0,20,20,226
N07-Vincent2D,36,0.001,13,200000,100,27,13,-1,-1,13,0,100,410,410,410,410,0.0,20,20,226
N07-Vincent2D,36,0.001,14,200000,100,25,13,-1,-1,13,0,100,404,404,404,404,0.0,17,25,226
N07-Vincent2D,36,1e-05,10,200000,100,22,13,-1,-1,13,0,100,423,423,423,422,0.0,21,21,226
N07-Vincent2D,36,1e-05,11,200000,100,19,13,-1,-1,13,0,100,399,399,399,398,0.0,19,19,226
N07-Vincent2D,36,1e-05,12,200000,100,20,12,-1,-1,12,0,100,331,331,331,330,0.0,20,20,226
N07-Vincent2D,36,1e-05,13,200000,100,20,13,-1,-1,13,0,100,410,410,410,408,0.0,20,20,226
N07-Vincent2D,36,1e-05,14,200000,100,17,13,-1,-1,13,0,100,404,404,404,403,0.0,17,25,226
