function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,400000,432,216,95,-1,-1,96,1,226,716,716,716,716,0.0,95,96,226
N09-Vincent3D,216,0.1,6,400000,432,216,71,-1,-1,71,0,226,635,635,635,635,0.0,71,71,226
N09-Vincent3D,216,0.1,7,400000,432,216,91,-1,-1,91,0,226,693,692,693,693,0.0,91,91,226
N09-Vincent3D,216,0.1,8,400000,432,216,85,-1,-1,85,0,226,652,652,652,652,0.0,85,85,226
N09-Vincent3D,216,0.1,9,400000,432,216,83,-1,-1,83,0,226,693,693,693,693,0.0,83,83,226
N09-Vincent3D,216,0.001,5,400000,432,89,87,-1,-1,96,9,226,716,716,716,705,0.0,87,96,226
N09-Vincent3D,216,0.001,6,400000,432,76,71,-1,-1,71,0,226,635,635,635,632,0.0,71,71,226
N09-Vincent3D,216,0.001,7,400000,432,91,89,-1,-1,91,2,226,693,692,693,679,0.0,89,91,226
N09-Vincent3D,216,0.001,8,400000,432,88,84,-1,-1,85,1,226,652,652,652,644,0.0,84,85,226
N09-Vincent3D,216,0.001,9,400000,432,84,81,-1,-1,83,2,226,693,693,693,681,0.0,81,83,226
N09-Vincent3D,216,1e-05,5,400000,432,83,83,-1,-1,96,13,226,716,716,716,678,0.0,83,96,226
N09-Vincent3D,216,1e-05,6,400000,432,68,68,-1,-1,71,3,226,635,635,635,618,0.0,68,71,226
N09-Vincent3D,216,1e-05,7,400000,432,85,85,-1,-1,91,6,226,693,692,693,641,0.0,85,91,226
N09-Vincent3D,216,1e-05,8,400000,432,81,81,-1,-1,85,4,226,652,652,652,620,0.0,81,85,226
N09-Vincent3D,216,1e-05,9,400000,432,79,79,-1,-1,83,4,226,693,693,693,648,0.0,79,83,226
