function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,0,400000,432,216,76,-1,-1,91,15,226,675,675,675,675,0.0,76,91,226
N09-Vincent3D,216,0.1,1,400000,432,216,95,-1,-1,96,1,226,701,701,701,701,0.0,95,96,226
N09-Vincent3D,216,0.1,2,400000,432,216,87,-1,-1,87,0,226,649,649,649,649,0.0,87,87,226
N09-Vincent3D,216,0.1,3,400000,432,216,83,-1,-1,99,16,226,695,695,695,695,0.0,83,99,226
N09-Vincent3D,216,0.1,4,400000,432,216,78,-1,-1,92,14,226,704,704,704,704,0.0,78,92,226
N09-Vincent3D,216,0.001,0,400000,432,74,71,-1,-1,91,20,226,675,675,675,668,0.0,71,91,226
N09-Vincent3D,216,0.001,1,400000,432,86,81,-1,-1,96,15,226,701,701,701,685,0.0,81,96,226
N09-Vincent3D,216,0.001,2,400000,432,86,82,-1,-1,87,5,226,649,649,649,634,0.0,82,87,226
N09-Vincent3D,216,0.001,3,400000,432,81,79,-1,-1,99,20,226,695,695,695,685,0.0,79,99,226
N09-Vincent3D,216,0.001,4,400000,432,80,76,-1,-1,92,16,226,704,704,704,688,0.0,76,92,226
N09-Vincent3D,216,1e-05,0,400000,432,68,68,-1,-1,91,23,226,675,675,675,641,0.0,68,91,226
N09-Vincent3D,216,1e-05,1,400000,432,77,77,-1,-1,96,19,226,701,701,701,652,0.0,77,96,226
N09-Vincent3D,216,1e-05,2,400000,432,80,80,-1,-1,87,7,226,649,649,649,613,0.0,80,87,226
N09-Vincent3D,216,1e-05,3,400000,432,77,77,-1,-1,99,22,226,695,695,695,671,0.0,77,99,226
N09-Vincent3D,216,1e-05,4,400000,432,76,76,-1,-1,92,16,226,704,704,704,659,0.0,76,92,226
