func,budget,contrast,ref,eps,cycle,n_seeds,pr_ref,pr_arm,pr_d,pr_wtl,pr_p,pr_a12,cov_ref,cov_arm,cov_d,cov_wtl,cov_p,cov_a12,loss_ref,loss_arm,loss_d,loss_wtl,loss_p,loss_a12,cov_holm,loss_holm,silent,silent_holm,cancelling,movers,channel
N08-Shubert3D,40k,commit_place_r010 / base,base,1e-05,e40,15,0.0123,0.0123,0.0,0/15/0,1.0,0.5,0.0123,0.0123,0.0,0/15/0,1.0,0.5,0.0,0.0,0.0,0/15/0,1.0,0.5,False,False,False,False,False,-,-
N08-Shubert3D,40k,commit_tight / base,base,0.1,e40,15,0.3342,0.1695,-0.1646,0/0/15,0.0006,0.0,0.3342,0.1695,-0.1646,0/0/15,0.0006,0.0,0.0,0.0,0.0,0/15/0,1.0,0.5,True,False,False,False,False,cov,coverage
N08-Shubert3D,40k,commit_tight / base,base,0.001,e40,15,0.107,0.0798,-0.0272,2/3/10,0.0143,0.23,0.107,0.0798,-0.0272,2/3/10,0.0143,0.23,0.0,0.0,0.0,0/15/0,1.0,0.5,False,False,False,False,False,cov,coverage
N08-Shubert3D,40k,commit_tight / base,base,1e-05,e40,15,0.0123,0.0222,0.0099,7/8/0,0.015,0.73,0.0123,0.0222,0.0099,7/8/0,0.015,0.73,0.0,0.0,0.0,0/15/0,1.0,0.5,False,False,False,False,False,-,-
N08-Shubert3D,40k,sigma_only / base,base,0.1,e40,15,0.3342,0.1893,-0.1449,0/0/15,0.0006,0.0,0.3342,0.1893,-0.1449,0/0/15,0.0006,0.0,0.0,0.0,0.0,0/15/0,1.0,0.5,True,False,False,False,False,cov,coverage
N08-Shubert3D,40k,sigma_only / base,base,0.001,e40,15,0.107,0.1045,-0.0025,6/2/7,0.9313,0.47,0.107,0.1045,-0.0025,6/2/7,0.9313,0.47,0.0,0.0,0.0,0/15/0,1.0,0.5,False,False,False,False,False,-,-
N08-Shubert3D,40k,sigma_only / base,base,1e-05,e40,15,0.0123,0.0305,0.0181,11/4/0,0.0016,0.87,0.0123,0.0305,0.0181,11/4/0,0.0016,0.87,0.0,0.0,0.0,0/15/0,1.0,0.5,True,False,False,False,False,-,-
N07-Vincent2D,20k,commit_place_r010 / base,base,0.1,e40,15,0.2593,0.3074,0.0481,9/3/3,0.0464,0.7,1.0,1.0,0.0,0/15/0,1.0,0.5,0.7407,0.6926,-0.0481,3/3/9,0.0458,0.3,False,False,False,False,False,loss,report
N07-Vincent2D,20k,commit_place_r010 / base,base,0.001,e40,15,0.2241,0.2759,0.0519,12/2/1,0.0026,0.87,0.3333,0.3407,0.0074,7/1/7,0.9545,0.5,0.1093,0.0648,-0.0444,3/0/12,0.0327,0.2,False,False,False,False,False,loss,report
N07-Vincent2D,20k,commit_place_r010 / base,base,1e-05,e40,15,0.2204,0.2759,0.0556,12/2/1,0.0021,0.87,0.2333,0.287,0.0537,12/0/3,0.0081,0.8,0.013,0.0111,-0.0019,4/5/6,0.7075,0.43,True,False,False,False,False,cov,coverage
N07-Vincent2D,20k,commit_tight / base,base,0.1,e40,15,0.2593,0.463,0.2037,15/0/0,0.0006,1.0,1.0,1.0,0.0,0/15/0,1.0,0.5,0.7407,0.537,-0.2037,0/0/15,0.0006,0.0,False,True,False,False,False,loss,report
N07-Vincent2D,20k,commit_tight / base,base,0.001,e40,15,0.2241,0.4426,0.2185,15/0/0,0.0006,1.0,0.3333,0.4796,0.1463,14/1/0,0.0007,0.97,0.1093,0.037,-0.0722,2/0/13,0.0028,0.13,True,True,False,False,False,cov+loss,mixed
N07-Vincent2D,20k,commit_tight / base,base,1e-05,e40,15,0.2204,0.4278,0.2074,15/0/0,0.0006,1.0,0.2333,0.4315,0.1981,15/0/0,0.0006,1.0,0.013,0.0037,-0.0093,1/9/5,0.136,0.37,True,False,False,False,False,cov,coverage
N07-Vincent2D,20k,sigma_only / base,base,0.1,e40,15,0.2593,0.3722,0.113,14/1/0,0.0007,0.97,1.0,1.0,0.0,0/15/0,1.0,0.5,0.7407,0.6278,-0.113,0/1/14,0.0007,0.03,False,True,False,False,False,loss,report
N07-Vincent2D,20k,sigma_only / base,base,0.001,e40,15,0.2241,0.3426,0.1185,15/0/0,0.0006,1.0,0.3333,0.3963,0.063,12/1/2,0.0075,0.83,0.1093,0.0537,-0.0556,2/2/11,0.0058,0.2,True,True,False,False,False,cov+loss,mixed
N07-Vincent2D,20k,sigma_only / base,base,1e-05,e40,15,0.2204,0.3296,0.1093,15/0/0,0.0006,1.0,0.2333,0.3333,0.1,14/1/0,0.0007,0.97,0.013,0.0037,-0.0093,1/9/5,0.136,0.37,True,False,False,False,False,cov,coverage
N06-Shubert2D,20k,commit_place_r010 / base,base,0.1,e40,30,0.8148,0.813,-0.0019,13/4/13,0.9589,0.5,0.8389,0.8296,-0.0093,12/5/13,0.6276,0.48,0.0241,0.0167,-0.0074,6/17/7,0.7033,0.48,False,False,False,False,False,-,-
N06-Shubert2D,20k,commit_place_r010 / base,base,0.001,e40,30,0.8111,0.8056,-0.0056,14/2/14,0.9177,0.5,0.8148,0.8093,-0.0056,13/3/14,0.8687,0.48,0.0037,0.0037,0.0,2/26/2,1.0,0.5,False,False,False,False,False,-,-
N06-Shubert2D,20k,commit_place_r010 / base,base,1e-05,e40,30,0.1963,0.1778,-0.0185,12/3/15,0.228,0.45,0.1963,0.1778,-0.0185,12/3/15,0.228,0.45,0.0,0.0,0.0,0/30/0,1.0,0.5,False,False,False,False,False,-,-
N06-Shubert2D,20k,commit_tight / base,base,0.1,e40,30,0.8148,0.787,-0.0278,7/8/15,0.086,0.37,0.8389,0.7981,-0.0407,5/10/15,0.0236,0.33,0.0241,0.0111,-0.013,4/17/9,0.1888,0.42,False,False,True,False,False,cov,-
N06-Shubert2D,20k,commit_tight / base,base,0.001,e40,30,0.8111,0.7759,-0.0352,6/7/17,0.0353,0.32,0.8148,0.7796,-0.0352,7/6/17,0.0344,0.33,0.0037,0.0037,0.0,1/28/1,1.0,0.5,False,False,False,False,False,cov,coverage
N06-Shubert2D,20k,commit_tight / base,base,1e-05,e40,30,0.1963,0.3056,0.1093,22/3/5,0.0003,0.78,0.1963,0.3056,0.1093,22/3/5,0.0003,0.78,0.0,0.0,0.0,0/30/0,1.0,0.5,True,False,False,False,False,cov,coverage
N06-Shubert2D,20k,sigma_only / base,base,0.1,e40,30,0.8148,0.8056,-0.0093,11/4/15,0.4388,0.43,0.8389,0.8167,-0.0222,9/5/16,0.1865,0.38,0.0241,0.0111,-0.013,2/21/7,0.1557,0.42,False,False,False,False,False,-,-
N06-Shubert2D,20k,sigma_only / base,base,0.001,e40,30,0.8111,0.7963,-0.0148,11/4/15,0.297,0.43,0.8148,0.7981,-0.0167,10/5/15,0.2118,0.42,0.0037,0.0019,-0.0019,0/29/1,0.7277,0.48,False,False,False,False,False,-,-
N06-Shubert2D,20k,sigma_only / base,base,1e-05,e40,30,0.1963,0.4222,0.2259,28/2/0,0.0,0.97,0.1963,0.4222,0.2259,28/2/0,0.0,0.97,0.0,0.0,0.0,0/30/0,1.0,0.5,True,False,False,False,False,cov,coverage
