function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,400000,432,216,36,-1,-1,56,20,226,720,720,720,720,0.0,36,56,226
N09-Vincent3D,216,0.1,6,400000,432,216,33,-1,-1,33,0,226,634,634,634,634,0.0,33,33,226
N09-Vincent3D,216,0.1,7,400000,432,216,38,-1,-1,38,0,226,694,693,694,694,0.0,38,38,226
N09-Vincent3D,216,0.1,8,400000,432,216,35,-1,-1,55,20,226,657,657,657,657,0.0,35,55,226
N09-Vincent3D,216,0.1,9,400000,432,216,37,-1,-1,57,20,226,695,695,695,695,0.0,37,57,226
N09-Vincent3D,216,0.001,5,400000,432,65,36,-1,-1,56,20,226,720,720,720,710,0.0,36,56,226
N09-Vincent3D,216,0.001,6,400000,432,70,33,-1,-1,33,0,226,634,634,634,628,0.0,33,33,226
N09-Vincent3D,216,0.001,7,400000,432,63,38,-1,-1,38,0,226,694,693,694,683,0.0,38,38,226
N09-Vincent3D,216,0.001,8,400000,432,67,35,-1,-1,55,20,226,657,657,657,649,0.0,35,55,226
N09-Vincent3D,216,0.001,9,400000,432,75,37,-1,-1,57,20,226,695,695,695,680,0.0,37,57,226
N09-Vincent3D,216,1e-05,5,400000,432,59,36,-1,-1,56,20,226,720,720,720,689,0.0,36,56,226
N09-Vincent3D,216,1e-05,6,400000,432,59,33,-1,-1,33,0,226,634,634,634,605,0.0,33,33,226
N09-Vincent3D,216,1e-05,7,400000,432,58,38,-1,-1,38,0,226,694,693,694,643,0.0,38,38,226
N09-Vincent3D,216,1e-05,8,400000,432,57,35,-1,-1,55,20,226,657,657,657,630,0.0,35,55,226
N09-Vincent3D,216,1e-05,9,400000,432,69,37,-1,-1,57,20,226,695,695,695,648,0.0,37,57,226
