function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,10,400000,432,216,39,-1,-1,39,0,226,669,669,669,669,0.0,39,39,226
N09-Vincent3D,216,0.1,11,400000,432,216,40,-1,-1,57,17,226,685,685,685,685,0.0,40,57,226
N09-Vincent3D,216,0.1,12,400000,432,216,45,-1,-1,45,0,226,607,607,607,607,0.0,45,45,226
N09-Vincent3D,216,0.1,13,400000,432,216,38,-1,-1,38,0,226,686,686,686,686,0.0,38,38,226
N09-Vincent3D,216,0.1,14,400000,432,216,49,-1,-1,49,0,226,700,700,700,700,0.0,49,49,226
N09-Vincent3D,216,0.001,10,400000,432,68,39,-1,-1,39,0,226,669,669,669,659,0.0,39,39,226
N09-Vincent3D,216,0.001,11,400000,432,62,38,-1,-1,57,19,226,685,685,685,668,0.0,38,57,226
N09-Vincent3D,216,0.001,12,400000,432,66,39,-1,-1,45,6,226,607,607,607,595,0.0,39,45,226
N09-Vincent3D,216,0.001,13,400000,432,64,38,-1,-1,38,0,226,686,686,686,671,0.0,38,38,226
N09-Vincent3D,216,0.001,14,400000,432,66,37,-1,-1,49,12,226,700,700,700,684,0.0,37,49,226
N09-Vincent3D,216,1e-05,10,400000,432,62,39,-1,-1,39,0,226,669,669,669,633,0.0,39,39,226
N09-Vincent3D,216,1e-05,11,400000,432,52,38,-1,-1,57,19,226,685,685,685,639,0.0,38,57,226
N09-Vincent3D,216,1e-05,12,400000,432,62,39,-1,-1,45,6,226,607,607,607,564,0.0,39,45,226
N09-Vincent3D,216,1e-05,13,400000,432,59,38,-1,-1,38,0,226,686,686,686,648,0.0,38,38,226
N09-Vincent3D,216,1e-05,14,400000,432,58,37,-1,-1,49,12,226,700,700,700,645,0.0,37,49,226
