function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,40000,432,216,20,-1,-1,20,0,94,68,68,68,68,0.0,20,20,94
N09-Vincent3D,216,0.1,6,40000,432,216,20,-1,-1,20,0,86,60,60,60,60,0.0,20,20,86
N09-Vincent3D,216,0.1,7,40000,432,216,23,-1,-1,23,0,90,64,63,64,64,0.0,23,23,90
N09-Vincent3D,216,0.1,8,40000,432,216,24,-1,-1,24,0,86,60,60,60,60,0.0,24,24,86
N09-Vincent3D,216,0.1,9,40000,432,216,26,-1,-1,31,5,91,65,65,65,65,0.0,26,31,91
N09-Vincent3D,216,0.001,5,40000,432,23,20,-1,-1,20,0,94,68,68,68,68,0.0,20,20,94
N09-Vincent3D,216,0.001,6,40000,432,26,20,-1,-1,20,0,86,60,60,60,60,0.0,20,20,86
N09-Vincent3D,216,0.001,7,40000,432,25,23,-1,-1,23,0,90,64,63,64,63,0.0,23,23,90
N09-Vincent3D,216,0.001,8,40000,432,29,24,-1,-1,24,0,86,60,60,60,60,0.0,24,24,86
N09-Vincent3D,216,0.001,9,40000,432,28,25,-1,-1,31,6,91,65,65,65,62,0.0,25,31,91
N09-Vincent3D,216,1e-05,5,40000,432,18,18,-1,-1,20,2,94,68,68,68,65,0.0,18,20,94
N09-Vincent3D,216,1e-05,6,40000,432,19,19,-1,-1,20,1,86,60,60,60,58,0.0,19,20,86
N09-Vincent3D,216,1e-05,7,40000,432,22,22,-1,-1,23,1,90,64,63,64,57,0.0,22,23,90
N09-Vincent3D,216,1e-05,8,40000,432,22,22,-1,-1,24,2,86,60,60,60,56,0.0,22,24,86
N09-Vincent3D,216,1e-05,9,40000,432,24,24,-1,-1,31,7,91,65,65,65,59,0.0,24,31,91
