function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
M01-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.4500,0.4500,0.4500,0.4500,0.4500
M02-D20-PIN01,Restart-Lander,current,0,1000000,20,94,0.4500,0.4500,0.4500,0.3500,0.2000
M03-D20-PIN01,Restart-Lander,current,0,1000000,20,80,0.3000,0.2500,0.2500,0.0500,0.0000
M04-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.2500,0.2500,0.2500,0.2500,0.2500
M05-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.5500,0.5500,0.5500,0.5500,0.5500
M06-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.2500,0.2500,0.2500,0.2500,0.2500
M07-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.3000,0.3000,0.3000,0.2500,0.2000
M08-D20-PIN01,Restart-Lander,current,0,1000000,20,100,0.4500,0.4500,0.4500,0.4500,0.4500
M09-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.4000,0.3000,0.3000,0.3000,0.3000
M10-D20-PIN01,Restart-Lander,current,0,1000000,10,89,0.8000,0.8000,0.8000,0.4000,0.2000
M11-D20-PIN01,Restart-Lander,current,0,1000000,10,80,0.3000,0.3000,0.2000,0.0000,0.0000
M12-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.7000,0.6000,0.5000,0.5000,0.5000
M13-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.5000,0.5000,0.5000,0.5000,0.5000
M14-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.2000,0.2000,0.2000,0.2000,0.2000
M15-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.5000,0.4000,0.4000,0.3000,0.2000
M16-D20-PIN01,Restart-Lander,current,0,1000000,10,100,0.4000,0.4000,0.4000,0.4000,0.4000
