function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N08-Shubert3D,81,0.1,0,400000,162,73,73,-1,-1,77,4,162,238,236,238,145,-9.094947017729282e-12,73,127,226
N08-Shubert3D,81,0.1,1,400000,162,72,72,-1,-1,72,0,162,237,237,237,155,-8.640199666842818e-12,72,98,226
N08-Shubert3D,81,0.1,2,400000,162,66,64,-1,-1,64,0,162,238,238,238,160,-8.640199666842818e-12,66,94,226
N08-Shubert3D,81,0.1,3,400000,162,71,71,-1,-1,71,0,162,226,225,226,151,-8.640199666842818e-12,71,106,226
N08-Shubert3D,81,0.1,4,400000,162,64,64,-1,-1,64,0,162,243,243,243,150,-8.640199666842818e-12,64,107,226
N08-Shubert3D,81,0.01,0,400000,162,73,73,-1,-1,77,4,162,238,236,238,145,-9.094947017729282e-12,73,127,226
N08-Shubert3D,81,0.01,1,400000,162,72,72,-1,-1,72,0,162,237,237,237,155,-8.640199666842818e-12,72,98,226
N08-Shubert3D,81,0.01,2,400000,162,66,64,-1,-1,64,0,162,238,238,238,160,-8.640199666842818e-12,66,94,226
N08-Shubert3D,81,0.01,3,400000,162,71,71,-1,-1,71,0,162,226,225,226,151,-8.640199666842818e-12,71,106,226
N08-Shubert3D,81,0.01,4,400000,162,64,64,-1,-1,64,0,162,243,243,243,150,-8.640199666842818e-12,64,107,226
N08-Shubert3D,81,0.001,0,400000,162,73,73,-1,-1,77,4,162,238,236,238,145,-9.094947017729282e-12,73,127,226
N08-Shubert3D,81,0.001,1,400000,162,72,72,-1,-1,72,0,162,237,237,237,155,-8.640199666842818e-12,72,98,226
N08-Shubert3D,81,0.001,2,400000,162,66,64,-1,-1,64,0,162,238,238,238,160,-8.640199666842818e-12,66,94,226
N08-Shubert3D,81,0.001,3,400000,162,71,71,-1,-1,71,0,162,226,225,226,151,-8.640199666842818e-12,71,106,226
N08-Shubert3D,81,0.001,4,400000,162,64,64,-1,-1,64,0,162,243,243,243,150,-8.640199666842818e-12,64,107,226
N08-Shubert3D,81,0.0001,0,400000,162,73,73,-1,-1,77,4,162,238,236,238,145,-9.094947017729282e-12,73,127,226
N08-Shubert3D,81,0.0001,1,400000,162,72,72,-1,-1,72,0,162,237,237,237,155,-8.640199666842818e-12,72,98,226
