function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N06-Shubert2D,18,1e-05,0,200000,100,18,18,-1,-1,18,0,100,297,297,297,281,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,1e-05,1,200000,100,18,17,-1,-1,17,0,100,301,301,301,293,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,1e-05,2,200000,100,18,18,-1,-1,18,0,100,309,309,309,306,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,1e-05,3,200000,100,18,18,-1,-1,18,0,100,294,294,294,285,1.4210854715202004e-13,18,31,226
N06-Shubert2D,18,0.001,0,200000,100,18,18,-1,-1,18,0,100,297,297,297,285,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,0.001,1,200000,100,18,17,-1,-1,17,0,100,301,301,301,295,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.001,2,200000,100,18,18,-1,-1,18,0,100,309,309,309,306,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.001,3,200000,100,18,18,-1,-1,18,0,100,294,294,294,287,1.4210854715202004e-13,18,31,226
N06-Shubert2D,18,1e-05,4,200000,100,18,17,-1,-1,17,0,100,307,307,307,297,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,1e-05,5,200000,100,18,18,-1,-1,18,0,100,307,307,307,298,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,1e-05,6,200000,100,18,18,-1,-1,18,0,100,301,301,301,292,8.526512829121202e-14,18,20,226
N06-Shubert2D,18,1e-05,7,200000,100,18,18,-1,-1,18,0,100,300,300,300,295,1.4210854715202004e-13,18,20,226
N06-Shubert2D,18,0.001,4,200000,100,18,17,-1,-1,17,0,100,307,307,307,297,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,0.001,5,200000,100,18,18,-1,-1,18,0,100,307,307,307,299,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.001,6,200000,100,18,18,-1,-1,18,0,100,301,301,301,292,8.526512829121202e-14,18,20,226
N06-Shubert2D,18,0.001,7,200000,100,18,18,-1,-1,18,0,100,300,300,300,295,1.4210854715202004e-13,18,20,226
N06-Shubert2D,18,1e-05,8,200000,100,18,18,-1,-1,18,0,100,300,300,300,288,8.526512829121202e-14,18,39,226
N06-Shubert2D,18,1e-05,9,200000,100,18,18,-1,-1,18,0,100,298,298,298,280,8.526512829121202e-14,18,37,226
N06-Shubert2D,18,1e-05,10,200000,100,18,17,-1,-1,17,0,100,301,301,301,293,8.526512829121202e-14,18,22,226
N06-Shubert2D,18,1e-05,11,200000,100,18,18,-1,-1,18,0,100,301,301,301,296,8.526512829121202e-14,18,31,226
N06-Shubert2D,18,0.001,8,200000,100,18,18,-1,-1,18,0,100,300,300,300,290,8.526512829121202e-14,18,39,226
N06-Shubert2D,18,0.001,9,200000,100,18,18,-1,-1,18,0,100,298,298,298,287,8.526512829121202e-14,18,37,226
N06-Shubert2D,18,0.001,10,200000,100,18,17,-1,-1,17,0,100,301,301,301,293,8.526512829121202e-14,18,22,226
N06-Shubert2D,18,0.001,11,200000,100,18,18,-1,-1,18,0,100,301,301,301,296,8.526512829121202e-14,18,31,226
