function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,10,200000,100,36,10,-1,-1,10,0,100,423,423,423,423,0.0,15,33,226
N07-Vincent2D,36,0.1,11,200000,100,36,10,-1,-1,10,0,100,393,393,393,393,0.0,19,19,226
N07-Vincent2D,36,0.1,12,200000,100,36,12,-1,-1,12,0,100,327,327,327,327,0.0,20,26,226
N07-Vincent2D,36,0.1,13,200000,100,36,12,-1,-1,12,0,100,399,399,399,399,0.0,15,15,226
N07-Vincent2D,36,0.1,14,200000,100,36,10,-1,-1,10,0,100,394,394,394,394,0.0,15,15,226
N07-Vincent2D,36,0.001,10,200000,100,20,10,-1,-1,10,0,100,423,423,423,423,0.0,15,33,226
N07-Vincent2D,36,0.001,11,200000,100,20,10,-1,-1,10,0,100,393,393,393,393,0.0,15,19,226
N07-Vincent2D,36,0.001,12,200000,100,19,12,-1,-1,12,0,100,327,327,327,327,0.0,14,26,226
N07-Vincent2D,36,0.001,13,200000,100,25,12,-1,-1,12,0,100,399,399,399,399,0.0,15,15,226
N07-Vincent2D,36,0.001,14,200000,100,24,10,-1,-1,10,0,100,394,394,394,394,0.0,15,15,226
N07-Vincent2D,36,1e-05,10,200000,100,15,10,-1,-1,10,0,100,423,423,423,422,0.0,15,33,226
N07-Vincent2D,36,1e-05,11,200000,100,16,10,-1,-1,10,0,100,393,393,393,390,0.0,15,19,226
N07-Vincent2D,36,1e-05,12,200000,100,15,12,-1,-1,12,0,100,327,327,327,325,0.0,14,26,226
N07-Vincent2D,36,1e-05,13,200000,100,15,12,-1,-1,12,0,100,399,399,399,398,0.0,15,15,226
N07-Vincent2D,36,1e-05,14,200000,100,18,10,-1,-1,10,0,100,394,394,394,394,0.0,15,15,226
