function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,0,400000,432,216,57,-1,-1,57,0,226,679,679,679,679,0.0,57,57,226
N09-Vincent3D,216,0.1,1,400000,432,216,80,-1,-1,80,0,226,700,700,700,700,0.0,80,80,226
N09-Vincent3D,216,0.1,2,400000,432,216,62,-1,-1,62,0,226,638,638,638,638,0.0,62,62,226
N09-Vincent3D,216,0.1,3,400000,432,216,66,-1,-1,66,0,226,685,685,685,685,0.0,66,66,226
N09-Vincent3D,216,0.1,4,400000,432,216,71,-1,-1,80,9,226,700,700,700,700,0.0,71,80,226
N09-Vincent3D,216,0.001,0,400000,432,59,56,-1,-1,57,1,226,679,679,679,672,0.0,56,57,226
N09-Vincent3D,216,0.001,1,400000,432,75,72,-1,-1,80,8,226,700,700,700,689,0.0,72,80,226
N09-Vincent3D,216,0.001,2,400000,432,62,60,-1,-1,62,2,226,638,638,638,621,0.0,60,62,226
N09-Vincent3D,216,0.001,3,400000,432,65,64,-1,-1,66,2,226,685,685,685,670,0.0,64,66,226
N09-Vincent3D,216,0.001,4,400000,432,63,61,-1,-1,80,19,226,700,700,700,685,0.0,61,80,226
N09-Vincent3D,216,1e-05,0,400000,432,57,56,-1,-1,57,1,226,679,679,679,652,0.0,56,57,226
N09-Vincent3D,216,1e-05,1,400000,432,62,62,-1,-1,80,18,226,700,700,700,646,0.0,62,80,226
N09-Vincent3D,216,1e-05,2,400000,432,57,57,-1,-1,62,5,226,638,638,638,575,0.0,57,62,226
N09-Vincent3D,216,1e-05,3,400000,432,61,61,-1,-1,66,5,226,685,685,685,650,0.0,61,66,226
N09-Vincent3D,216,1e-05,4,400000,432,58,58,-1,-1,80,22,226,700,700,700,651,0.0,58,80,226
