function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,0,400000,432,216,46,-1,-1,46,0,432,679,679,679,679,0.0,57,57,705
N09-Vincent3D,216,0.1,1,400000,432,216,52,-1,-1,52,0,432,700,700,700,700,0.0,80,80,726
N09-Vincent3D,216,0.1,2,400000,432,216,53,-1,-1,53,0,432,638,638,638,638,0.0,62,62,664
N09-Vincent3D,216,0.1,3,400000,432,216,54,-1,-1,54,0,432,685,685,685,685,0.0,66,66,711
N09-Vincent3D,216,0.1,4,400000,432,216,50,-1,-1,50,0,432,700,700,700,700,0.0,71,80,726
N09-Vincent3D,216,0.001,0,400000,432,59,46,-1,-1,46,0,432,679,679,679,672,0.0,56,57,705
N09-Vincent3D,216,0.001,1,400000,432,75,52,-1,-1,52,0,432,700,700,700,689,0.0,72,80,726
N09-Vincent3D,216,0.001,2,400000,432,62,53,-1,-1,53,0,432,638,638,638,621,0.0,60,62,664
N09-Vincent3D,216,0.001,3,400000,432,65,54,-1,-1,54,0,432,685,685,685,670,0.0,64,66,711
N09-Vincent3D,216,0.001,4,400000,432,63,50,-1,-1,50,0,432,700,700,700,685,0.0,61,80,726
N09-Vincent3D,216,1e-05,0,400000,432,57,46,-1,-1,46,0,432,679,679,679,652,0.0,56,57,705
N09-Vincent3D,216,1e-05,1,400000,432,62,52,-1,-1,52,0,432,700,700,700,646,0.0,62,80,726
N09-Vincent3D,216,1e-05,2,400000,432,57,53,-1,-1,53,0,432,638,638,638,575,0.0,57,62,664
N09-Vincent3D,216,1e-05,3,400000,432,61,54,-1,-1,54,0,432,685,685,685,650,0.0,61,66,711
N09-Vincent3D,216,1e-05,4,400000,432,58,50,-1,-1,50,0,432,700,700,700,651,0.0,58,80,726
