function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,400000,432,216,46,-1,-1,46,0,432,720,720,720,720,0.0,64,84,746
N09-Vincent3D,216,0.1,6,400000,432,216,49,-1,-1,49,0,432,634,634,634,634,0.0,62,62,660
N09-Vincent3D,216,0.1,7,400000,432,216,47,-1,-1,47,0,432,694,693,694,694,0.0,63,63,720
N09-Vincent3D,216,0.1,8,400000,432,216,46,-1,-1,46,0,432,657,657,657,657,0.0,65,85,683
N09-Vincent3D,216,0.1,9,400000,432,216,55,-1,-1,55,0,432,695,695,695,695,0.0,73,93,721
N09-Vincent3D,216,0.001,5,400000,432,65,46,-1,-1,46,0,432,720,720,720,710,0.0,62,84,746
N09-Vincent3D,216,0.001,6,400000,432,70,49,-1,-1,49,0,432,634,634,634,628,0.0,61,62,660
N09-Vincent3D,216,0.001,7,400000,432,63,47,-1,-1,47,0,432,694,693,694,683,0.0,62,63,720
N09-Vincent3D,216,0.001,8,400000,432,67,46,-1,-1,46,0,432,657,657,657,649,0.0,63,85,683
N09-Vincent3D,216,0.001,9,400000,432,75,55,-1,-1,55,0,432,695,695,695,680,0.0,72,93,721
N09-Vincent3D,216,1e-05,5,400000,432,59,46,-1,-1,46,0,432,720,720,720,689,0.0,58,84,746
N09-Vincent3D,216,1e-05,6,400000,432,59,49,-1,-1,49,0,432,634,634,634,605,0.0,59,62,660
N09-Vincent3D,216,1e-05,7,400000,432,58,47,-1,-1,47,0,432,694,693,694,643,0.0,58,63,720
N09-Vincent3D,216,1e-05,8,400000,432,57,46,-1,-1,46,0,432,657,657,657,630,0.0,57,85,683
N09-Vincent3D,216,1e-05,9,400000,432,69,55,-1,-1,55,0,432,695,695,695,648,0.0,69,93,721
