function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,5,200000,100,36,8,-1,-1,8,0,100,423,423,423,423,0.0,26,27,226
N07-Vincent2D,36,0.1,6,200000,100,36,16,-1,-1,16,0,100,403,403,403,403,0.0,22,22,226
N07-Vincent2D,36,0.1,7,200000,100,36,12,-1,-1,12,0,100,362,362,362,362,0.0,20,33,226
N07-Vincent2D,36,0.1,8,200000,100,36,12,-1,-1,12,0,100,456,456,456,456,0.0,21,32,226
N07-Vincent2D,36,0.1,9,200000,100,36,11,-1,-1,11,0,100,370,370,370,370,0.0,14,14,226
N07-Vincent2D,36,0.001,5,200000,100,25,8,-1,-1,8,0,100,423,423,423,423,0.0,17,27,226
N07-Vincent2D,36,0.001,6,200000,100,23,16,-1,-1,16,0,100,403,403,403,403,0.0,19,22,226
N07-Vincent2D,36,0.001,7,200000,100,24,12,-1,-1,12,0,100,362,362,362,362,0.0,17,33,226
N07-Vincent2D,36,0.001,8,200000,100,20,12,-1,-1,12,0,100,456,456,456,456,0.0,16,32,226
N07-Vincent2D,36,0.001,9,200000,100,18,11,-1,-1,11,0,100,370,370,370,369,0.0,14,14,226
N07-Vincent2D,36,1e-05,5,200000,100,17,8,-1,-1,8,0,100,423,423,423,423,0.0,17,27,226
N07-Vincent2D,36,1e-05,6,200000,100,19,16,-1,-1,16,0,100,403,403,403,402,0.0,19,22,226
N07-Vincent2D,36,1e-05,7,200000,100,17,12,-1,-1,12,0,100,362,362,362,360,0.0,16,33,226
N07-Vincent2D,36,1e-05,8,200000,100,17,12,-1,-1,12,0,100,456,456,456,456,0.0,16,32,226
N07-Vincent2D,36,1e-05,9,200000,100,15,11,-1,-1,11,0,100,370,370,370,369,0.0,14,14,226
