function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,400000,432,216,64,-1,-1,84,20,226,720,720,720,720,0.0,64,84,226
N09-Vincent3D,216,0.1,6,400000,432,216,62,-1,-1,62,0,226,634,634,634,634,0.0,62,62,226
N09-Vincent3D,216,0.1,7,400000,432,216,63,-1,-1,63,0,226,694,693,694,694,0.0,63,63,226
N09-Vincent3D,216,0.1,8,400000,432,216,65,-1,-1,85,20,226,657,657,657,657,0.0,65,85,226
N09-Vincent3D,216,0.1,9,400000,432,216,73,-1,-1,93,20,226,695,695,695,695,0.0,73,93,226
N09-Vincent3D,216,0.001,5,400000,432,65,62,-1,-1,84,22,226,720,720,720,710,0.0,62,84,226
N09-Vincent3D,216,0.001,6,400000,432,70,61,-1,-1,62,1,226,634,634,634,628,0.0,61,62,226
N09-Vincent3D,216,0.001,7,400000,432,63,62,-1,-1,63,1,226,694,693,694,683,0.0,62,63,226
N09-Vincent3D,216,0.001,8,400000,432,67,63,-1,-1,85,22,226,657,657,657,649,0.0,63,85,226
N09-Vincent3D,216,0.001,9,400000,432,75,72,-1,-1,93,21,226,695,695,695,680,0.0,72,93,226
N09-Vincent3D,216,1e-05,5,400000,432,59,58,-1,-1,84,26,226,720,720,720,689,0.0,58,84,226
N09-Vincent3D,216,1e-05,6,400000,432,59,59,-1,-1,62,3,226,634,634,634,605,0.0,59,62,226
N09-Vincent3D,216,1e-05,7,400000,432,58,58,-1,-1,63,5,226,694,693,694,643,0.0,58,63,226
N09-Vincent3D,216,1e-05,8,400000,432,57,57,-1,-1,85,28,226,657,657,657,630,0.0,57,85,226
N09-Vincent3D,216,1e-05,9,400000,432,69,69,-1,-1,93,24,226,695,695,695,648,0.0,69,93,226
