function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,10,400000,432,216,66,-1,-1,66,0,226,669,669,669,669,0.0,66,66,226
N09-Vincent3D,216,0.1,11,400000,432,216,65,-1,-1,82,17,226,685,685,685,685,0.0,65,82,226
N09-Vincent3D,216,0.1,12,400000,432,216,75,-1,-1,75,0,226,607,607,607,607,0.0,75,75,226
N09-Vincent3D,216,0.1,13,400000,432,216,64,-1,-1,64,0,226,686,686,686,686,0.0,64,64,226
N09-Vincent3D,216,0.1,14,400000,432,216,76,-1,-1,76,0,226,700,700,700,700,0.0,76,76,226
N09-Vincent3D,216,0.001,10,400000,432,68,63,-1,-1,66,3,226,669,669,669,659,0.0,63,66,226
N09-Vincent3D,216,0.001,11,400000,432,62,61,-1,-1,82,21,226,685,685,685,668,0.0,61,82,226
N09-Vincent3D,216,0.001,12,400000,432,66,66,-1,-1,75,9,226,607,607,607,595,0.0,66,75,226
N09-Vincent3D,216,0.001,13,400000,432,64,62,-1,-1,64,2,226,686,686,686,671,0.0,62,64,226
N09-Vincent3D,216,0.001,14,400000,432,66,63,-1,-1,76,13,226,700,700,700,684,0.0,63,76,226
N09-Vincent3D,216,1e-05,10,400000,432,62,62,-1,-1,66,4,226,669,669,669,633,0.0,62,66,226
N09-Vincent3D,216,1e-05,11,400000,432,52,52,-1,-1,82,30,226,685,685,685,639,0.0,52,82,226
N09-Vincent3D,216,1e-05,12,400000,432,62,62,-1,-1,75,13,226,607,607,607,564,0.0,62,75,226
N09-Vincent3D,216,1e-05,13,400000,432,59,59,-1,-1,64,5,226,686,686,686,648,0.0,59,64,226
N09-Vincent3D,216,1e-05,14,400000,432,58,58,-1,-1,76,18,226,700,700,700,645,0.0,58,76,226
