descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,7850,0,12,1.64745e-08,tolflatfitness,-3.42989824065,-3.44747789149,-0.220138715534,-1.97193089884,-0.711098144868,1.86550624881,-1.70914202805,-1.22390291192,-2.28136512604,2.16704292995
1,12510,0.000849107273723,6,0.0111902,maxfevals,-3.7571198231,-2.95619947419,4.03900475279,-2.0186642353,-1.90090422753,0.568926827412,2.87833533297,0.508403636832,1.09396562461,-2.6824953029
2,12510,1.2732068484e-06,6,0.000433565,maxfevals,-3.76796418547,-2.9576321815,4.03559781123,-2.01862447948,-1.90129149304,0.569351132276,2.87836532023,0.510175789686,1.09346077711,-2.68279636677
3,3090,0,10,4.27244e-09,tolflatfitness,2.21336435317,3.15368872544,-3.38849250808,-1.3033564456,-2.59053115237,-4.18118885116,4.32143410706,2.60830065357,3.47056320848,2.18833502807
4,9610,0,12,1.2178e-08,tolflatfitness,-3.42989823602,-3.4474778912,-0.220138713247,-1.97193089714,-0.711098146841,1.86550624881,-1.70914202851,-1.22390291448,-2.28136512503,2.16704293043
5,3150,0,1,3.72398e-09,tolflatfitness,-0.265202362669,-2.76039630599,2.22210391868,-0.557352511544,1.29537030668,-1.91543112148,-0.32221751879,3.68558020692,-3.5840539465,-3.66222068219
6,3370,0,13,3.56657e-09,tolflatfitness,3.49958117232,-0.547543275507,0.27451943806,1.4125868149,0.916555045295,-3.87286586079,-3.58602021234,-1.98599105718,2.361679607,-4.22454883001
7,3000,0,10,4.29414e-09,tolflatfitness,2.2133643532,3.15368872283,-3.38849250879,-1.30335644339,-2.59053115431,-4.18118885488,4.32143410526,2.60830065313,3.47056320974,2.18833502946
8,4170,1.42108547152e-14,2,1.39355e-08,tolflatfitness,1.66362423076,-1.89171918147,3.35635404709,2.95252707988,-0.487366756888,1.95500079906,2.96310337531,3.67333762798,-1.31916996141,1.57698382426
9,6690,1.42108547152e-14,5,1.99258e-08,tolflatfitness,1.81612156612,0.0483066963622,0.228261730815,-0.342213193896,3.98636017193,0.117727691932,-3.12862604326,3.28511408959,2.74568339436,0.68246162155
10,4070,0,2,6.80127e-09,tolflatfitness,1.66362423674,-1.89171917469,3.35635404507,2.9525270792,-0.487366757464,1.95500080419,2.96310337735,3.67333762618,-1.31916996177,1.57698382621
11,12510,6.36969120649e-05,6,0.00307542,maxfevals,-3.77027045846,-2.95837577095,4.03470640061,-2.01866817294,-1.90144688417,0.569409231406,2.87813852045,0.510689442132,1.09336826209,-2.68293063731
12,12510,0.000107839115998,6,0.00396234,maxfevals,-3.77125882926,-2.95819700081,4.03468217166,-2.01873172008,-1.90154109468,0.569441576547,2.87836739223,0.510747118223,1.09326012639,-2.68289476399
13,12510,5.54508570048e-05,6,0.00285356,maxfevals,-3.76488690028,-2.95732054594,4.03656448699,-2.01863840389,-1.90107773148,0.569184919166,2.87835300797,0.509726448116,1.09360489723,-2.68273377441
14,10240,1.42108547152e-14,12,2.76127e-08,tolflatfitness,-3.42989824802,-3.44747788186,-0.22013871137,-1.97193089765,-0.711098143239,1.86550624879,-1.70914202777,-1.22390290905,-2.2813651281,2.16704293036
15,12510,4.87593506051e-05,6,0.00265267,maxfevals,-3.76995990552,-2.9579164281,4.03478507653,-2.01871708706,-1.90143003509,0.569493518545,2.87827108312,0.510555525048,1.09339005705,-2.68284054301
16,7190,1.42108547152e-14,5,1.74813e-08,tolflatfitness,1.81612153677,0.0483067118725,0.228261721359,-0.342213196001,3.98636016933,0.117727689777,-3.12862604765,3.28511408771,2.74568339312,0.68246162528
