function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
M01-D10-PIN01,Restart-Lander-s005,current,0,500000,20,68,0.6500,0.6500,0.5500,0.5500,0.5500
M02-D10-PIN01,Restart-Lander-s005,current,0,500000,20,51,0.5000,0.5000,0.5000,0.5000,0.4000
M03-D10-PIN01,Restart-Lander-s005,current,0,500000,20,45,0.5000,0.5000,0.5000,0.4500,0.4500
M04-D10-PIN01,Restart-Lander-s005,current,0,500000,20,100,0.5500,0.5500,0.5500,0.5500,0.5500
M05-D10-PIN01,Restart-Lander-s005,current,0,500000,20,100,0.6500,0.6500,0.6500,0.6500,0.6500
M06-D10-PIN01,Restart-Lander-s005,current,0,500000,20,100,0.3000,0.3000,0.3000,0.3000,0.3000
M07-D10-PIN01,Restart-Lander-s005,current,0,500000,20,100,0.5000,0.5000,0.4500,0.4000,0.4000
M08-D10-PIN01,Restart-Lander-s005,current,0,500000,20,100,0.6500,0.6500,0.6500,0.6500,0.6500
M09-D10-PIN01,Restart-Lander-s005,current,0,500000,10,57,0.5000,0.4000,0.4000,0.4000,0.4000
M10-D10-PIN01,Restart-Lander-s005,current,0,500000,10,41,0.8000,0.8000,0.8000,0.5000,0.3000
M11-D10-PIN01,Restart-Lander-s005,current,0,500000,10,46,0.6000,0.6000,0.5000,0.5000,0.5000
M12-D10-PIN01,Restart-Lander-s005,current,0,500000,10,100,0.8000,0.8000,0.8000,0.8000,0.7000
M13-D10-PIN01,Restart-Lander-s005,current,0,500000,10,100,0.8000,0.8000,0.8000,0.8000,0.8000
M14-D10-PIN01,Restart-Lander-s005,current,0,500000,10,100,0.3000,0.3000,0.3000,0.3000,0.3000
M15-D10-PIN01,Restart-Lander-s005,current,0,500000,10,100,0.4000,0.4000,0.4000,0.3000,0.2000
M16-D10-PIN01,Restart-Lander-s005,current,0,500000,10,89,0.5000,0.5000,0.5000,0.5000,0.5000
M01-D10-PIN01,Restart-Lander-s020,current,0,500000,20,80,0.6500,0.6500,0.6000,0.6000,0.6000
M02-D10-PIN01,Restart-Lander-s020,current,0,500000,20,61,0.3000,0.3000,0.3000,0.3000,0.3000
M03-D10-PIN01,Restart-Lander-s020,current,0,500000,20,46,0.5500,0.5500,0.5500,0.5000,0.5000
M04-D10-PIN01,Restart-Lander-s020,current,0,500000,20,100,0.3500,0.3500,0.3500,0.3500,0.3500
M05-D10-PIN01,Restart-Lander-s020,current,0,500000,20,100,0.6500,0.6500,0.6500,0.6500,0.6500
M06-D10-PIN01,Restart-Lander-s020,current,0,500000,20,100,0.3500,0.3500,0.3500,0.3500,0.3500
M07-D10-PIN01,Restart-Lander-s020,current,0,500000,20,100,0.4500,0.4500,0.4500,0.4500,0.4500
M08-D10-PIN01,Restart-Lander-s020,current,0,500000,20,100,0.7500,0.7500,0.7500,0.7500,0.7500
M09-D10-PIN01,Restart-Lander-s020,current,0,500000,10,64,0.6000,0.5000,0.5000,0.5000,0.5000
M10-D10-PIN01,Restart-Lander-s020,current,0,500000,10,44,0.5000,0.5000,0.5000,0.5000,0.3000
M11-D10-PIN01,Restart-Lander-s020,current,0,500000,10,48,0.5000,0.5000,0.4000,0.4000,0.4000
M12-D10-PIN01,Restart-Lander-s020,current,0,500000,10,100,0.4000,0.4000,0.4000,0.4000,0.4000
M13-D10-PIN01,Restart-Lander-s020,current,0,500000,10,100,0.8000,0.8000,0.8000,0.8000,0.8000
M14-D10-PIN01,Restart-Lander-s020,current,0,500000,10,100,0.3000,0.3000,0.3000,0.3000,0.3000
M15-D10-PIN01,Restart-Lander-s020,current,0,500000,10,100,0.2000,0.2000,0.2000,0.2000,0.2000
M16-D10-PIN01,Restart-Lander-s020,current,0,500000,10,100,0.5000,0.5000,0.5000,0.5000,0.5000
