descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,,0,5,5.93473e-09,taboo,1.81612155444,0.0483067077953,0.22826173139,-0.342213194391,3.98636017147,0.117727692676,-3.12862604693,3.28511409005,2.74568339459,0.682461622465
1,,1.42108547152e-14,19,6.52185e-09,taboo,-2.41989200244,-1.05127563854,1.54929895323,4.35532099521,1.55690774174,0.0484614416965,-0.588573151812,3.97535149704,0.19930481687,0.228799891864
2,,0,17,4.93126e-09,taboo,-2.21520004069,0.147373319253,1.53552433337,-1.5017703221,3.01997276709,-2.55254298208,-1.06449478441,4.0360149515,-4.10465138024,1.35095474761
3,,1.42108547152e-14,8,7.90037e-09,taboo,-2.36401433927,0.418158256533,2.17754586409,4.19609101572,0.643677382212,2.39086586287,-1.07910591259,3.23787697701,-3.4483231201,0.290230629592
4,,0,1,3.86727e-09,taboo,-0.265202361713,-2.76039630599,2.22210391879,-0.557352510944,1.29537030578,-1.91543111858,-0.322217521095,3.68558020736,-3.58405394631,-3.66222068211
5,,0,12,5.91147e-09,taboo,-3.42989822604,-3.44747789068,-0.220138717212,-1.97193089767,-0.711098146919,1.86550625194,-1.70914202791,-1.22390291907,-2.28136512432,2.16704293003
6,,0,2,3.34848e-09,taboo,1.66362424039,-1.89171917728,3.35635404635,2.95252707923,-0.487366756393,1.95500080481,2.96310338165,3.6733376273,-1.3191699635,1.57698382633
7,,0,7,1.39106e-08,taboo,3.09414569969,3.11777091287,3.92593894574,3.20446054025,-2.61469388838,-2.33453006632,-3.55906330505,0.596341756211,0.295075737462,1.36581080442
8,,0,6,6.10794e-09,taboo,-3.76756308356,-2.95759845127,4.03573964684,-2.01861785838,-1.9012572967,0.569329291265,2.87836049832,0.510114329134,1.09347873289,-2.68279145187
9,,0,16,4.70775e-09,taboo,2.66288260223,1.07867829252,-0.0259753056813,-3.66997833747,-3.69039388395,-1.47329414354,-1.41914546514,-2.39562079961,-2.26593802951,-0.445560843478
10,,0,13,2.01618e-09,taboo,3.49958117202,-0.547543274332,0.274519440732,1.41258681334,0.916555045826,-3.87286586032,-3.5860202124,-1.98599105614,2.36167960573,-4.2245488293
11,,0,4,8.07227e-09,taboo,-0.469881562482,-2.97793985708,3.31510009001,1.57683615026,-1.80336033904,3.40825545827,-0.69938209263,-1.80248256626,-4.0550075087,-3.59841661333
12,,1.42108547152e-14,10,5.33849e-09,taboo,2.21336435386,3.15368872416,-3.38849250815,-1.30335643948,-2.59053115165,-4.18118885082,4.32143410461,2.608300655,3.47056320906,2.18833502682
13,,0,6,1.02123e-08,final,-3.76756308409,-2.95759845363,4.0357396405,-2.01861785721,-1.90125729757,0.569329293638,2.87836049343,0.510114332376,1.09347873377,-2.68279145281
