seed,gopt,dist_start,f_start,f_cma_full,f_cma_iso,evals_full,evals_iso
0,0,0.00304,0.00311127,0,0,3240,2180
0,1,0.0109,0.0374778,0,0,2230,2170
0,4,0.01017,0.0255984,0,0,2150,2190
0,5,1.97e-07,6.22882e-12,0,0,3410,3710
