function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,0,400000,432,216,43,-1,-1,58,15,226,675,675,675,675,0.0,43,58,226
N09-Vincent3D,216,0.1,1,400000,432,216,53,-1,-1,54,1,226,701,701,701,701,0.0,53,54,226
N09-Vincent3D,216,0.1,2,400000,432,216,51,-1,-1,51,0,226,649,649,649,649,0.0,51,51,226
N09-Vincent3D,216,0.1,3,400000,432,216,49,-1,-1,65,16,226,695,695,695,695,0.0,49,65,226
N09-Vincent3D,216,0.1,4,400000,432,216,45,-1,-1,59,14,226,704,704,704,704,0.0,45,59,226
N09-Vincent3D,216,0.001,0,400000,432,74,39,-1,-1,58,19,226,675,675,675,668,0.0,39,58,226
N09-Vincent3D,216,0.001,1,400000,432,86,42,-1,-1,54,12,226,701,701,701,685,0.0,42,54,226
N09-Vincent3D,216,0.001,2,400000,432,86,51,-1,-1,51,0,226,649,649,649,634,0.0,51,51,226
N09-Vincent3D,216,0.001,3,400000,432,81,47,-1,-1,65,18,226,695,695,695,685,0.0,47,65,226
N09-Vincent3D,216,0.001,4,400000,432,80,45,-1,-1,59,14,226,704,704,704,688,0.0,45,59,226
N09-Vincent3D,216,1e-05,0,400000,432,68,39,-1,-1,58,19,226,675,675,675,641,0.0,39,58,226
N09-Vincent3D,216,1e-05,1,400000,432,77,42,-1,-1,54,12,226,701,701,701,652,0.0,42,54,226
N09-Vincent3D,216,1e-05,2,400000,432,80,51,-1,-1,51,0,226,649,649,649,613,0.0,51,51,226
N09-Vincent3D,216,1e-05,3,400000,432,77,47,-1,-1,65,18,226,695,695,695,671,0.0,47,65,226
N09-Vincent3D,216,1e-05,4,400000,432,76,45,-1,-1,59,14,226,704,704,704,659,0.0,45,59,226
