function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,0,205000,100,36,9,-1,-1,9,0,100,435,435,435,435,0.0,16,25,226
N07-Vincent2D,36,0.1,1,205000,100,36,10,-1,-1,10,0,100,401,401,401,401,0.0,18,26,226
N07-Vincent2D,36,0.1,2,205000,100,36,11,-1,-1,11,0,100,380,380,380,380,0.0,15,15,226
N07-Vincent2D,36,0.1,3,205000,100,36,9,-1,-1,9,0,100,401,401,401,401,0.0,14,14,226
N07-Vincent2D,36,0.1,4,205000,100,36,11,-1,-1,11,0,100,390,390,390,390,0.0,13,13,226
N07-Vincent2D,36,0.001,0,205000,100,18,9,-1,-1,9,0,100,435,435,435,435,0.0,13,25,226
N07-Vincent2D,36,0.001,1,205000,100,23,10,-1,-1,10,0,100,401,401,401,401,0.0,14,26,226
N07-Vincent2D,36,0.001,2,205000,100,19,11,-1,-1,11,0,100,380,380,380,380,0.0,15,15,226
N07-Vincent2D,36,0.001,3,205000,100,24,9,-1,-1,9,0,100,401,401,401,401,0.0,11,14,226
N07-Vincent2D,36,0.001,4,205000,100,25,11,-1,-1,11,0,100,390,390,390,390,0.0,13,13,226
N07-Vincent2D,36,1e-05,0,205000,100,17,9,-1,-1,9,0,100,435,435,435,435,0.0,13,25,226
N07-Vincent2D,36,1e-05,1,205000,100,17,10,-1,-1,10,0,100,401,401,401,400,0.0,14,26,226
N07-Vincent2D,36,1e-05,2,205000,100,16,11,-1,-1,11,0,100,380,380,380,379,0.0,15,15,226
N07-Vincent2D,36,1e-05,3,205000,100,14,9,-1,-1,9,0,100,401,401,401,401,0.0,11,14,226
N07-Vincent2D,36,1e-05,4,205000,100,19,11,-1,-1,11,0,100,390,390,390,387,0.0,13,13,226
