function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N09-Vincent3D,216,0.1,5,400000,432,216,58,-1,-1,59,1,226,716,716,716,716,0.0,58,59,226
N09-Vincent3D,216,0.1,6,400000,432,216,45,-1,-1,45,0,226,635,635,635,635,0.0,45,45,226
N09-Vincent3D,216,0.1,7,400000,432,216,49,-1,-1,49,0,226,693,692,693,693,0.0,49,49,226
N09-Vincent3D,216,0.1,8,400000,432,216,50,-1,-1,50,0,226,652,652,652,652,0.0,50,50,226
N09-Vincent3D,216,0.1,9,400000,432,216,47,-1,-1,47,0,226,693,693,693,693,0.0,47,47,226
N09-Vincent3D,216,0.001,5,400000,432,89,53,-1,-1,59,6,226,716,716,716,705,0.0,53,59,226
N09-Vincent3D,216,0.001,6,400000,432,76,45,-1,-1,45,0,226,635,635,635,632,0.0,45,45,226
N09-Vincent3D,216,0.001,7,400000,432,91,49,-1,-1,49,0,226,693,692,693,679,0.0,49,49,226
N09-Vincent3D,216,0.001,8,400000,432,88,50,-1,-1,50,0,226,652,652,652,644,0.0,50,50,226
N09-Vincent3D,216,0.001,9,400000,432,84,47,-1,-1,47,0,226,693,693,693,681,0.0,47,47,226
N09-Vincent3D,216,1e-05,5,400000,432,83,53,-1,-1,59,6,226,716,716,716,678,0.0,53,59,226
N09-Vincent3D,216,1e-05,6,400000,432,68,45,-1,-1,45,0,226,635,635,635,618,0.0,45,45,226
N09-Vincent3D,216,1e-05,7,400000,432,85,49,-1,-1,49,0,226,693,692,693,641,0.0,49,49,226
N09-Vincent3D,216,1e-05,8,400000,432,81,50,-1,-1,50,0,226,652,652,652,620,0.0,50,50,226
N09-Vincent3D,216,1e-05,9,400000,432,79,47,-1,-1,47,0,226,693,693,693,648,0.0,47,47,226
