function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N07-Vincent2D,36,0.1,5,205000,100,36,8,-1,-1,8,0,100,434,434,434,434,0.0,21,21,226
N07-Vincent2D,36,0.1,6,205000,100,36,16,-1,-1,16,0,100,413,413,413,413,0.0,26,32,226
N07-Vincent2D,36,0.1,7,205000,100,36,12,-1,-1,12,0,100,371,371,371,371,0.0,22,25,226
N07-Vincent2D,36,0.1,8,205000,100,36,12,-1,-1,12,0,100,467,467,467,467,0.0,14,14,226
N07-Vincent2D,36,0.1,9,205000,100,36,11,-1,-1,11,0,100,380,380,380,380,0.0,19,24,226
N07-Vincent2D,36,0.001,5,205000,100,25,8,-1,-1,8,0,100,434,434,434,434,0.0,13,21,226
N07-Vincent2D,36,0.001,6,205000,100,23,16,-1,-1,16,0,100,413,413,413,413,0.0,18,32,226
N07-Vincent2D,36,0.001,7,205000,100,24,12,-1,-1,12,0,100,371,371,371,371,0.0,14,25,226
N07-Vincent2D,36,0.001,8,205000,100,20,12,-1,-1,12,0,100,467,467,467,467,0.0,14,14,226
N07-Vincent2D,36,0.001,9,205000,100,19,11,-1,-1,11,0,100,380,380,380,379,0.0,12,24,226
N07-Vincent2D,36,1e-05,5,205000,100,17,8,-1,-1,8,0,100,434,434,434,434,0.0,13,21,226
N07-Vincent2D,36,1e-05,6,205000,100,19,16,-1,-1,16,0,100,413,413,413,412,0.0,18,32,226
N07-Vincent2D,36,1e-05,7,205000,100,17,12,-1,-1,12,0,100,371,371,371,369,0.0,14,25,226
N07-Vincent2D,36,1e-05,8,205000,100,17,12,-1,-1,12,0,100,467,467,467,467,0.0,14,14,226
N07-Vincent2D,36,1e-05,9,205000,100,15,11,-1,-1,11,0,100,380,380,380,379,0.0,12,24,226
