descent,evals,best_f,land_opt,dist,stop
0,3040,0.944000161388,10,0.47171,tolflatfitness
1,3690,2.93295951772,16,0.846632,tolflatfitness
2,2950,0,10,6.80572e-09,tolflatfitness
3,3350,3.89239381795,13,0.973018,tolflatfitness
4,3390,0.957921289842,9,0.47884,tolflatfitness
5,3430,4.78960378524,9,1.07072,tolflatfitness
6,3170,0,19,8.33836e-09,tolflatfitness
7,3060,1.94621219857,13,0.688028,tolflatfitness
8,3250,3.89234782073,13,0.973018,tolflatfitness
9,3310,4.86545427813,13,1.08787,tolflatfitness
10,2940,0.919302570038,19,0.458763,tolflatfitness
11,3220,2.85546863328,1,0.823974,tolflatfitness
12,3310,0.957921626462,9,0.47884,tolflatfitness
13,3280,2.91934720877,13,0.842658,tolflatfitness
14,3670,5.86595312372,16,1.19732,tolflatfitness
15,3400,1.95898694312,8,0.692587,tolflatfitness
16,3360,3.89235688949,13,0.973018,tolflatfitness
17,3360,1.90363633637,1,0.672772,tolflatfitness
18,2790,7.1054273576e-15,19,1.43368e-08,tolflatfitness
19,3400,3.91076775435,16,0.977606,tolflatfitness
20,3290,3.80722948565,1,0.951444,tolflatfitness
21,3080,1.9337618412,5,0.683593,tolflatfitness
22,2970,3.92479821598,18,0.981099,tolflatfitness
23,2880,1.94618600219,13,0.688028,tolflatfitness
24,3280,0.957920670744,9,0.47884,tolflatfitness
25,3220,1.90362459068,1,0.672773,tolflatfitness
26,3660,3.90210548602,6,0.975478,tolflatfitness
27,3320,4.89747064432,8,1.09508,tolflatfitness
28,3210,3.91072659382,16,0.977606,tolflatfitness
29,2860,0.919291249385,19,0.458763,tolflatfitness
30,3080,1.94628233254,13,0.688027,tolflatfitness
31,2770,0.966871021052,5,0.483373,tolflatfitness
32,3220,3.91060411364,16,0.977607,tolflatfitness
33,3420,3.90210394304,6,0.975478,tolflatfitness
34,3420,4.88826495023,16,1.093,tolflatfitness
35,2880,0,0,1.06114e-08,tolflatfitness
36,3410,1.95105201538,6,0.689767,tolflatfitness
37,2700,0,11,7.14957e-09,tolflatfitness
38,3110,0.951828464224,1,0.475722,tolflatfitness
39,3390,1.95529233558,16,0.691273,tolflatfitness
40,3440,2.87376726138,9,0.829375,tolflatfitness
41,3390,2.85545631563,1,0.823975,tolflatfitness
42,3110,3.83168728824,9,0.95768,tolflatfitness
43,2900,1.86730510543,11,0.659509,tolflatfitness
44,2870,1.83857992424,19,0.64879,tolflatfitness
45,3460,6.85645748962,8,1.29571,tolflatfitness
46,3310,4.83441516863,5,1.08085,tolflatfitness
47,3400,2.87376246304,9,0.829375,tolflatfitness
48,3190,0.951827581741,1,0.475722,tolflatfitness
49,2770,0,15,9.90498e-09,tolflatfitness
50,3650,3.91797399049,8,0.979465,tolflatfitness
51,3140,1.9158411991,9,0.677182,tolflatfitness
52,2970,3.8316814519,9,0.95768,tolflatfitness
53,3060,2.9329921347,16,0.846632,tolflatfitness
54,3090,4.83442080716,5,1.08085,tolflatfitness
55,3130,1.93374336075,5,0.683593,tolflatfitness
56,3440,6.82809990312,6,1.29021,tolflatfitness
