draw,start_opt,land_opt,dist,best_f,evals
174,4,5,0.0003891362546147263,2.82632168701185e-05,1500
176,4,4,0.00017483132106203792,7.760259526404526e-06,1500
175,3,5,0.0008241145053586359,0.00012540294758893745,1500
177,3,5,0.0015189710453475751,0.0004294593514488016,1500
178,5,5,0.00037876388297035135,2.7755498257219467e-05,1500
180,3,5,0.0010311210602164309,0.000199546283693327,1500
179,4,4,0.000325378684597945,2.950180502939311e-05,1500
181,4,4,0.0003831616494373062,3.568232652869022e-05,1500
182,4,4,9.855176039696133,1019.2164656047711,1500
183,5,5,0.00043057460498053363,3.588136734581344e-05,1500
185,5,5,0.001036282535121868,0.00021502320648881368,1500
184,1,5,0.001201596999354582,0.0002697793973433621,1500
186,5,5,0.0011642254378318164,0.00029049566317507306,1500
187,5,5,0.00031676293562587934,1.9576079799004722e-05,1500
189,1,1,0.00020818551649013685,1.3650150316513824e-05,1500
188,5,5,0.0003556981464056222,2.3667240868724467e-05,1500
190,5,5,0.0008854375577760274,0.00014474607074770144,1500
192,3,4,0.0002734022231196527,2.0191129294175698e-05,1500
191,3,5,0.0012893122678254063,0.0003213038241095182,1500
194,5,5,0.002646064703393737,0.0013553573311514086,1500
193,0,0,0.000888303032436996,0.0002662546314334796,1500
195,3,5,0.001037352356138906,0.00020727460953748534,1500
196,3,5,0.0015114872948345038,0.00042920807961889843,1500
197,0,5,0.0035228917437493085,0.002328088628258564,1500
198,2,5,0.0005325287527151752,5.344460684293635e-05,1500
199,4,5,0.0006604256964180607,8.38903415794528e-05,1500
200,5,5,0.0003880648036304968,2.9919700571301355e-05,1500
201,5,5,0.0002283117090398469,1.044507322368589e-05,1500
202,3,5,0.0008797246647961986,0.00015855840089965638,1500
203,3,5,0.0030732796145047244,0.0017893186115914873,1500
205,1,5,0.0014913021685141255,0.00042737305543143764,1500
204,4,5,0.0006194648520388462,7.56020726138345e-05,1500
206,1,1,0.00028800580051218375,2.6146604164155198e-05,1500
207,5,5,9.788638861549108e-05,1.7667165050065154e-06,1500
209,4,4,0.0005639581632700183,8.003623783445922e-05,1500
