draw,start_opt,land_opt,dist,best_f,evals
151,4,5,0.0002651772244004961,1.3300189051407292e-05,1500
153,0,0,2.807325740812429,226.72250201328643,1500
154,2,4,0.00035055672004146224,2.9760245025061865e-05,1500
155,5,5,0.0002457100711437679,1.1755839989603902e-05,1500
156,3,5,0.0008974855479531624,0.00016646599297022427,1500
157,3,5,0.002425781044127076,0.001135767186165337,1500
159,4,5,0.00015975664110808689,4.859415757734647e-06,1500
158,3,5,0.001674170591944908,0.000547355657414332,1500
160,2,5,0.0017852709304605246,0.0006032713871136263,1500
161,3,5,0.0013468535058931256,0.00034907213451494705,1500
162,3,5,0.0009353077145314343,0.0001676157020629184,1500
163,3,5,0.0002920360441422096,1.5867305173275646e-05,1500
164,3,5,0.003683702609581275,0.002512112618495267,1500
165,5,5,0.0001260982173765318,2.9795304080167338e-06,1500
166,3,5,0.0010764619115689667,0.0002260607040106617,1500
169,5,5,0.00017756512869550315,6.087388194810979e-06,1500
168,2,5,0.00042461667393994286,3.496571479341694e-05,1500
167,3,5,0.003186653514325212,0.0019222105696147707,1500
170,3,5,0.001472924676145298,0.00045107754348747234,1500
172,3,5,0.0009970924398305422,0.0001885941942851795,1500
171,1,5,0.0002469120252225096,1.143095193873273e-05,1500
173,5,5,0.000648434631811699,8.0457479996843e-05,1500
