arm,function,dim,K,seed,budget,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5,n_reported,hist_sup_pr_1e-5,near_0p1,requests,inf_answers,clipped,evals_recorded,pynmmso_counter,modes_returned,modes_finite,swarms,seconds
base,N17-CF4-5D,5,8,100,400000,0.3750,0.3750,0.3750,0.3750,0.3750,100,0.3750,4,400001,1,0,400000,400001,868,868,868,52.3
base,N17-CF4-5D,5,8,101,400000,0.6250,0.6250,0.5000,0.5000,0.5000,100,0.5000,5,400021,21,0,400000,400021,1098,1098,1098,64.9
base,N17-CF4-5D,5,8,102,400000,0.3750,0.3750,0.3750,0.3750,0.3750,100,0.3750,4,400106,106,0,400000,400106,957,957,957,62.7
