arm,function,dim,K,seed,budget,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5,n_reported,hist_sup_pr_1e-5,near_0p1,requests,inf_answers,clipped,evals_recorded,pynmmso_counter,modes_returned,modes_finite,swarms,seconds
sw10d,N18-CF3-10D,10,6,100,400000,0.6667,0.6667,0.6667,0.6667,0.6667,100,0.6667,4,400093,93,0,400000,400093,162,162,162,36.1
sw10d,N18-CF3-10D,10,6,101,400000,0.6667,0.6667,0.6667,0.6667,0.6667,100,0.6667,4,400014,14,0,400000,400014,666,666,666,45.0
sw10d,N18-CF3-10D,10,6,102,400000,0.5000,0.5000,0.5000,0.5000,0.3333,100,0.3333,3,400043,43,0,400000,400043,663,663,663,47.1
