arm,function,dim,K,seed,budget,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5,n_reported,hist_sup_pr_1e-5,near_0p1,requests,inf_answers,clipped,evals_recorded,pynmmso_counter,modes_returned,modes_finite,swarms,seconds
noclip,N19-CF4-10D,10,8,100,400000,0.0000,0.0000,0.0000,0.0000,0.0000,100,0.0000,1,400098,98,0,400000,400098,701,701,701,49.8
noclip,N19-CF4-10D,10,8,101,400000,0.1250,0.1250,0.1250,0.1250,0.0000,100,0.0000,2,400097,97,0,400000,400097,494,494,494,47.3
noclip,N19-CF4-10D,10,8,102,400000,0.0000,0.0000,0.0000,0.0000,0.0000,100,0.0000,0,400093,93,0,400000,400093,768,768,768,58.6
noclip,N19-CF4-10D,10,8,103,400000,0.2500,0.2500,0.2500,0.2500,0.1250,100,0.1250,2,400018,18,0,400000,400018,801,801,801,55.9
noclip,N19-CF4-10D,10,8,104,400000,0.3750,0.3750,0.2500,0.1250,0.1250,74,0.1250,3,400008,8,0,400000,400008,74,74,74,30.4
