function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N15-CF4-3D,DE,current,0,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,1,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,2,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,3,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,4,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,5,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,6,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,7,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,8,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,9,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,10,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,DE,current,11,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,MC-ESO,current,0,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.3750
N15-CF4-3D,MC-ESO,current,1,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.1250
N15-CF4-3D,MC-ESO,current,2,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.2500
N15-CF4-3D,MC-ESO,current,3,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.1250
N15-CF4-3D,MC-ESO,current,4,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.3750
N15-CF4-3D,MC-ESO,current,5,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,6,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,7,400000,8,100,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,MC-ESO,current,8,400000,8,100,0.3750,0.3750,0.3750,0.2500,0.1250
N15-CF4-3D,MC-ESO,current,9,400000,8,100,0.5000,0.5000,0.5000,0.5000,0.2500
N15-CF4-3D,MC-ESO,current,10,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.2500
N15-CF4-3D,MC-ESO,current,11,400000,8,100,0.3750,0.3750,0.3750,0.3750,0.1250
N15-CF4-3D,NCDE,current,0,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,NCDE,current,1,400000,8,30,0.2500,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,2,400000,8,30,0.2500,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,3,400000,8,30,0.3750,0.3750,0.2500,0.2500,0.1250
N15-CF4-3D,NCDE,current,4,400000,8,30,0.2500,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,5,400000,8,30,0.3750,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,6,400000,8,30,0.2500,0.2500,0.2500,0.1250,0.1250
N15-CF4-3D,NCDE,current,7,400000,8,30,0.2500,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,8,400000,8,30,0.2500,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,9,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NCDE,current,10,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,NCDE,current,11,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NM-Restart,current,0,400000,8,3,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,1,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,2,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,3,400000,8,5,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,4,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,5,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,6,400000,8,2,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NM-Restart,current,7,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,8,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,9,400000,8,2,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,10,400000,8,1,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,NM-Restart,current,11,400000,8,2,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,NMMSO,current,0,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,1,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,NMMSO,current,2,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,NMMSO,current,3,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,4,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,5,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,NMMSO,current,6,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,NMMSO,current,7,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,8,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,9,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,NMMSO,current,10,400000,8,100,0.6250,0.6250,0.6250,0.6250,0.6250
N15-CF4-3D,NMMSO,current,11,400000,8,100,0.7500,0.7500,0.7500,0.7500,0.7500
N15-CF4-3D,r3pso,current,0,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,r3pso,current,1,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,r3pso,current,2,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,r3pso,current,3,400000,8,30,0.2500,0.2500,0.1250,0.1250,0.1250
N15-CF4-3D,r3pso,current,4,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,r3pso,current,5,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,r3pso,current,6,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.1250
N15-CF4-3D,r3pso,current,7,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,r3pso,current,8,400000,8,30,0.0000,0.0000,0.0000,0.0000,0.0000
N15-CF4-3D,r3pso,current,9,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
N15-CF4-3D,r3pso,current,10,400000,8,30,0.2500,0.2500,0.2500,0.2500,0.2500
N15-CF4-3D,r3pso,current,11,400000,8,30,0.1250,0.1250,0.1250,0.1250,0.1250
