descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,7900,1.42108547152e-14,12,1.56607e-08,tolflatfitness,3.24678176405,-0.414032958699,-1.70460413884,-0.761482673326,1.04430785183,0.194522511298,1.75577245591,1.09673263689,-3.30912052783,3.51340426707
1,3610,0,17,5.87207e-09,tolflatfitness,-3.15121101911,-1.62384953926,-3.73836025412,2.02664119358,-3.30259874833,-3.07434530241,-0.0934254939899,1.64955741685,3.75681907962,-2.3609430402
2,3630,0,14,7.67846e-09,tolflatfitness,-1.44770536972,-1.29393329959,-0.803808060825,3.72435900007,3.14366107844,-3.13084389226,0.709225525508,-1.99854458235,-2.00607906387,-1.55412933344
3,4680,1.42108547152e-14,16,9.44628e-09,tolflatfitness,0.482583063625,-0.164753126359,3.74757053861,2.83733978953,-0.667309815915,-1.65563207947,0.7609877717,0.355834179012,0.779549974004,3.29173252832
4,5480,1.42108547152e-14,16,1.51148e-08,tolflatfitness,0.482583062517,-0.164753128665,3.7475705353,2.83733978546,-0.667309819273,-1.65563208107,0.760987771278,0.355834176803,0.779549972158,3.29173252324
5,3660,1.42108547152e-14,14,9.78445e-09,tolflatfitness,-1.4477053666,-1.29393329595,-0.803808059658,3.72435900172,3.14366107866,-3.13084389228,0.709225524474,-1.99854458271,-2.00607906623,-1.55412932899
6,3950,0,14,3.89053e-09,tolflatfitness,-1.44770536691,-1.29393330281,-0.803808060621,3.72435900018,3.14366107556,-3.13084389703,0.709225524468,-1.99854458556,-2.00607906666,-1.55412933675
7,7320,1.42108547152e-14,12,1.70119e-08,tolflatfitness,3.24678176362,-0.41403295683,-1.70460413934,-0.761482676003,1.04430785288,0.194522511116,1.75577245522,1.09673263733,-3.30912052886,3.51340426886
8,5760,1.42108547152e-14,5,8.42142e-09,tolflatfitness,2.28004320226,3.13457849172,-1.18320150088,2.93488556312,1.68064021734,-0.729311785415,-1.64950063215,1.81452852048,2.5296789277,-1.94891263335
9,5910,1.42108547152e-14,5,1.80589e-08,tolflatfitness,2.28004320097,3.13457849503,-1.18320150197,2.93488556035,1.68064021551,-0.729311786227,-1.64950063465,1.81452851472,2.52967892108,-1.94891263452
10,2850,0,4,8.04276e-09,tolflatfitness,-0.333692134008,2.39139930823,3.91593845334,-3.23180492005,-0.172536157976,-1.70307201172,0.737021793024,-0.68308114425,0.314465036924,-1.68409127623
11,2870,0,11,8.67092e-09,tolflatfitness,3.29414239702,1.44052167061,1.22109866131,-0.542245916661,-0.167203639227,2.56196820029,2.78229604524,0.122448680496,-2.97648512396,-1.4459185314
12,3710,0,14,6.07283e-09,tolflatfitness,-1.44770536869,-1.29393329948,-0.803808062873,3.72435899959,3.14366107735,-3.13084389178,0.709225527131,-1.99854458415,-2.00607906607,-1.55412933441
13,3730,0,14,5.265e-09,tolflatfitness,-1.44770536827,-1.29393330061,-0.803808061015,3.72435900092,3.14366107817,-3.13084389558,0.709225523753,-1.99854458481,-2.00607906558,-1.5541293394
14,4240,1.42108547152e-14,16,1.24792e-08,tolflatfitness,0.482583066567,-0.164753131614,3.74757053529,2.83733979741,-0.667309815115,-1.65563207919,0.760987778782,0.355834186893,0.779549987157,3.29173253584
