descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,3140,0.957921003289,9,0.47884,tolflatfitness,-1.83244725709,1.66411311885,1.39211251029,-3.17401996938,-2.39882134711,0.777988394868,1.0109380159,0.212568333128,-3.28674546877,-2.40991042523
1,2850,1.93374638703,5,0.683593,tolflatfitness,-0.143751555455,-2.70580864374,-3.6823625756,1.16505842119,-0.529051832539,-3.0602876323,-0.716125179354,-1.56995630553,1.51570628923,2.78578327517
2,3390,1.96227628219,18,0.693743,tolflatfitness,2.08408662059,-2.1662630694,-1.09934681238,2.67240531394,0.0678454136364,-0.963789050591,-2.83653170779,-2.53074192677,3.07840774622,-3.62431359256
3,3060,0.951815159226,1,0.475722,tolflatfitness,2.33811716511,-0.156573693611,3.08738668994,-0.670241974741,4.30430813482,3.31304198015,0.721020785251,-3.67974932287,3.91471906059,1.61645828578
4,3430,1.95529211641,16,0.691273,tolflatfitness,1.48614212435,2.72019626519,2.54959603576,-2.49836189432,2.30474279666,-4.31494025283,-2.57373255381,-1.52616361993,1.51209224116,0.559443671289
5,3360,2.8554295452,1,0.823975,tolflatfitness,2.4681967074,0.363484834794,3.2614884505,-0.723753559812,4.39733841999,3.72479585741,0.236159004294,-3.78486402218,4.05824320027,1.99029571655
6,3070,1.86735409199,11,0.659507,tolflatfitness,-2.43855331705,-1.85285638734,-2.79772832903,0.957963074233,3.00578983307,1.51287155764,-2.02621451904,-0.319279972224,-1.95525273133,1.95826836799
7,2870,0,0,1.0128e-08,tolflatfitness,1.68595038673,-0.672536256262,-2.59193420842,0.216017707617,-0.320445780778,-1.07016769882,1.58858260692,3.40182993426,-4.25466505069,-1.81970234382
8,3190,3.91057987938,16,0.977607,tolflatfitness,1.7089520174,2.80238951766,1.99795171551,-2.40009425678,2.07411446666,-3.91118229772,-3.07866174108,-1.31854385743,1.28322024457,0.422711641069
9,3050,0.973137015743,13,0.486508,tolflatfitness,2.58775318666,1.51871590677,-0.735153553404,1.97499380318,-2.32575265987,-1.43247079036,0.333446023889,3.88620610292,2.2154438148,-0.223368680781
10,3160,2.93294424295,16,0.846632,tolflatfitness,2.16099128832,2.70332525234,2.6352513981,-2.3641749683,1.76881300777,-3.93863195123,-2.87548566204,-1.36903867532,1.92233204486,0.586398019883
11,3460,4.89746732045,8,1.09508,tolflatfitness,-0.240282369966,2.93212772653,-1.2921700585,1.83586287416,-2.48665190917,2.62208501648,4.74081510073,-0.955995274612,2.82726531056,2.22955133651
12,2670,0,2,2.27168e-08,tolflatfitness,-1.02206270779,-2.34580816812,-1.81604697077,-2.30028229594,2.46353573913,-3.32247601506,2.29547208946,4.30489170383,-1.1682108784,-0.908537455086
13,3080,0,10,5.34056e-09,tolflatfitness,-1.04627005214,-2.66616738055,-3.82672468095,0.803009191577,2.04926083308,0.408618466184,2.76637693615,3.87361636979,0.559884159852,-0.433305874183
14,3240,7.82096629956,16,1.38239,tolflatfitness,1.89891685577,3.17157786381,2.01811144796,-2.48460376402,2.81069717931,-3.29934080291,-1.62256378045,-1.59332513417,1.40965647226,0.611892138915
15,3290,3.83168494505,9,0.95768,tolflatfitness,-2.04958893294,0.959193847237,1.00139187129,-2.98647943022,-2.59782281403,0.759327379236,1.03245680691,-0.237843768531,-2.90136252204,-2.25911828741
16,3100,0.957921626462,9,0.47884,tolflatfitness,-1.56140912658,1.39496190736,1.48383074124,-2.70588383832,-2.50981699326,0.936290760059,0.912681787902,0.215703936888,-3.28303109234,-2.21484662022
17,3440,2.90060606897,5,0.837227,tolflatfitness,-0.0933801174988,-2.11302273409,-3.63212656144,0.626896219202,-1.02142432978,-3.09392441939,-0.210516057469,-1.47340523265,1.40562144076,2.7466663729
18,3140,1.88799659224,10,0.667098,tolflatfitness,-0.940560992962,-2.61225634191,-3.72470880749,0.681550131666,2.16418197676,0.315553664399,2.71346541722,4.32124738332,0.733043104182,-0.0450343301623
19,3370,4.88823210582,16,1.093,tolflatfitness,2.09561402003,2.70852314878,2.02937618855,-1.76831713316,2.02351446768,-3.94100247524,-2.90308912201,-1.63467663084,1.23364347328,0.275520881235
20,3310,3.88092112898,4,0.970145,tolflatfitness,1.88549365442,-2.68671564986,-3.46551550474,1.22982323045,3.59132041864,-3.73043961562,-0.674411208469,-0.849898418615,-4.68287303801,-2.04945207926
21,2920,1.91584180901,9,0.677182,tolflatfitness,-2.06345297101,1.34528787047,1.16050761122,-3.07935534516,-2.62682911859,1.32862913172,0.930960558441,0.273194813565,-3.23172813632,-2.09060529935
22,3180,5.82138148781,4,1.18818,tolflatfitness,1.56880110448,-3.18735241107,-3.03331871197,1.74371462545,4.22928041556,-4.01077098062,-0.45046254471,-0.736457391798,-4.55526171403,-2.76755215855
23,3950,3.92451957416,18,0.981101,tolflatfitness,2.99318315357,-2.19433700028,-1.86228898619,2.80976772068,0.272458164739,-0.819117232791,-2.9980963669,-2.61454005615,2.54621163292,-3.96749033161
24,3490,4.88825183829,16,1.093,tolflatfitness,2.04040653178,2.22219991646,2.88603339164,-2.47064753052,2.78382705733,-4.26094471276,-2.73473012138,-1.76248268844,1.60174915949,1.01025826483
25,3220,1.93374501021,5,0.683593,tolflatfitness,0.00171290808021,-1.64338290868,-3.99199635163,1.10468701064,-0.596227419712,-2.97282367525,-0.774335327685,-1.52013986516,1.15022855428,2.75637106867
