descent,evals,best_f,land_opt,dist,stop,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,4320,0.00179942976365,6,0.0014583,tolxstagnation,-2.15787757389,1.33683732902,-0.218825936606,-2.65885623463,3.71314244911,-1.95397528826,2.48628833855,-2.91659369463,-0.0862535890974,3.47142127309
1,4450,3.5473067328e-07,17,1.1271e-09,tolxstagnation,2.05749594522,3.69175704025,-1.03369184365,0.419338031595,-2.23852382906,-4.49407199147,-4.12797846894,0.753718311136,3.36982166004,3.64938595995
2,4070,8.26747407245e-06,13,6.96968e-07,tolxstagnation,-1.32671953315,-3.24755728237,1.59533636148,-0.908818532046,2.75420541269,2.16605796315,-1.48026604379,-0.409146181028,0.942774329904,-1.75975812103
3,4410,2.11992505115e-05,9,6.27225e-06,tolxstagnation,1.57259726885,-2.53052051559,3.05884943986,1.30115451201,-2.55083305988,3.37244488415,2.27661513257,1.9033295161,2.32953458838,-2.46218629503
4,4360,5.4268230258e-05,8,9.7952e-07,tolxstagnation,2.19398554445,-2.76267492234,0.736751930766,-0.0352387867477,-3.0380886776,-3.02259295631,1.1853204533,0.153237767616,-2.55014005908,3.63371212706
5,4310,5.04769559484e-11,13,1.06836e-11,tolxstagnation,-1.32672019093,-3.24755741347,1.59533635947,-0.908818595108,2.75420542154,2.16605782595,-1.48026602495,-0.409146112188,0.942774269182,-1.75975805593
6,4820,0.0234676642968,11,0.0137174,tolxstagnation,-3.56008318133,-0.338112179662,-2.35036307351,2.14384292339,3.14968416094,-1.5502841847,-0.00180385550452,4.16079898786,-2.76814077507,2.25795038948
7,4650,0.00176722918161,8,0.000508053,tolxstagnation,2.19398691324,-2.76268475066,0.736726125077,-0.035266995852,-3.03819947506,-3.02263701061,1.18533090809,0.153208852557,-2.55011047378,3.63420255621
8,4130,4.80895323562e-11,6,8.92274e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053511,-2.6594815531,3.71314735416,-1.95426618566,2.48603934399,-2.91678000635,-0.086238426386,3.47130616612
9,4960,0.00674582527336,17,0.00457248,tolxstagnation,2.05686487116,3.69208453123,-1.02949918609,0.41933790663,-2.23853194578,-4.49413582753,-4.12879844617,0.75502244889,3.36960711687,3.65001870415
10,4220,9.89075488178e-12,6,3.81696e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053511,-2.6594815531,3.71314735416,-1.95426618566,2.48603934398,-2.91678000635,-0.0862384263845,3.47130616612
11,4410,6.65068000671e-12,9,4.16606e-12,tolxstagnation,1.57259676384,-2.5305205167,3.0588498297,1.30115418966,-2.55083322672,3.37244463018,2.2766143527,1.90333004634,2.32952843628,-2.46218627862
12,4690,5.28075361217e-11,6,9.45846e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053516,-2.6594815531,3.71314735416,-1.95426618567,2.48603934399,-2.91678000635,-0.086238426386,3.47130616612
13,3940,6.70752342558e-12,3,1.43201e-11,tolxstagnation,-3.4473593759,-3.63091800496,-1.92076010076,0.291821163373,0.20879106235,2.13543208285,-0.609128037253,3.87694308388,1.82095549739,1.80322507012
14,4270,5.17275111633e-12,3,1.16379e-11,tolxstagnation,-3.4473593759,-3.63091800495,-1.92076010075,0.29182116337,0.208791062352,2.13543208285,-0.609128037252,3.87694308388,1.82095549739,1.80322507012
15,4370,3.70619090972e-11,6,7.82686e-12,tolxstagnation,-2.15740412853,1.33569027422,-0.218796053511,-2.6594815531,3.71314735416,-1.95426618566,2.48603934398,-2.91678000635,-0.0862384263805,3.47130616611
16,4430,4.50768311566e-11,6,8.64135e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053511,-2.6594815531,3.71314735416,-1.95426618566,2.48603934398,-2.91678000635,-0.0862384263829,3.47130616611
17,4440,3.6644873415,2,8.18384,tolxstagnation,-1.41449945583,2.90279939501,-4.4921434525,4.673129568,-0.619851154905,2.9624363963,-1.71140350656,-3.0898147105,3.49966856235,4.84346771277
18,3880,6.53699316899e-12,3,1.26009e-11,tolxstagnation,-3.44735937591,-3.63091800496,-1.92076010075,0.291821163367,0.208791062358,2.13543208286,-0.609128037247,3.87694308388,1.8209554974,1.80322507012
19,4790,1.45405465446e-10,17,1.08706e-11,tolxstagnation,2.0574959454,3.6917570403,-1.0336918437,0.419338031404,-2.2385238291,-4.49407199159,-4.1279784687,0.753718310996,3.3698216601,3.64938596099
20,4890,0.974067927863,2,4.87654,tolxstagnation,1.80461627705,0.610879592684,-3.07423178809,3.38635331002,4.36383196539,2.0831526585,-2.62844141888,-3.44733209378,-2.35963343553,1.59323805033
21,4310,8.7010720847e-05,6,1.88168e-05,tolxstagnation,-2.15740269501,1.33568979397,-0.218813917369,-2.65948026005,3.71314636483,-1.95426536659,2.48603624122,-2.91677671943,-0.0862406491145,3.47130417256
22,4310,0.808222010893,8,3.2716,tolxstagnation,2.20336406442,-3.58964909692,1.16020953092,0.00156712498419,-0.0421084969848,-2.75647564183,1.58280418863,-0.266541216212,-2.56784661093,4.31011194301
23,3920,8.81072992343e-12,3,1.91274e-11,tolxstagnation,-3.44735937591,-3.63091800497,-1.92076010075,0.29182116338,0.208791062346,2.13543208285,-0.609128037255,3.87694308388,1.8209554974,1.80322507011
24,4690,8.21437186005e-06,4,2.32305e-07,tolxstagnation,-0.795439379694,2.54038239252,2.35114036889,0.490460271093,-1.54334732466,2.86202633264,0.484627693439,4.34175403642,-3.80047116372,-0.468350335185
25,4870,0.0169660658733,17,0.0205761,tolxstagnation,2.06011981918,3.69892499933,-1.03786993812,0.416159805435,-2.23794710893,-4.49844992496,-4.12240980483,0.770600629292,3.37069701276,3.64826016595
26,4250,6.38941153852e-05,8,2.32307e-06,tolxstagnation,2.19398551572,-2.76267548359,0.736752027819,-0.0352393538416,-3.03808833446,-3.02259253889,1.18532029381,0.153237749999,-2.55014016184,3.63370980737
27,4440,1.05605893168e-05,6,6.96917e-07,tolxstagnation,-2.15740420678,1.33569009708,-0.218796054158,-2.65948141949,3.71314796805,-1.95426608804,2.48603944923,-2.91677982919,-0.0862384581268,3.47130614413
28,4260,0.000133353150829,13,5.64503e-05,tolxstagnation,-1.3267317427,-3.24750545083,1.59533533888,-0.908805013084,2.75419505373,2.16605767659,-1.48026545174,-0.409141408657,0.942771574735,-1.75976356383
29,4310,0.788375117795,8,3.33164,tolxstagnation,2.16459407853,0.420637148594,0.970217646413,0.210412776245,-2.24237314984,-2.97232083924,1.27149564554,0.418895252221,-2.77083666927,3.93074968631
30,4710,5.71276359551e-11,6,9.75064e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053511,-2.6594815531,3.71314735416,-1.95426618566,2.48603934399,-2.91678000635,-0.0862384263857,3.47130616612
31,4620,1.5671216147e-06,2,2.85681e-09,tolxstagnation,1.69545633803,0.685130899209,-3.4359541223,3.75928609593,-0.426205123997,2.56240676392,-2.83507281081,-3.68447421276,-2.39936317942,1.12561434918
32,4550,0.952596954616,14,3.33333,tolxstagnation,3.5521124352,2.71984374682,1.24088450452,0.709402654632,3.26478013496,-2.85487185965,-4.00186581994,0.154859030747,-3.07102621329,1.23157918438
33,4640,1.62424157679e-07,6,1.13301e-09,tolxstagnation,-2.157404129,1.33569027392,-0.218796053697,-2.65948155288,3.71314735399,-1.9542661863,2.48603934461,-2.91678000638,-0.0862384261349,3.47130616619
34,4470,0.000249456559061,2,8.36302e-06,tolxstagnation,1.69545553865,0.685130285715,-3.43595486835,3.75928809016,-0.426204080376,2.56241464851,-2.83507279628,-3.68447447725,-2.39936420212,1.12561421092
35,3740,5.85487214266e-12,3,1.06848e-11,tolxstagnation,-3.44735937591,-3.63091800495,-1.92076010076,0.291821163374,0.208791062346,2.13543208285,-0.609128037252,3.87694308388,1.8209554974,1.80322507011
36,3770,6.48014975013e-12,3,1.13327e-11,tolxstagnation,-3.44735937591,-3.63091800496,-1.92076010075,0.291821163377,0.208791062356,2.13543208285,-0.609128037247,3.87694308388,1.82095549741,1.80322507012
37,4370,9.39621713769e-11,17,8.69137e-12,tolxstagnation,2.0574959454,3.6917570403,-1.03369184369,0.419338031403,-2.2385238291,-4.4940719916,-4.1279784687,0.753718310998,3.3698216601,3.649385961
38,4290,6.29201849733e-07,9,2.58094e-08,tolxstagnation,1.57259676949,-2.53052051773,3.05884982365,1.30115418311,-2.55083322594,3.3724446081,2.27661435987,1.9033300447,2.32952843561,-2.46218628193
39,4490,1.5120349417e-11,9,6.63678e-12,tolxstagnation,1.57259676384,-2.5305205167,3.0588498297,1.30115418966,-2.55083322672,3.37244463018,2.2766143527,1.90333004634,2.32952843628,-2.46218627862
40,4560,3.80850906367e-12,6,2.26518e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.21879605351,-2.6594815531,3.71314735416,-1.95426618566,2.48603934398,-2.91678000635,-0.0862384263842,3.47130616612
41,4670,0.860650120125,14,5,tolxstagnation,3.10287839053,2.97505679965,2.7968864691,3.24949200569,-0.566356972917,-3.78753155273,-3.59869993208,-2.10882620954,-4.73407950842,3.06803650708
42,5160,1.29034560814e-11,8,2.9077e-12,tolxstagnation,2.19398552208,-2.76267552577,0.736751909916,-0.0352394796614,-3.03808884034,-3.02259274131,1.18532034212,0.153237618468,-2.55014002671,3.6337120502
43,4530,1.63960078226e-06,8,8.60038e-09,tolxstagnation,2.19398552242,-2.76267552552,0.736751901469,-0.0352394799962,-3.038088839,-3.02259274101,1.18532034219,0.153237619076,-2.55014002697,3.63371205012
44,4880,0.000227174774238,17,2.5089e-05,tolxstagnation,2.05749173581,3.69173685103,-1.0336961962,0.419335454058,-2.23852497625,-4.49407132777,-4.12798543752,0.753728821453,3.36982029802,3.64938994832
45,4470,1.25697569047e-05,5,6.2799e-06,tolxstagnation,-3.28726193475,0.757729737982,-3.18777873559,-1.52221681917,-0.060780918162,3.14215014873,2.18614997519,1.46337608684,0.914924207611,-2.71086144631
46,4230,1.30841118562e-06,6,2.5814e-08,tolxstagnation,-2.15740412962,1.33569027772,-0.218796055165,-2.65948155851,3.71314735808,-1.95426619101,2.48603934896,-2.91678001592,-0.0862384471993,3.47130617134
47,4480,3.21392690239e-10,2,1.10253e-11,tolxstagnation,1.69545633787,0.685130898782,-3.43595412227,3.75928609644,-0.426205123884,2.5624067638,-2.83507281353,-3.68447421254,-2.39936317898,1.12561434929
48,4580,0.462327881285,17,1.64462,tolxstagnation,1.99863024943,3.65492767669,-0.992807935251,0.478637172577,-2.25291531834,-4.35486737594,-4.27280472246,0.799082847796,4.99834101766,3.64000570983
49,4430,1.56599014645e-07,9,2.85341e-09,tolxstagnation,1.57259676346,-2.5305205167,3.05884983006,1.30115418933,-2.55083322406,3.37244462992,2.27661435206,1.90333004678,2.32952843641,-2.4621862786
50,4630,7.95807864051e-12,8,2.24885e-12,tolxstagnation,2.19398552208,-2.76267552577,0.736751909917,-0.0352394796611,-3.03808884034,-3.02259274132,1.18532034212,0.153237618467,-2.5501400267,3.6337120502
51,4420,1.2634346831e-06,9,7.7431e-08,tolxstagnation,1.57259677902,-2.53052052125,3.05884984786,1.301154214,-2.55083323813,3.37244460136,2.2766142964,1.9033300304,2.32952844223,-2.46218625857
52,4190,5.12946860454e-06,9,6.96922e-07,tolxstagnation,1.57259677051,-2.53051984644,3.05884984388,1.301154331,-2.55083319062,3.37244457241,2.27661442245,1.90333000366,2.32952841817,-2.46218621104
53,4730,0.00354680229015,6,0.00457247,tolxstagnation,-2.1582439252,1.33384835388,-0.218500378126,-2.65685293588,3.71208094956,-1.95239588095,2.48578782962,-2.9184833516,-0.0874020237613,3.47037952023
54,4190,3.95630195271e-11,9,1.13327e-11,tolxstagnation,1.57259676384,-2.53052051669,3.0588498297,1.30115418966,-2.55083322671,3.37244463018,2.2766143527,1.90333004634,2.32952843628,-2.46218627862
55,4870,2.72848410532e-12,6,1.82414e-12,tolxstagnation,-2.15740412852,1.33569027421,-0.218796053508,-2.6594815531,3.71314735416,-1.95426618566,2.48603934398,-2.91678000635,-0.086238426384,3.47130616612
56,4580,1.90599309789,2,6.8141,tolxstagnation,-3.08588068077,-0.0369130246697,-3.16119345739,3.39268634866,4.12990067959,1.6108449606,-2.12648113027,-3.18284956669,-2.02225058366,1.65473554073
57,4540,0.816456427257,8,2.77321,tolxstagnation,1.97287461292,-2.47492899512,0.492835211632,0.268778528357,-3.18688795707,-3.43907666335,0.97231084427,-2.51466593856,-2.50578407853,3.41828843689
58,3980,4.60431692773e-12,3,8.27132e-12,tolxstagnation,-3.44735937591,-3.63091800495,-1.92076010075,0.291821163371,0.208791062355,2.13543208285,-0.609128037255,3.87694308387,1.8209554974,1.80322507012
59,4410,0.00164916179301,6,0.00152416,tolxstagnation,-2.15723362571,1.33607923371,-0.218794675792,-2.65977289334,3.71180477865,-1.95447929854,2.48580950739,-2.91716720831,-0.0861690271407,3.47135440568
60,4050,3.87132797641e-06,13,2.32305e-07,tolxstagnation,-1.32672023847,-3.24755719963,1.59533635527,-0.908818539205,2.75420537888,2.16605782534,-1.48026602259,-0.409146092828,0.942774258096,-1.75975807859
61,4510,0.00293052039029,17,0.000782707,tolxstagnation,2.0574373967,3.69188579685,-1.03376663581,0.418670845067,-2.23851228143,-4.49373153508,-4.12811452524,0.753658093103,3.36980886224,3.64932639868
62,4580,3.60668423127e-07,9,7.26794e-09,tolxstagnation,1.57259676225,-2.53052051641,3.05884983141,1.30115419151,-2.55083322694,3.3724446364,2.27661435068,1.9033300468,2.32952843647,-2.46218627769
