function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N06-Shubert2D,MC-ESO-rel,current,0,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,1,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,2,200000,18,100,0.9444,0.9444,0.9444,0.9444,0.9444
N06-Shubert2D,MC-ESO-rel,current,3,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,4,200000,18,100,0.9444,0.9444,0.9444,0.9444,0.9444
N06-Shubert2D,MC-ESO-rel,current,5,200000,18,100,0.9444,0.9444,0.9444,0.9444,0.9444
N06-Shubert2D,MC-ESO-rel,current,6,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,7,200000,18,100,0.9444,0.9444,0.9444,0.9444,0.9444
N06-Shubert2D,MC-ESO-rel,current,8,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,9,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,10,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,11,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,12,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,13,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
N06-Shubert2D,MC-ESO-rel,current,14,200000,18,100,1.0000,1.0000,1.0000,1.0000,1.0000
