function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
M01-D10-PIN01,MC-ESO,current,0,500000,20,100,0.6500,0.2500,0.0500,0.0500,0.0500
M01-D10-PIN01,MC-ESO,current,1,500000,20,100,0.5500,0.4000,0.1000,0.0500,0.0500
M01-D10-PIN01,MC-ESO,current,2,500000,20,100,0.4500,0.2000,0.0500,0.0500,0.0500
M02-D10-PIN01,MC-ESO,current,0,500000,20,100,0.4500,0.2500,0.0500,0.0500,0.0500
M02-D10-PIN01,MC-ESO,current,1,500000,20,100,0.4500,0.2000,0.0500,0.0500,0.0500
M02-D10-PIN01,MC-ESO,current,2,500000,20,100,0.4500,0.1500,0.0500,0.0500,0.0500
M03-D10-PIN01,MC-ESO,current,0,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M03-D10-PIN01,MC-ESO,current,1,500000,20,100,0.1000,0.0500,0.0500,0.0500,0.0500
M03-D10-PIN01,MC-ESO,current,2,500000,20,100,0.1000,0.0500,0.0500,0.0500,0.0500
M04-D10-PIN01,MC-ESO,current,0,500000,20,100,0.1000,0.1000,0.0500,0.0500,0.0500
M04-D10-PIN01,MC-ESO,current,1,500000,20,100,0.1500,0.1000,0.1000,0.0500,0.0500
M04-D10-PIN01,MC-ESO,current,2,500000,20,100,0.1000,0.1000,0.1000,0.0500,0.0500
M05-D10-PIN01,MC-ESO,current,0,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M05-D10-PIN01,MC-ESO,current,1,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M05-D10-PIN01,MC-ESO,current,2,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M06-D10-PIN01,MC-ESO,current,0,500000,20,100,0.0000,0.0000,0.0000,0.0000,0.0000
M06-D10-PIN01,MC-ESO,current,1,500000,20,100,0.1000,0.1000,0.1000,0.0500,0.0500
M06-D10-PIN01,MC-ESO,current,2,500000,20,100,0.4500,0.4500,0.2500,0.0500,0.0500
M07-D10-PIN01,MC-ESO,current,0,500000,20,100,0.0500,0.0500,0.0500,0.0000,0.0000
M07-D10-PIN01,MC-ESO,current,1,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M07-D10-PIN01,MC-ESO,current,2,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0500
M08-D10-PIN01,MC-ESO,current,0,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0000
M08-D10-PIN01,MC-ESO,current,1,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0000
M08-D10-PIN01,MC-ESO,current,2,500000,20,100,0.0500,0.0500,0.0500,0.0500,0.0000
M09-D10-PIN01,MC-ESO,current,0,500000,10,100,0.6000,0.3000,0.1000,0.1000,0.1000
M09-D10-PIN01,MC-ESO,current,1,500000,10,100,0.4000,0.3000,0.1000,0.1000,0.1000
M09-D10-PIN01,MC-ESO,current,2,500000,10,100,0.5000,0.3000,0.1000,0.1000,0.1000
M10-D10-PIN01,MC-ESO,current,0,500000,10,100,0.5000,0.3000,0.1000,0.1000,0.1000
M10-D10-PIN01,MC-ESO,current,1,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M10-D10-PIN01,MC-ESO,current,2,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M11-D10-PIN01,MC-ESO,current,0,500000,10,100,0.2000,0.1000,0.1000,0.1000,0.1000
M11-D10-PIN01,MC-ESO,current,1,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M11-D10-PIN01,MC-ESO,current,2,500000,10,100,0.2000,0.1000,0.1000,0.1000,0.1000
M12-D10-PIN01,MC-ESO,current,0,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M12-D10-PIN01,MC-ESO,current,1,500000,10,100,0.2000,0.1000,0.1000,0.1000,0.1000
M12-D10-PIN01,MC-ESO,current,2,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M13-D10-PIN01,MC-ESO,current,0,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M13-D10-PIN01,MC-ESO,current,1,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M13-D10-PIN01,MC-ESO,current,2,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M14-D10-PIN01,MC-ESO,current,0,500000,10,100,0.2000,0.2000,0.1000,0.1000,0.1000
M14-D10-PIN01,MC-ESO,current,1,500000,10,100,0.0000,0.0000,0.0000,0.0000,0.0000
M14-D10-PIN01,MC-ESO,current,2,500000,10,100,0.0000,0.0000,0.0000,0.0000,0.0000
M15-D10-PIN01,MC-ESO,current,0,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M15-D10-PIN01,MC-ESO,current,1,500000,10,100,0.1000,0.1000,0.1000,0.0000,0.0000
M15-D10-PIN01,MC-ESO,current,2,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.1000
M16-D10-PIN01,MC-ESO,current,0,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.0000
M16-D10-PIN01,MC-ESO,current,1,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.0000
M16-D10-PIN01,MC-ESO,current,2,500000,10,100,0.1000,0.1000,0.1000,0.1000,0.0000
