function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F03-RastriginSep,0,3179,1638,0.0,0.0,1415,1415,87,True
F03-RastriginSep,1,3014,1517,0.0,0.0,1243,1243,56,True
F03-RastriginSep,2,3900,1759,0.0,0.0,1584,1584,53,True
F03-RastriginSep,3,3448,1987,0.0,0.0,1704,1704,67,True
F03-RastriginSep,4,3580,1198,0.0,0.0,1014,1014,47,True
F03-RastriginSep,5,-1,2296,5.684341886080802e-14,5.684341886080802e-14,2021,2021,23,True
F03-RastriginSep,6,2805,1303,0.0,0.0,792,792,72,True
F03-RastriginSep,7,2680,1243,0.0,0.0,1022,1022,92,True
F03-RastriginSep,8,3319,1797,0.0,0.0,1423,1423,43,True
F03-RastriginSep,9,3109,1653,0.0,0.0,1407,1407,55,True
F03-RastriginSep,10,-1,1248,0.0,0.0,872,872,45,True
F03-RastriginSep,11,3359,1718,0.0,0.0,1451,1451,42,True
F03-RastriginSep,12,2685,1229,0.0,0.0,934,934,81,True
F03-RastriginSep,13,3783,2142,0.0,0.0,1911,1911,47,True
F03-RastriginSep,14,3560,2178,0.0,0.0,954,954,51,True
F03-RastriginSep,15,2715,1178,0.0,0.0,929,929,78,True
F03-RastriginSep,16,2645,1213,0.0,0.0,894,894,90,True
F03-RastriginSep,17,-1,2226,0.0,0.0,2006,2006,27,True
F03-RastriginSep,18,4555,2418,0.0,0.0,1719,1719,52,True
F03-RastriginSep,19,3808,2386,0.0,0.0,2131,2131,39,True
F07-StepEllipsoidal,0,1385,161,0.0,0.0,161,161,59,True
F07-StepEllipsoidal,1,1265,43,0.0,0.0,43,43,47,True
F07-StepEllipsoidal,2,1385,162,0.0,0.0,162,162,50,True
F07-StepEllipsoidal,3,1415,191,0.0,0.0,191,191,44,True
F07-StepEllipsoidal,4,1355,130,0.0,0.0,130,130,50,True
F07-StepEllipsoidal,5,1370,145,0.0,0.0,145,145,43,True
F07-StepEllipsoidal,6,1410,187,0.0,0.0,187,187,54,True
F07-StepEllipsoidal,7,1450,225,0.0,0.0,225,225,46,True
F07-StepEllipsoidal,8,2143,920,0.0,0.0,920,920,44,True
F07-StepEllipsoidal,9,1400,177,0.0,0.0,177,177,56,True
F07-StepEllipsoidal,10,1385,162,0.0,0.0,162,162,54,True
F07-StepEllipsoidal,11,1360,135,0.0,0.0,135,135,49,True
F07-StepEllipsoidal,12,1425,201,0.0,0.0,201,201,52,True
F07-StepEllipsoidal,13,1370,147,0.0,0.0,147,147,47,True
F07-StepEllipsoidal,14,1385,160,0.0,0.0,160,160,65,True
F07-StepEllipsoidal,15,1395,172,0.0,0.0,172,172,53,True
F07-StepEllipsoidal,16,1410,185,0.0,0.0,185,185,51,True
F07-StepEllipsoidal,17,1390,166,0.0,0.0,166,166,52,True
F07-StepEllipsoidal,18,1445,220,0.0,0.0,220,220,54,True
F07-StepEllipsoidal,19,1240,15,0.0,0.0,15,15,49,True
F11-Discus,0,2700,1479,0.0,0.0,862,862,58,True
F11-Discus,1,2880,1658,0.0,0.0,1099,1099,82,True
F11-Discus,2,2685,1373,0.0,0.0,999,999,175,True
F11-Discus,3,2635,1413,0.0,0.0,984,984,81,True
F11-Discus,4,2770,1549,0.0,0.0,974,974,71,True
F11-Discus,5,2755,1418,0.0,0.0,1012,1012,98,True
F11-Discus,6,2750,1509,0.0,0.0,945,945,77,True
F11-Discus,7,2820,1599,0.0,0.0,1143,1143,84,True
F11-Discus,8,2775,1554,0.0,0.0,1053,1053,71,True
F11-Discus,9,2600,1304,0.0,0.0,888,888,76,True
F11-Discus,10,2675,1453,0.0,0.0,1004,1004,78,True
F11-Discus,11,2790,1529,0.0,0.0,962,962,71,True
F11-Discus,12,2635,1414,0.0,0.0,939,939,90,True
F11-Discus,13,2620,1278,0.0,0.0,947,947,82,True
F11-Discus,14,2690,1468,0.0,0.0,998,998,97,True
F11-Discus,15,2670,1449,0.0,0.0,1095,1095,87,True
F11-Discus,16,2530,1279,0.0,0.0,969,969,83,True
F11-Discus,17,2765,1543,0.0,0.0,1089,1089,84,True
F11-Discus,18,2610,1348,0.0,0.0,1103,1103,75,True
F11-Discus,19,2795,1573,0.0,0.0,1169,1169,74,True
F15-RastriginRot,0,3879,1733,0.0,0.0,1513,1513,62,True
F15-RastriginRot,1,3713,2282,0.0,0.0,1864,1864,53,True
F15-RastriginRot,2,3829,1623,0.0,0.0,1346,1346,53,True
F15-RastriginRot,3,2905,1263,0.0,0.0,897,897,78,True
F15-RastriginRot,4,2605,1169,0.0,0.0,982,982,80,True
F15-RastriginRot,5,3290,1763,0.0,0.0,1239,1239,74,True
F15-RastriginRot,6,2605,1129,0.0,0.0,882,882,74,True
F15-RastriginRot,7,3460,1288,0.0,0.0,946,946,53,True
F15-RastriginRot,8,3388,1856,0.0,0.0,1612,1612,66,True
F15-RastriginRot,9,3159,1747,0.0,0.0,1462,1462,71,True
F15-RastriginRot,10,3294,1792,0.0,0.0,1623,1623,81,True
F15-RastriginRot,11,2635,1118,0.0,0.0,888,888,78,True
F15-RastriginRot,12,3670,1528,0.0,0.0,1274,1274,51,True
F15-RastriginRot,13,4018,2377,0.0,0.0,2070,2070,31,True
F15-RastriginRot,14,2820,1343,0.0,0.0,754,754,86,True
F15-RastriginRot,15,2760,1263,0.0,0.0,802,802,91,True
F15-RastriginRot,16,2685,1158,0.0,0.0,919,919,79,True
F15-RastriginRot,17,3074,1578,0.0,0.0,1495,1495,71,True
F15-RastriginRot,18,3928,2482,0.0,0.0,2167,2167,42,True
F15-RastriginRot,19,3948,2437,0.0,0.0,2125,2125,42,True
F19-GriewankRosenbrock,0,3539,1897,0.0,0.0,1595,1595,61,True
F19-GriewankRosenbrock,1,3843,2614,0.0,0.0,2164,2164,51,True
F19-GriewankRosenbrock,2,3285,1644,0.0,0.0,1316,1316,37,True
F19-GriewankRosenbrock,3,2945,1304,0.0,0.0,1046,1046,94,True
F19-GriewankRosenbrock,4,2935,1294,0.0,0.0,863,863,41,True
F19-GriewankRosenbrock,5,3583,1940,0.0,0.0,1620,1620,85,True
F19-GriewankRosenbrock,6,2390,978,0.0,0.0,707,707,57,True
F19-GriewankRosenbrock,7,2630,1288,0.0,0.0,937,937,94,True
F19-GriewankRosenbrock,8,2915,1272,0.0,0.0,927,927,153,True
F19-GriewankRosenbrock,9,2745,1104,0.0,0.0,777,777,68,True
F19-GriewankRosenbrock,10,1413,3431,0.0,0.0,3020,2470,22,True
F19-GriewankRosenbrock,11,3716,2370,0.0,0.0,2022,2022,69,True
F19-GriewankRosenbrock,12,3398,1944,0.0,0.0,1667,1667,57,True
F19-GriewankRosenbrock,13,2815,1174,0.0,0.0,761,761,163,True
F19-GriewankRosenbrock,14,3499,1854,0.0,0.0,1497,1497,125,True
F19-GriewankRosenbrock,15,2960,1317,0.0,0.0,907,907,93,True
F19-GriewankRosenbrock,16,3817,2175,0.0,0.0,1771,1771,17,True
F19-GriewankRosenbrock,17,3668,2025,0.0,0.0,1770,1770,34,True
F19-GriewankRosenbrock,18,2610,1151,0.0,0.0,696,696,262,True
F19-GriewankRosenbrock,19,2940,1296,0.0,0.0,921,921,95,True
F23-Katsuura,0,4125,2483,0.0,0.0,2018,2018,35,True
F23-Katsuura,1,-1,2294,3.3378377484183375e-07,3.3378377484183375e-07,-1,-1,7,True
F23-Katsuura,2,3890,2248,0.0,0.0,1944,1944,56,True
F23-Katsuura,3,-1,2532,1.6786064982454718e-07,1.6786064982454718e-07,-1,-1,0,True
F23-Katsuura,4,4935,3294,0.0,0.0,2793,2793,15,True
F23-Katsuura,5,-1,1269,3.763925878530472e-06,3.763925878530472e-06,-1,-1,1,True
F23-Katsuura,6,3845,2203,6.181721801112872e-13,6.181721801112872e-13,1868,1868,59,True
F23-Katsuura,7,4020,2379,0.0,0.0,2068,2068,54,True
F23-Katsuura,8,4230,2588,0.0,0.0,2334,2334,77,True
F23-Katsuura,9,4180,2539,1.2372325386422744e-12,1.2372325386422744e-12,2238,2238,110,True
F23-Katsuura,10,1278,2600,0.44407462275543885,7.736034035588091e-13,-1,2927,30,False
F23-Katsuura,11,-1,3403,0.0,0.0,3018,3018,20,True
F23-Katsuura,12,4135,2493,1.1599610161283636e-12,1.1599610161283636e-12,2178,2178,58,True
F23-Katsuura,13,4270,2628,0.0,0.0,2283,2283,44,True
F23-Katsuura,14,4199,2557,9.272582701669307e-13,9.272582701669307e-13,2112,2112,33,True
F23-Katsuura,15,4675,3033,5.567102334680385e-12,5.567102334680385e-12,2594,2594,77,True
F23-Katsuura,16,-1,2302,5.646536189729545e-07,5.646536189729545e-07,-1,-1,0,True
F23-Katsuura,17,3980,2338,0.0,0.0,2108,2108,50,True
F23-Katsuura,18,-1,3427,0.0,0.0,3137,3137,8,True
F23-Katsuura,19,3910,2268,0.0,0.0,2039,2039,45,True
