function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F02-EllipsoidalSep,0,2680,1423,0.0,0.0,978,978,79,True
F02-EllipsoidalSep,1,2755,1394,0.0,0.0,929,929,93,True
F02-EllipsoidalSep,2,2730,1464,0.0,0.0,958,958,76,True
F02-EllipsoidalSep,3,2555,1333,0.0,0.0,819,819,73,True
F02-EllipsoidalSep,4,2725,1318,0.0,0.0,983,983,68,True
F02-EllipsoidalSep,5,2420,1199,0.0,0.0,944,944,85,True
F02-EllipsoidalSep,6,2550,1324,0.0,0.0,942,942,75,True
F02-EllipsoidalSep,7,2665,1443,0.0,0.0,978,978,77,True
F02-EllipsoidalSep,8,2590,1329,0.0,0.0,927,927,80,True
F02-EllipsoidalSep,9,2660,1399,0.0,0.0,938,938,94,True
F02-EllipsoidalSep,10,2655,1434,0.0,0.0,914,914,79,True
F02-EllipsoidalSep,11,2650,1428,0.0,0.0,1003,1003,96,True
F02-EllipsoidalSep,12,2575,1354,0.0,0.0,1014,1014,89,True
F02-EllipsoidalSep,13,2710,1489,0.0,0.0,1017,1017,71,True
F02-EllipsoidalSep,14,2580,1294,0.0,0.0,1126,1126,88,True
F02-EllipsoidalSep,15,2790,1568,0.0,0.0,974,974,71,True
F02-EllipsoidalSep,16,2480,1259,0.0,0.0,844,844,83,True
F02-EllipsoidalSep,17,2750,1448,0.0,0.0,1088,1088,78,True
F02-EllipsoidalSep,18,2690,1469,0.0,0.0,958,958,88,True
F02-EllipsoidalSep,19,2725,1504,0.0,0.0,988,988,77,True
F06-AttractiveSector,0,3840,2349,0.0,0.0,1648,1648,72,True
F06-AttractiveSector,1,3070,1589,2.842170943040401e-14,7.105427357601002e-15,1084,1084,104,False
F06-AttractiveSector,2,-1,1942,4.3341344735381426e-08,4.3341344735381426e-08,-1,-1,2,True
F06-AttractiveSector,3,4120,2899,7.105427357601002e-15,7.105427357601002e-15,2431,2431,100,True
F06-AttractiveSector,4,4070,2544,1.4210854715202004e-14,7.105427357601002e-15,2083,2083,71,False
F06-AttractiveSector,5,4620,3278,1.4210854715202004e-14,1.4210854715202004e-14,2843,2843,60,True
F06-AttractiveSector,6,4380,3023,0.0,0.0,1910,1910,69,True
F06-AttractiveSector,7,3600,2133,0.0,0.0,1673,1673,68,True
F06-AttractiveSector,8,3595,2373,0.0,0.0,1913,1913,73,True
F06-AttractiveSector,9,-1,4163,0.0,0.0,2067,2067,8,True
F06-AttractiveSector,10,3175,1778,0.0,0.0,1526,1526,68,True
F06-AttractiveSector,11,2855,1564,7.105427357601002e-15,0.0,1263,1263,88,False
F06-AttractiveSector,12,4430,3189,0.0,0.0,2057,2057,70,True
F06-AttractiveSector,13,4090,2598,5.684341886080802e-14,1.4210854715202004e-14,1977,1977,33,False
F06-AttractiveSector,14,4505,3014,7.105427357601002e-14,7.105427357601002e-14,2369,2369,132,True
F06-AttractiveSector,15,4165,2944,7.105427357601002e-15,7.105427357601002e-15,2034,2034,53,True
F06-AttractiveSector,16,3539,2303,2.1316282072803006e-14,2.1316282072803006e-14,1958,1958,81,True
F06-AttractiveSector,17,3894,2598,2.842170943040401e-14,0.0,1891,1891,49,False
F06-AttractiveSector,18,4370,2859,2.842170943040401e-14,2.842170943040401e-14,1818,1818,78,True
F06-AttractiveSector,19,3910,2358,7.105427357601002e-15,7.105427357601002e-15,1809,1809,70,True
F10-EllipsoidalRot,0,2770,1474,0.0,0.0,1049,1049,92,True
F10-EllipsoidalRot,1,2890,1619,0.0,0.0,1102,1102,85,True
F10-EllipsoidalRot,2,2930,1693,0.0,0.0,888,888,81,True
F10-EllipsoidalRot,3,2660,1404,0.0,0.0,941,941,104,True
F10-EllipsoidalRot,4,2940,1719,0.0,0.0,1168,1168,75,True
F10-EllipsoidalRot,5,2755,1534,0.0,0.0,1004,1004,88,True
F10-EllipsoidalRot,6,2745,1509,0.0,0.0,1038,1038,84,True
F10-EllipsoidalRot,7,2570,1253,0.0,0.0,975,975,90,True
F10-EllipsoidalRot,8,3035,1814,0.0,0.0,1254,1254,85,True
F10-EllipsoidalRot,9,2710,1443,0.0,0.0,1068,1068,79,True
F10-EllipsoidalRot,10,2665,1343,0.0,0.0,838,838,85,True
F10-EllipsoidalRot,11,2710,1489,0.0,0.0,918,918,83,True
F10-EllipsoidalRot,12,2680,1338,0.0,0.0,989,989,87,True
F10-EllipsoidalRot,13,2675,1414,0.0,0.0,974,974,87,True
F10-EllipsoidalRot,14,2675,1414,0.0,0.0,1182,1182,83,True
F10-EllipsoidalRot,15,2940,1719,0.0,0.0,1003,1003,87,True
F10-EllipsoidalRot,16,2490,1269,0.0,0.0,1031,1031,77,True
F10-EllipsoidalRot,17,2780,1558,0.0,0.0,1139,1139,84,True
F10-EllipsoidalRot,18,2830,1609,0.0,0.0,1123,1123,101,True
F10-EllipsoidalRot,19,2775,1552,0.0,0.0,1213,1213,90,True
F14-DiffPowers,0,3565,2198,0.0,0.0,958,958,52,True
F14-DiffPowers,1,3440,1949,0.0,0.0,1104,1104,44,True
F14-DiffPowers,2,3675,2258,0.0,0.0,1214,1214,39,True
F14-DiffPowers,3,3270,1944,0.0,0.0,1073,1073,59,True
