function,method,seed,scenario,regret
F01-Sphere,complement,0,19,6.58317e-09
F01-Sphere,complement,0,20,0
F01-Sphere,complement,0,21,6.23242e-09
F01-Sphere,complement,0,22,6.36207e-09
F01-Sphere,complement,0,23,4.20591e-09
F01-Sphere,complement,0,24,0
F01-Sphere,complement,0,25,0
F01-Sphere,complement,0,26,0
F01-Sphere,complement,0,27,0
F01-Sphere,complement,0,28,2.39114e-10
F01-Sphere,complement,0,29,6.68855e-09
F01-Sphere,complement,0,30,0
F01-Sphere,complement,0,31,5.93985e-09
F01-Sphere,complement,0,32,0
F01-Sphere,complement,0,33,7.41303e-09
F01-Sphere,complement,0,34,5.21031e-10
F01-Sphere,complement,0,35,6.98604e-09
F01-Sphere,complement,0,36,7.47999e-09
F01-Sphere,complement,0,37,7.27228e-09
F01-Sphere,complement,0,38,6.98451e-09
F01-Sphere,complement,0,39,0
F01-Sphere,complement,0,40,0
F01-Sphere,complement,0,41,0
F01-Sphere,complement,0,42,6.76637e-09
F01-Sphere,complement,0,43,0
F01-Sphere,complement,0,44,1.92549e-09
F01-Sphere,MC-ESO,1,15,8.60867e-09
F01-Sphere,MC-ESO,1,16,1.57431e-09
F01-Sphere,MC-ESO,1,17,1.71823e-09
F01-Sphere,MC-ESO,1,18,7.5312e-09
F01-Sphere,MC-ESO,1,19,5.06658e-09
F01-Sphere,MC-ESO,1,20,9.07109e-09
F01-Sphere,MC-ESO,1,21,2.30146e-09
F01-Sphere,MC-ESO,1,22,3.53002e-09
F01-Sphere,MC-ESO,1,23,8.19597e-09
F01-Sphere,MC-ESO,1,24,3.93222e-09
F01-Sphere,MC-ESO,1,25,1.61574e-09
F01-Sphere,MC-ESO,1,26,9.26002e-09
F01-Sphere,MC-ESO,1,27,7.77943e-09
F01-Sphere,MC-ESO,1,28,1.61859e-09
F01-Sphere,MC-ESO,1,29,7.34263e-09
F01-Sphere,MC-ESO,1,30,3.77841e-09
F01-Sphere,MC-ESO,1,31,9.05292e-09
F01-Sphere,MC-ESO,1,32,4.2843e-09
F01-Sphere,MC-ESO,1,33,4.28899e-09
F01-Sphere,MC-ESO,1,34,5.60001e-09
F01-Sphere,MC-ESO,1,35,8.30136e-09
F01-Sphere,MC-ESO,1,36,2.11676e-09
F01-Sphere,MC-ESO,1,37,7.17469e-09
F01-Sphere,MC-ESO,1,38,1.65222e-09
F01-Sphere,MC-ESO,1,39,1.54122e-09
F01-Sphere,MC-ESO,1,40,3.39392e-09
F01-Sphere,MC-ESO,1,41,6.76115e-09
F01-Sphere,MC-ESO,1,42,3.21981e-09
F01-Sphere,MC-ESO,1,43,8.60006e-09
F01-Sphere,MC-ESO,1,44,7.44847e-09
F01-Sphere,NMMSO,1,15,1.07963e-08
F01-Sphere,NMMSO,1,16,2.82788e-09
F01-Sphere,NMMSO,1,17,2.73664e-09
F01-Sphere,NMMSO,1,18,9.17021e-09
F01-Sphere,NMMSO,1,19,5.69407e-09
F01-Sphere,NMMSO,1,20,1.157e-08
F01-Sphere,NMMSO,1,21,1.76084e-09
F01-Sphere,NMMSO,1,22,6.95461e-10
F01-Sphere,NMMSO,1,23,1.01577e-08
F01-Sphere,NMMSO,1,24,1.778e-09
F01-Sphere,NMMSO,1,25,4.38042e-10
F01-Sphere,NMMSO,1,26,1.21234e-08
F01-Sphere,NMMSO,1,27,9.53474e-09
F01-Sphere,NMMSO,1,28,2.80271e-09
F01-Sphere,NMMSO,1,29,1.02046e-08
F01-Sphere,NMMSO,1,30,8.61052e-10
F01-Sphere,NMMSO,1,31,1.20126e-08
F01-Sphere,NMMSO,1,32,1.31009e-09
F01-Sphere,NMMSO,1,33,1.31639e-09
F01-Sphere,NMMSO,1,34,8.13641e-09
F01-Sphere,NMMSO,1,35,1.03183e-08
F01-Sphere,NMMSO,1,36,2.26947e-09
F01-Sphere,NMMSO,1,37,1.00104e-08
F01-Sphere,NMMSO,1,38,2.78194e-09
F01-Sphere,NMMSO,1,39,7.16217e-10
F01-Sphere,NMMSO,1,40,1.7645e-09
F01-Sphere,NMMSO,1,41,9.52667e-09
F01-Sphere,NMMSO,1,42,1.74538e-09
F01-Sphere,NMMSO,1,43,1.07826e-08
F01-Sphere,NMMSO,1,44,1.03262e-08
F01-Sphere,NCDE,1,15,9.08258e-09
F01-Sphere,NCDE,1,16,1.78697e-09
F01-Sphere,NCDE,1,17,1.8818e-09
F01-Sphere,NCDE,1,18,7.90104e-09
F01-Sphere,NCDE,1,19,5.23801e-09
F01-Sphere,NCDE,1,20,9.60202e-09
F01-Sphere,NCDE,1,21,2.14736e-09
F01-Sphere,NCDE,1,22,2.97043e-09
F01-Sphere,NCDE,1,23,8.62746e-09
F01-Sphere,NCDE,1,24,3.46453e-09
F01-Sphere,NCDE,1,25,1.41896e-09
F01-Sphere,NCDE,1,26,9.8529e-09
F01-Sphere,NCDE,1,27,8.17161e-09
F01-Sphere,NCDE,1,28,1.81672e-09
F01-Sphere,NCDE,1,29,7.90908e-09
F01-Sphere,NCDE,1,30,3.19754e-09
F01-Sphere,NCDE,1,31,9.65865e-09
F01-Sphere,NCDE,1,32,3.67744e-09
F01-Sphere,NCDE,1,33,3.68222e-09
F01-Sphere,NCDE,1,34,6.08962e-09
F01-Sphere,NCDE,1,35,8.74328e-09
F01-Sphere,NCDE,1,36,2.10237e-09
F01-Sphere,NCDE,1,37,7.73457e-09
F01-Sphere,NCDE,1,38,1.83899e-09
F01-Sphere,NCDE,1,39,1.41777e-09
F01-Sphere,NCDE,1,40,3.02592e-09
F01-Sphere,NCDE,1,41,7.30394e-09
F01-Sphere,NCDE,1,42,2.88176e-09
F01-Sphere,NCDE,1,43,9.07303e-09
F01-Sphere,NCDE,1,44,8.01894e-09
F01-Sphere,r3pso,1,15,1.25717e-08
F01-Sphere,r3pso,1,16,2.10982e-09
F01-Sphere,r3pso,1,17,1.88242e-09
F01-Sphere,r3pso,1,18,1.09357e-08
F01-Sphere,r3pso,1,19,7.24887e-09
F01-Sphere,r3pso,1,20,1.32911e-08
F01-Sphere,r3pso,1,21,2.32632e-10
F01-Sphere,r3pso,1,22,0
F01-Sphere,r3pso,1,23,1.19415e-08
F01-Sphere,r3pso,1,24,0
F01-Sphere,r3pso,1,25,1.20118e-09
F01-Sphere,r3pso,1,26,1.3639e-08
F01-Sphere,r3pso,1,27,1.13103e-08
F01-Sphere,r3pso,1,28,2.04334e-09
F01-Sphere,r3pso,1,29,1.09494e-08
F01-Sphere,r3pso,1,30,0
F01-Sphere,r3pso,1,31,1.33704e-08
F01-Sphere,r3pso,1,32,0
F01-Sphere,r3pso,1,33,0
F01-Sphere,r3pso,1,34,8.43127e-09
F01-Sphere,r3pso,1,35,1.21019e-08
F01-Sphere,r3pso,1,36,9.94949e-10
F01-Sphere,r3pso,1,37,1.07079e-08
F01-Sphere,r3pso,1,38,1.99086e-09
F01-Sphere,r3pso,1,39,1.67491e-09
F01-Sphere,r3pso,1,40,0
F01-Sphere,r3pso,1,41,1.01119e-08
F01-Sphere,r3pso,1,42,0
F01-Sphere,r3pso,1,43,1.25585e-08
F01-Sphere,r3pso,1,44,1.11015e-08
F01-Sphere,NM-Restart,1,15,1.07725e-08
F01-Sphere,NM-Restart,1,16,0
F01-Sphere,NM-Restart,1,17,0
F01-Sphere,NM-Restart,1,18,9.85832e-09
F01-Sphere,NM-Restart,1,19,7.38275e-09
F01-Sphere,NM-Restart,1,20,1.10451e-08
F01-Sphere,NM-Restart,1,21,0
F01-Sphere,NM-Restart,1,22,3.32902e-09
F01-Sphere,NM-Restart,1,23,1.04472e-08
F01-Sphere,NM-Restart,1,24,1.75327e-09
F01-Sphere,NM-Restart,1,25,3.23835e-09
F01-Sphere,NM-Restart,1,26,1.07815e-08
F01-Sphere,NM-Restart,1,27,1.00849e-08
F01-Sphere,NM-Restart,1,28,0
F01-Sphere,NM-Restart,1,29,7.61471e-09
F01-Sphere,NM-Restart,1,30,3.33594e-09
F01-Sphere,NM-Restart,1,31,1.02872e-08
F01-Sphere,NM-Restart,1,32,3.13225e-09
F01-Sphere,NM-Restart,1,33,3.1262e-09
F01-Sphere,NM-Restart,1,34,5.24886e-09
F01-Sphere,NM-Restart,1,35,1.05343e-08
F01-Sphere,NM-Restart,1,36,0
F01-Sphere,NM-Restart,1,37,7.37861e-09
F01-Sphere,NM-Restart,1,38,0
F01-Sphere,NM-Restart,1,39,3.36564e-09
F01-Sphere,NM-Restart,1,40,1.06527e-09
F01-Sphere,NM-Restart,1,41,6.80603e-09
F01-Sphere,NM-Restart,1,42,8.71504e-10
F01-Sphere,NM-Restart,1,43,1.07662e-08
F01-Sphere,NM-Restart,1,44,7.76473e-09
F01-Sphere,IPOP-CMA-ES,1,15,8.46077e-09
F01-Sphere,IPOP-CMA-ES,1,16,1.42119e-09
F01-Sphere,IPOP-CMA-ES,1,17,1.58317e-09
F01-Sphere,IPOP-CMA-ES,1,18,7.43754e-09
F01-Sphere,IPOP-CMA-ES,1,19,5.06535e-09
F01-Sphere,IPOP-CMA-ES,1,20,8.89007e-09
F01-Sphere,IPOP-CMA-ES,1,21,2.29509e-09
F01-Sphere,IPOP-CMA-ES,1,22,3.78488e-09
F01-Sphere,IPOP-CMA-ES,1,23,8.0709e-09
F01-Sphere,IPOP-CMA-ES,1,24,4.07669e-09
F01-Sphere,IPOP-CMA-ES,1,25,1.76307e-09
F01-Sphere,IPOP-CMA-ES,1,26,9.0346e-09
F01-Sphere,IPOP-CMA-ES,1,27,7.67459e-09
F01-Sphere,IPOP-CMA-ES,1,28,1.47077e-09
F01-Sphere,IPOP-CMA-ES,1,29,7.08698e-09
F01-Sphere,IPOP-CMA-ES,1,30,4.03499e-09
F01-Sphere,IPOP-CMA-ES,1,31,8.8117e-09
F01-Sphere,IPOP-CMA-ES,1,32,4.52886e-09
F01-Sphere,IPOP-CMA-ES,1,33,4.53313e-09
F01-Sphere,IPOP-CMA-ES,1,34,5.35905e-09
F01-Sphere,IPOP-CMA-ES,1,35,8.17079e-09
F01-Sphere,IPOP-CMA-ES,1,36,2.05134e-09
F01-Sphere,IPOP-CMA-ES,1,37,6.9198e-09
F01-Sphere,IPOP-CMA-ES,1,38,1.50857e-09
F01-Sphere,IPOP-CMA-ES,1,39,1.66114e-09
F01-Sphere,IPOP-CMA-ES,1,40,3.48666e-09
F01-Sphere,IPOP-CMA-ES,1,41,6.50882e-09
F01-Sphere,IPOP-CMA-ES,1,42,3.29787e-09
F01-Sphere,IPOP-CMA-ES,1,43,8.45268e-09
F01-Sphere,IPOP-CMA-ES,1,44,7.19246e-09
F01-Sphere,DE,1,15,8.5279e-09
F01-Sphere,DE,1,16,3.20316e-09
F01-Sphere,DE,1,17,3.30299e-09
F01-Sphere,DE,1,18,7.05052e-09
F01-Sphere,DE,1,19,4.03421e-09
F01-Sphere,DE,1,20,9.2751e-09
F01-Sphere,DE,1,21,3.37301e-09
F01-Sphere,DE,1,22,2.0854e-09
F01-Sphere,DE,1,23,7.93856e-09
F01-Sphere,DE,1,24,4.04039e-09
F01-Sphere,DE,1,25,0
F01-Sphere,DE,1,26,9.93453e-09
F01-Sphere,DE,1,27,7.37583e-09
F01-Sphere,DE,1,28,3.23548e-09
F01-Sphere,DE,1,29,8.76008e-09
F01-Sphere,DE,1,30,2.43182e-09
F01-Sphere,DE,1,31,9.95153e-09
F01-Sphere,DE,1,32,3.32871e-09
F01-Sphere,DE,1,33,3.34068e-09
F01-Sphere,DE,1,34,7.20874e-09
F01-Sphere,DE,1,35,8.08531e-09
F01-Sphere,DE,1,36,3.46099e-09
F01-Sphere,DE,1,37,8.61822e-09
F01-Sphere,DE,1,38,3.25911e-09
F01-Sphere,DE,1,39,0
F01-Sphere,DE,1,40,3.8808e-09
F01-Sphere,DE,1,41,8.26059e-09
F01-Sphere,DE,1,42,3.80392e-09
F01-Sphere,DE,1,43,8.51513e-09
F01-Sphere,DE,1,44,8.84833e-09
F01-Sphere,quality,1,15,0
F01-Sphere,quality,1,16,9.5249e-10
F01-Sphere,quality,1,17,1.88598e-09
F01-Sphere,quality,1,18,0
F01-Sphere,quality,1,19,0
F01-Sphere,quality,1,20,0
F01-Sphere,quality,1,21,7.13546e-09
F01-Sphere,quality,1,22,1.06976e-08
F01-Sphere,quality,1,23,0
F01-Sphere,quality,1,24,1.24834e-08
F01-Sphere,quality,1,25,1.98014e-09
F01-Sphere,quality,1,26,0
F01-Sphere,quality,1,27,0
F01-Sphere,quality,1,28,1.23271e-09
F01-Sphere,quality,1,29,0
F01-Sphere,quality,1,30,1.15162e-08
F01-Sphere,quality,1,31,0
F01-Sphere,quality,1,32,1.32468e-08
F01-Sphere,quality,1,33,1.3264e-08
F01-Sphere,quality,1,34,0
F01-Sphere,quality,1,35,0
F01-Sphere,quality,1,36,4.98999e-09
F01-Sphere,quality,1,37,0
F01-Sphere,quality,1,38,1.44952e-09
F01-Sphere,quality,1,39,7.42986e-10
F01-Sphere,quality,1,40,1.09044e-08
F01-Sphere,quality,1,41,0
F01-Sphere,quality,1,42,1.03854e-08
F01-Sphere,quality,1,43,0
F01-Sphere,quality,1,44,0
F01-Sphere,complement,1,15,0
F01-Sphere,complement,1,16,9.5249e-10
F01-Sphere,complement,1,17,1.88598e-09
F01-Sphere,complement,1,18,0
F01-Sphere,complement,1,19,0
F01-Sphere,complement,1,20,0
F01-Sphere,complement,1,21,7.13546e-09
F01-Sphere,complement,1,22,1.06976e-08
F01-Sphere,complement,1,23,0
F01-Sphere,complement,1,24,1.24834e-08
F01-Sphere,complement,1,25,1.98014e-09
F01-Sphere,complement,1,26,0
F01-Sphere,complement,1,27,0
F01-Sphere,complement,1,28,1.23271e-09
F01-Sphere,complement,1,29,0
F01-Sphere,complement,1,30,1.15162e-08
F01-Sphere,complement,1,31,0
F01-Sphere,complement,1,32,1.32468e-08
F01-Sphere,complement,1,33,1.3264e-08
F01-Sphere,complement,1,34,0
F01-Sphere,complement,1,35,0
F01-Sphere,complement,1,36,4.98999e-09
F01-Sphere,complement,1,37,0
F01-Sphere,complement,1,38,1.44952e-09
F01-Sphere,complement,1,39,7.42986e-10
F01-Sphere,complement,1,40,1.09044e-08
F01-Sphere,complement,1,41,0
F01-Sphere,complement,1,42,1.03854e-08
F01-Sphere,complement,1,43,0
F01-Sphere,complement,1,44,0
F01-Sphere,MC-ESO,2,15,2.4442e-09
F01-Sphere,MC-ESO,2,16,0
F01-Sphere,MC-ESO,2,17,4.53333e-09
F01-Sphere,MC-ESO,2,18,4.73115e-09
F01-Sphere,MC-ESO,2,19,4.59697e-09
F01-Sphere,MC-ESO,2,20,4.96215e-09
