function,method,seed,scenario,regret
F01-Sphere,MC-ESO,0,15,2.01618e-09
F01-Sphere,MC-ESO,0,16,1.11037e-06
F01-Sphere,MC-ESO,0,17,2.64368e-07
F01-Sphere,MC-ESO,0,18,5.61121e-07
F01-Sphere,MC-ESO,0,19,1.07331e-09
F01-Sphere,MC-ESO,0,20,1.14548e-06
F01-Sphere,MC-ESO,0,21,7.74393e-10
F01-Sphere,MC-ESO,0,22,8.85493e-10
F01-Sphere,MC-ESO,0,23,2.0132e-09
F01-Sphere,MC-ESO,0,24,9.71432e-07
F01-Sphere,MC-ESO,0,25,1.04082e-06
F01-Sphere,MC-ESO,0,26,1.11823e-06
F01-Sphere,MC-ESO,0,27,5.76163e-07
F01-Sphere,MC-ESO,0,28,1.36449e-09
F01-Sphere,MC-ESO,0,29,2.2424e-09
F01-Sphere,MC-ESO,0,30,1.96399e-09
F01-Sphere,MC-ESO,0,31,2.22274e-09
F01-Sphere,MC-ESO,0,32,6.92668e-07
F01-Sphere,MC-ESO,0,33,2.10254e-09
F01-Sphere,MC-ESO,0,34,1.37528e-09
F01-Sphere,MC-ESO,0,35,1.40681e-09
F01-Sphere,MC-ESO,0,36,2.04047e-09
F01-Sphere,MC-ESO,0,37,1.6118e-09
F01-Sphere,MC-ESO,0,38,2.22219e-09
F01-Sphere,MC-ESO,0,39,1.13895e-06
F01-Sphere,MC-ESO,0,40,9.29054e-07
F01-Sphere,MC-ESO,0,41,1.58097e-09
F01-Sphere,MC-ESO,0,42,2.23937e-09
F01-Sphere,MC-ESO,0,43,1.06738e-06
F01-Sphere,MC-ESO,0,44,8.45245e-07
F01-Sphere,NMMSO,0,15,2.28297e-09
F01-Sphere,NMMSO,0,16,1.11259e-06
F01-Sphere,NMMSO,0,17,2.64637e-07
F01-Sphere,NMMSO,0,18,5.61992e-07
F01-Sphere,NMMSO,0,19,0
F01-Sphere,NMMSO,0,20,1.14772e-06
F01-Sphere,NMMSO,0,21,1.31869e-10
F01-Sphere,NMMSO,0,22,4.28813e-11
F01-Sphere,NMMSO,0,23,0
F01-Sphere,NMMSO,0,24,9.7346e-07
F01-Sphere,NMMSO,0,25,1.04274e-06
F01-Sphere,NMMSO,0,26,1.12047e-06
F01-Sphere,NMMSO,0,27,5.77512e-07
F01-Sphere,NMMSO,0,28,5.36949e-10
F01-Sphere,NMMSO,0,29,0
F01-Sphere,NMMSO,0,30,2.12962e-09
F01-Sphere,NMMSO,0,31,0
F01-Sphere,NMMSO,0,32,6.94225e-07
F01-Sphere,NMMSO,0,33,0
F01-Sphere,NMMSO,0,34,4.12026e-10
F01-Sphere,NMMSO,0,35,0
F01-Sphere,NMMSO,0,36,0
F01-Sphere,NMMSO,0,37,0
F01-Sphere,NMMSO,0,38,0
F01-Sphere,NMMSO,0,39,1.14114e-06
F01-Sphere,NMMSO,0,40,9.31014e-07
F01-Sphere,NMMSO,0,41,1.15336e-09
F01-Sphere,NMMSO,0,42,0
F01-Sphere,NMMSO,0,43,1.06936e-06
F01-Sphere,NMMSO,0,44,8.46719e-07
F01-Sphere,NCDE,0,15,2.26758e-09
F01-Sphere,NCDE,0,16,1.11077e-06
F01-Sphere,NCDE,0,17,2.64208e-07
F01-Sphere,NCDE,0,18,5.61078e-07
F01-Sphere,NCDE,0,19,7.08381e-10
F01-Sphere,NCDE,0,20,1.14585e-06
F01-Sphere,NCDE,0,21,4.66235e-10
F01-Sphere,NCDE,0,22,5.4976e-10
