function,method,seed,scenario,regret,wiped
F01-Sphere,MC-ESO-crowd,4,34,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,35,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,36,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,37,3.36836,1
F01-Sphere,MC-ESO-crowd,4,38,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,39,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,40,1.29824e-07,0
F01-Sphere,MC-ESO-crowd,4,41,3.64688,1
F01-Sphere,MC-ESO-crowd,4,42,0.170664,1
F01-Sphere,MC-ESO-crowd,4,43,0.13879,0
F01-Sphere,MC-ESO-crowd,4,44,0.447661,0
F01-Sphere,quality,4,15,1.7053e-13,0
F01-Sphere,quality,4,16,1.7053e-13,0
F01-Sphere,quality,4,17,1.7053e-13,0
F01-Sphere,quality,4,18,1.7053e-13,0
F01-Sphere,quality,4,19,5.88447,1
F01-Sphere,quality,4,20,1.7053e-13,0
F01-Sphere,quality,4,21,0.12518,1
F01-Sphere,quality,4,22,1.7053e-13,0
F01-Sphere,quality,4,23,5.29244,1
F01-Sphere,quality,4,24,9.71243,1
F01-Sphere,quality,4,25,0.245525,1
F01-Sphere,quality,4,26,1.7053e-13,0
F01-Sphere,quality,4,27,9.78422,1
F01-Sphere,quality,4,28,1.7053e-13,0
F01-Sphere,quality,4,29,1.7053e-13,0
F01-Sphere,quality,4,30,0.178184,1
F01-Sphere,quality,4,31,1.7053e-13,0
F01-Sphere,quality,4,32,10.0128,1
F01-Sphere,quality,4,33,1.7053e-13,0
F01-Sphere,quality,4,34,1.7053e-13,0
F01-Sphere,quality,4,35,1.7053e-13,0
F01-Sphere,quality,4,36,1.7053e-13,0
F01-Sphere,quality,4,37,3.60707,1
F01-Sphere,quality,4,38,1.7053e-13,0
F01-Sphere,quality,4,39,1.7053e-13,0
F01-Sphere,quality,4,40,1.7053e-13,0
F01-Sphere,quality,4,41,3.85963,1
F01-Sphere,quality,4,42,0.170421,1
F01-Sphere,quality,4,43,9.70243,1
F01-Sphere,quality,4,44,9.99271,1
F01-Sphere,complement,4,15,1.7053e-13,0
F01-Sphere,complement,4,16,1.7053e-13,0
F01-Sphere,complement,4,17,1.7053e-13,0
F01-Sphere,complement,4,18,1.7053e-13,0
F01-Sphere,complement,4,19,5.88447,1
F01-Sphere,complement,4,20,1.7053e-13,0
F01-Sphere,complement,4,21,0.12518,1
F01-Sphere,complement,4,22,1.7053e-13,0
F01-Sphere,complement,4,23,5.29244,1
F01-Sphere,complement,4,24,9.71243,1
F01-Sphere,complement,4,25,0.245525,1
F01-Sphere,complement,4,26,1.7053e-13,0
F01-Sphere,complement,4,27,9.78422,1
F01-Sphere,complement,4,28,1.7053e-13,0
F01-Sphere,complement,4,29,1.7053e-13,0
F01-Sphere,complement,4,30,0.178184,1
F01-Sphere,complement,4,31,1.7053e-13,0
F01-Sphere,complement,4,32,10.0128,1
F01-Sphere,complement,4,33,1.7053e-13,0
F01-Sphere,complement,4,34,1.7053e-13,0
F01-Sphere,complement,4,35,1.7053e-13,0
F01-Sphere,complement,4,36,1.7053e-13,0
F01-Sphere,complement,4,37,3.60707,1
F01-Sphere,complement,4,38,1.7053e-13,0
F01-Sphere,complement,4,39,1.7053e-13,0
F01-Sphere,complement,4,40,1.7053e-13,0
F01-Sphere,complement,4,41,3.85963,1
F01-Sphere,complement,4,42,0.170421,1
F01-Sphere,complement,4,43,9.70243,1
F01-Sphere,complement,4,44,9.99271,1
F02-EllipsoidalSep,MC-ESO,0,15,0,0
F02-EllipsoidalSep,MC-ESO,0,16,7.3698,1
F02-EllipsoidalSep,MC-ESO,0,17,0.0126159,1
F02-EllipsoidalSep,MC-ESO,0,18,0,0
F02-EllipsoidalSep,MC-ESO,0,19,0.0439204,1
F02-EllipsoidalSep,MC-ESO,0,20,0,0
F02-EllipsoidalSep,MC-ESO,0,21,0.0348729,1
F02-EllipsoidalSep,MC-ESO,0,22,10.0292,1
F02-EllipsoidalSep,MC-ESO,0,23,0.0372795,1
F02-EllipsoidalSep,MC-ESO,0,24,0,0
F02-EllipsoidalSep,MC-ESO,0,25,0,0
F02-EllipsoidalSep,MC-ESO,0,26,0,0
F02-EllipsoidalSep,MC-ESO,0,27,0,0
F02-EllipsoidalSep,MC-ESO,0,28,0,0
F02-EllipsoidalSep,MC-ESO,0,29,0,0
F02-EllipsoidalSep,MC-ESO,0,30,1.98309e-06,1
F02-EllipsoidalSep,MC-ESO,0,31,0.0495365,1
F02-EllipsoidalSep,MC-ESO,0,32,7.18112,1
F02-EllipsoidalSep,MC-ESO,0,33,0,0
F02-EllipsoidalSep,MC-ESO,0,34,0,0
F02-EllipsoidalSep,MC-ESO,0,35,5.72469,1
F02-EllipsoidalSep,MC-ESO,0,36,0.0577407,1
F02-EllipsoidalSep,MC-ESO,0,37,8.25689,1
F02-EllipsoidalSep,MC-ESO,0,38,6.40855,1
F02-EllipsoidalSep,MC-ESO,0,39,0,0
F02-EllipsoidalSep,MC-ESO,0,40,0,0
F02-EllipsoidalSep,MC-ESO,0,41,0,0
F02-EllipsoidalSep,MC-ESO,0,42,0,0
F02-EllipsoidalSep,MC-ESO,0,43,0.0118143,1
F02-EllipsoidalSep,MC-ESO,0,44,0,0
F02-EllipsoidalSep,NMMSO,0,15,0,0
F02-EllipsoidalSep,NMMSO,0,16,7.57194,1
F02-EllipsoidalSep,NMMSO,0,17,0.0126159,1
F02-EllipsoidalSep,NMMSO,0,18,0,0
F02-EllipsoidalSep,NMMSO,0,19,0.0439204,1
F02-EllipsoidalSep,NMMSO,0,20,0,0
F02-EllipsoidalSep,NMMSO,0,21,0.034873,1
F02-EllipsoidalSep,NMMSO,0,22,10.0292,1
F02-EllipsoidalSep,NMMSO,0,23,0.0372796,1
F02-EllipsoidalSep,NMMSO,0,24,0,0
F02-EllipsoidalSep,NMMSO,0,25,0,0
F02-EllipsoidalSep,NMMSO,0,26,0,0
F02-EllipsoidalSep,NMMSO,0,27,0,0
F02-EllipsoidalSep,NMMSO,0,28,0,0
F02-EllipsoidalSep,NMMSO,0,29,0,0
F02-EllipsoidalSep,NMMSO,0,30,1.93962e-06,1
F02-EllipsoidalSep,NMMSO,0,31,0.0495366,1
F02-EllipsoidalSep,NMMSO,0,32,7.35406,1
F02-EllipsoidalSep,NMMSO,0,33,0,0
F02-EllipsoidalSep,NMMSO,0,34,0,0
F02-EllipsoidalSep,NMMSO,0,35,5.72469,1
F02-EllipsoidalSep,NMMSO,0,36,0.0577408,1
F02-EllipsoidalSep,NMMSO,0,37,8.25689,1
F02-EllipsoidalSep,NMMSO,0,38,6.40855,1
F02-EllipsoidalSep,NMMSO,0,39,0,0
F02-EllipsoidalSep,NMMSO,0,40,0,0
F02-EllipsoidalSep,NMMSO,0,41,0,0
F02-EllipsoidalSep,NMMSO,0,42,0,0
F02-EllipsoidalSep,NMMSO,0,43,0.0417356,1
F02-EllipsoidalSep,NMMSO,0,44,0,0
F02-EllipsoidalSep,NCDE,0,15,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,16,7.57194,0
F02-EllipsoidalSep,NCDE,0,17,0.0126159,0
F02-EllipsoidalSep,NCDE,0,18,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,19,0.0439205,0
F02-EllipsoidalSep,NCDE,0,20,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,21,0.0348731,0
F02-EllipsoidalSep,NCDE,0,22,6.05142,0
F02-EllipsoidalSep,NCDE,0,23,0.0372796,1
F02-EllipsoidalSep,NCDE,0,24,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,25,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,26,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,27,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,28,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,29,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,30,1.89145e-06,0
F02-EllipsoidalSep,NCDE,0,31,0.0495367,1
F02-EllipsoidalSep,NCDE,0,32,7.35406,0
F02-EllipsoidalSep,NCDE,0,33,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,34,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,35,0.48974,0
F02-EllipsoidalSep,NCDE,0,36,0.0577409,1
F02-EllipsoidalSep,NCDE,0,37,3.89329,0
F02-EllipsoidalSep,NCDE,0,38,0.48974,0
F02-EllipsoidalSep,NCDE,0,39,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,40,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,41,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,42,5.68434e-14,0
F02-EllipsoidalSep,NCDE,0,43,0.0417355,0
F02-EllipsoidalSep,NCDE,0,44,5.68434e-14,0
F02-EllipsoidalSep,r3pso,0,15,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,16,7.57194,1
F02-EllipsoidalSep,r3pso,0,17,0.0126158,1
F02-EllipsoidalSep,r3pso,0,18,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,19,0.0439203,1
F02-EllipsoidalSep,r3pso,0,20,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,21,0.0348729,1
F02-EllipsoidalSep,r3pso,0,22,10.0292,1
F02-EllipsoidalSep,r3pso,0,23,0.0372794,1
F02-EllipsoidalSep,r3pso,0,24,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,25,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,26,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,27,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,28,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,29,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,30,2.04139e-06,1
F02-EllipsoidalSep,r3pso,0,31,0.0495364,1
F02-EllipsoidalSep,r3pso,0,32,7.35406,1
F02-EllipsoidalSep,r3pso,0,33,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,34,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,35,5.72469,1
F02-EllipsoidalSep,r3pso,0,36,0.0577406,1
F02-EllipsoidalSep,r3pso,0,37,8.25689,1
F02-EllipsoidalSep,r3pso,0,38,6.40855,1
F02-EllipsoidalSep,r3pso,0,39,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,40,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,41,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,42,4.26326e-13,0
F02-EllipsoidalSep,r3pso,0,43,0.0417357,1
F02-EllipsoidalSep,r3pso,0,44,4.26326e-13,0
F02-EllipsoidalSep,NM-Restart,0,15,0,0
F02-EllipsoidalSep,NM-Restart,0,16,7.57194,0
F02-EllipsoidalSep,NM-Restart,0,17,0.0126159,1
F02-EllipsoidalSep,NM-Restart,0,18,0,0
F02-EllipsoidalSep,NM-Restart,0,19,0.0439205,1
F02-EllipsoidalSep,NM-Restart,0,20,0,0
F02-EllipsoidalSep,NM-Restart,0,21,0.034873,1
F02-EllipsoidalSep,NM-Restart,0,22,10.0292,1
F02-EllipsoidalSep,NM-Restart,0,23,0.0372796,1
F02-EllipsoidalSep,NM-Restart,0,24,0,0
F02-EllipsoidalSep,NM-Restart,0,25,0,0
F02-EllipsoidalSep,NM-Restart,0,26,0,0
F02-EllipsoidalSep,NM-Restart,0,27,0,0
F02-EllipsoidalSep,NM-Restart,0,28,0,0
F02-EllipsoidalSep,NM-Restart,0,29,0,0
F02-EllipsoidalSep,NM-Restart,0,30,1.92979e-06,0
F02-EllipsoidalSep,NM-Restart,0,31,0.0495367,1
F02-EllipsoidalSep,NM-Restart,0,32,7.35406,0
F02-EllipsoidalSep,NM-Restart,0,33,0,0
F02-EllipsoidalSep,NM-Restart,0,34,0,0
F02-EllipsoidalSep,NM-Restart,0,35,5.72469,1
F02-EllipsoidalSep,NM-Restart,0,36,0.0577408,1
F02-EllipsoidalSep,NM-Restart,0,37,8.25689,1
F02-EllipsoidalSep,NM-Restart,0,38,6.40855,1
F02-EllipsoidalSep,NM-Restart,0,39,0,0
F02-EllipsoidalSep,NM-Restart,0,40,0,0
F02-EllipsoidalSep,NM-Restart,0,41,0,0
F02-EllipsoidalSep,NM-Restart,0,42,0,0
F02-EllipsoidalSep,NM-Restart,0,43,0.0417356,0
F02-EllipsoidalSep,NM-Restart,0,44,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,15,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,16,7.57194,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,17,0.0126159,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,18,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,19,0.0439205,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,20,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,21,0.034873,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,22,10.0292,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,23,0.0372796,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,24,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,25,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,26,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,27,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,28,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,29,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,30,1.93092e-06,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,31,0.0495367,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,32,7.35406,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,33,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,34,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,35,5.72469,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,36,0.0577408,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,37,8.25689,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,38,6.40855,1
F02-EllipsoidalSep,IPOP-CMA-ES,0,39,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,40,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,41,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,42,0,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,43,0.0417356,0
F02-EllipsoidalSep,IPOP-CMA-ES,0,44,0,0
F02-EllipsoidalSep,DE,0,15,0,0
F02-EllipsoidalSep,DE,0,16,7.57194,1
F02-EllipsoidalSep,DE,0,17,0.0126159,1
F02-EllipsoidalSep,DE,0,18,0,0
F02-EllipsoidalSep,DE,0,19,0.0439204,1
F02-EllipsoidalSep,DE,0,20,0,0
F02-EllipsoidalSep,DE,0,21,0.034873,1
F02-EllipsoidalSep,DE,0,22,10.0292,1
F02-EllipsoidalSep,DE,0,23,0.0372795,1
F02-EllipsoidalSep,DE,0,24,0,0
F02-EllipsoidalSep,DE,0,25,0,0
F02-EllipsoidalSep,DE,0,26,0,0
F02-EllipsoidalSep,DE,0,27,0,0
F02-EllipsoidalSep,DE,0,28,0,0
F02-EllipsoidalSep,DE,0,29,0,0
F02-EllipsoidalSep,DE,0,30,1.97279e-06,1
F02-EllipsoidalSep,DE,0,31,0.0495366,1
F02-EllipsoidalSep,DE,0,32,7.35406,1
F02-EllipsoidalSep,DE,0,33,0,0
F02-EllipsoidalSep,DE,0,34,0,0
F02-EllipsoidalSep,DE,0,35,5.72469,1
F02-EllipsoidalSep,DE,0,36,0.0577407,1
F02-EllipsoidalSep,DE,0,37,8.25689,1
F02-EllipsoidalSep,DE,0,38,6.40855,1
F02-EllipsoidalSep,DE,0,39,0,0
F02-EllipsoidalSep,DE,0,40,0,0
F02-EllipsoidalSep,DE,0,41,0,0
F02-EllipsoidalSep,DE,0,42,0,0
F02-EllipsoidalSep,DE,0,43,0.0417356,1
F02-EllipsoidalSep,DE,0,44,0,0
F02-EllipsoidalSep,PSO,0,15,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,16,7.57194,1
F02-EllipsoidalSep,PSO,0,17,0.012616,1
F02-EllipsoidalSep,PSO,0,18,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,19,0.0439206,1
F02-EllipsoidalSep,PSO,0,20,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,21,0.0348732,1
F02-EllipsoidalSep,PSO,0,22,10.0292,1
F02-EllipsoidalSep,PSO,0,23,0.0372797,1
F02-EllipsoidalSep,PSO,0,24,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,25,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,26,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,27,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,28,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,29,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,30,1.83666e-06,1
F02-EllipsoidalSep,PSO,0,31,0.0495368,1
F02-EllipsoidalSep,PSO,0,32,7.35406,1
F02-EllipsoidalSep,PSO,0,33,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,34,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,35,5.72469,1
F02-EllipsoidalSep,PSO,0,36,0.057741,1
F02-EllipsoidalSep,PSO,0,37,8.25689,1
F02-EllipsoidalSep,PSO,0,38,6.40855,1
F02-EllipsoidalSep,PSO,0,39,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,40,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,41,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,42,1.33582e-12,0
F02-EllipsoidalSep,PSO,0,43,0.0417354,1
F02-EllipsoidalSep,PSO,0,44,1.33582e-12,0
F02-EllipsoidalSep,Crowding-DE,0,15,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,16,7.35987,1
F02-EllipsoidalSep,Crowding-DE,0,17,0.0121836,1
F02-EllipsoidalSep,Crowding-DE,0,18,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,19,0.0426384,1
F02-EllipsoidalSep,Crowding-DE,0,20,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,21,0.0338365,1
F02-EllipsoidalSep,Crowding-DE,0,22,10.0281,1
F02-EllipsoidalSep,Crowding-DE,0,23,0.0361778,1
F02-EllipsoidalSep,Crowding-DE,0,24,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,25,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,26,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,27,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,28,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,29,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,30,0.000741194,1
F02-EllipsoidalSep,Crowding-DE,0,31,0.0481021,1
F02-EllipsoidalSep,Crowding-DE,0,32,7.17081,1
F02-EllipsoidalSep,Crowding-DE,0,33,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,34,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,35,5.72324,1
F02-EllipsoidalSep,Crowding-DE,0,36,0.0560836,1
F02-EllipsoidalSep,Crowding-DE,0,37,8.25536,1
F02-EllipsoidalSep,Crowding-DE,0,38,6.40694,1
F02-EllipsoidalSep,Crowding-DE,0,39,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,40,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,41,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,42,2.71965e-06,0
F02-EllipsoidalSep,Crowding-DE,0,43,0,1
F02-EllipsoidalSep,Crowding-DE,0,44,2.71965e-06,0
F02-EllipsoidalSep,MAP-Elites,0,15,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,16,0,0
F02-EllipsoidalSep,MAP-Elites,0,17,3.91741,1
F02-EllipsoidalSep,MAP-Elites,0,18,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,19,4.71897,1
F02-EllipsoidalSep,MAP-Elites,0,20,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,21,4.48736,1
F02-EllipsoidalSep,MAP-Elites,0,22,13.5339,0
F02-EllipsoidalSep,MAP-Elites,0,23,4.54746,1
F02-EllipsoidalSep,MAP-Elites,0,24,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,25,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,26,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,27,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,28,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,29,12.131,0
F02-EllipsoidalSep,MAP-Elites,0,30,2.84044,0
F02-EllipsoidalSep,MAP-Elites,0,31,4.86168,1
F02-EllipsoidalSep,MAP-Elites,0,32,0,0
F02-EllipsoidalSep,MAP-Elites,0,33,13.5373,0
F02-EllipsoidalSep,MAP-Elites,0,34,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,35,10.5509,0
F02-EllipsoidalSep,MAP-Elites,0,36,5.07239,1
F02-EllipsoidalSep,MAP-Elites,0,37,11.3758,0
F02-EllipsoidalSep,MAP-Elites,0,38,11.38,0
F02-EllipsoidalSep,MAP-Elites,0,39,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,40,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,41,3.50928,0
F02-EllipsoidalSep,MAP-Elites,0,42,13.5373,0
F02-EllipsoidalSep,MAP-Elites,0,43,2.58245,0
F02-EllipsoidalSep,MAP-Elites,0,44,3.50928,0
F02-EllipsoidalSep,MC-ESO-crowd,0,15,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,16,7.50753,1
F02-EllipsoidalSep,MC-ESO-crowd,0,17,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,18,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,19,0,1
F02-EllipsoidalSep,MC-ESO-crowd,0,20,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,21,0,1
F02-EllipsoidalSep,MC-ESO-crowd,0,22,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,23,0,1
F02-EllipsoidalSep,MC-ESO-crowd,0,24,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,25,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,26,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,27,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,28,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,29,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,30,0.0305483,1
F02-EllipsoidalSep,MC-ESO-crowd,0,31,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,32,7.33341,1
F02-EllipsoidalSep,MC-ESO-crowd,0,33,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,34,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,35,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,36,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,37,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,38,0,0
F02-EllipsoidalSep,MC-ESO-crowd,0,39,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,40,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,41,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,42,0.00341197,0
F02-EllipsoidalSep,MC-ESO-crowd,0,43,0.0845266,1
F02-EllipsoidalSep,MC-ESO-crowd,0,44,0.00341197,0
F02-EllipsoidalSep,quality,0,15,1.13602e-10,0
F02-EllipsoidalSep,quality,0,16,7.57194,1
F02-EllipsoidalSep,quality,0,17,0.0126171,1
F02-EllipsoidalSep,quality,0,18,1.13602e-10,0
F02-EllipsoidalSep,quality,0,19,0.0439238,1
F02-EllipsoidalSep,quality,0,20,1.13602e-10,0
F02-EllipsoidalSep,quality,0,21,0.0348757,1
F02-EllipsoidalSep,quality,0,22,10.0292,1
F02-EllipsoidalSep,quality,0,23,0.0372825,1
F02-EllipsoidalSep,quality,0,24,1.13602e-10,0
F02-EllipsoidalSep,quality,0,25,1.13602e-10,0
F02-EllipsoidalSep,quality,0,26,1.13602e-10,0
F02-EllipsoidalSep,quality,0,27,1.13602e-10,0
F02-EllipsoidalSep,quality,0,28,1.13602e-10,0
F02-EllipsoidalSep,quality,0,29,1.13602e-10,0
F02-EllipsoidalSep,quality,0,30,0,1
F02-EllipsoidalSep,quality,0,31,0.0495404,1
F02-EllipsoidalSep,quality,0,32,7.35406,1
F02-EllipsoidalSep,quality,0,33,1.13602e-10,0
F02-EllipsoidalSep,quality,0,34,1.13602e-10,0
F02-EllipsoidalSep,quality,0,35,5.7247,1
F02-EllipsoidalSep,quality,0,36,0.0577451,1
F02-EllipsoidalSep,quality,0,37,8.2569,1
F02-EllipsoidalSep,quality,0,38,6.40856,1
F02-EllipsoidalSep,quality,0,39,1.13602e-10,0
F02-EllipsoidalSep,quality,0,40,1.13602e-10,0
F02-EllipsoidalSep,quality,0,41,1.13602e-10,0
F02-EllipsoidalSep,quality,0,42,1.13602e-10,0
F02-EllipsoidalSep,quality,0,43,0.0417328,1
F02-EllipsoidalSep,quality,0,44,1.13602e-10,0
F02-EllipsoidalSep,complement,0,15,1.13602e-10,0
F02-EllipsoidalSep,complement,0,16,7.57194,1
F02-EllipsoidalSep,complement,0,17,0.0126171,1
F02-EllipsoidalSep,complement,0,18,1.13602e-10,0
F02-EllipsoidalSep,complement,0,19,0.0439238,1
F02-EllipsoidalSep,complement,0,20,1.13602e-10,0
F02-EllipsoidalSep,complement,0,21,0.0348757,1
F02-EllipsoidalSep,complement,0,22,10.0292,1
F02-EllipsoidalSep,complement,0,23,0.0372825,1
F02-EllipsoidalSep,complement,0,24,1.13602e-10,0
F02-EllipsoidalSep,complement,0,25,1.13602e-10,0
F02-EllipsoidalSep,complement,0,26,1.13602e-10,0
F02-EllipsoidalSep,complement,0,27,1.13602e-10,0
F02-EllipsoidalSep,complement,0,28,1.13602e-10,0
F02-EllipsoidalSep,complement,0,29,1.13602e-10,0
F02-EllipsoidalSep,complement,0,30,0,1
F02-EllipsoidalSep,complement,0,31,0.0495404,1
F02-EllipsoidalSep,complement,0,32,7.35406,1
F02-EllipsoidalSep,complement,0,33,1.13602e-10,0
F02-EllipsoidalSep,complement,0,34,1.13602e-10,0
F02-EllipsoidalSep,complement,0,35,5.7247,1
F02-EllipsoidalSep,complement,0,36,0.0577451,1
F02-EllipsoidalSep,complement,0,37,8.2569,1
F02-EllipsoidalSep,complement,0,38,6.40856,1
F02-EllipsoidalSep,complement,0,39,1.13602e-10,0
F02-EllipsoidalSep,complement,0,40,1.13602e-10,0
F02-EllipsoidalSep,complement,0,41,1.13602e-10,0
F02-EllipsoidalSep,complement,0,42,1.13602e-10,0
F02-EllipsoidalSep,complement,0,43,0.0417328,1
F02-EllipsoidalSep,complement,0,44,1.13602e-10,0
F02-EllipsoidalSep,MC-ESO,1,15,0,0
F02-EllipsoidalSep,MC-ESO,1,16,4.72388,1
F02-EllipsoidalSep,MC-ESO,1,17,0,1
F02-EllipsoidalSep,MC-ESO,1,18,0,0
F02-EllipsoidalSep,MC-ESO,1,19,0,0
F02-EllipsoidalSep,MC-ESO,1,20,0,0
F02-EllipsoidalSep,MC-ESO,1,21,0,0
F02-EllipsoidalSep,MC-ESO,1,22,0,0
F02-EllipsoidalSep,MC-ESO,1,23,9.1164,1
