function,method,seed,scenario,regret
F01-Sphere,MC-ESO,0,15,2.01618e-09
F01-Sphere,MC-ESO,0,16,1.57595e-09
F01-Sphere,MC-ESO,0,17,2.25202e-10
F01-Sphere,MC-ESO,0,18,4.28245e-11
F01-Sphere,MC-ESO,0,19,1.00865e-09
F01-Sphere,MC-ESO,0,20,1.15801e-09
F01-Sphere,MC-ESO,0,21,7.74393e-10
F01-Sphere,MC-ESO,0,22,8.85493e-10
F01-Sphere,MC-ESO,0,23,1.72941e-09
F01-Sphere,MC-ESO,0,24,2.01096e-09
F01-Sphere,MC-ESO,0,25,1.73656e-10
F01-Sphere,MC-ESO,0,26,1.52581e-09
F01-Sphere,MC-ESO,0,27,2.29962e-09
F01-Sphere,MC-ESO,0,28,1.36449e-09
F01-Sphere,MC-ESO,0,29,1.92029e-09
F01-Sphere,MC-ESO,0,30,1.96399e-09
F01-Sphere,MC-ESO,0,31,1.90553e-09
F01-Sphere,MC-ESO,0,32,2.2761e-09
F01-Sphere,MC-ESO,0,33,1.79709e-09
F01-Sphere,MC-ESO,0,34,1.37528e-09
F01-Sphere,MC-ESO,0,35,1.19636e-09
F01-Sphere,MC-ESO,0,36,1.74318e-09
F01-Sphere,MC-ESO,0,37,1.37287e-09
F01-Sphere,MC-ESO,0,38,1.90191e-09
F01-Sphere,MC-ESO,0,39,8.89906e-10
F01-Sphere,MC-ESO,0,40,2.08039e-09
F01-Sphere,MC-ESO,0,41,1.58097e-09
F01-Sphere,MC-ESO,0,42,1.91743e-09
F01-Sphere,MC-ESO,0,43,3.0902e-10
F01-Sphere,MC-ESO,0,44,0
F01-Sphere,NMMSO,0,15,1.36702e-09
F01-Sphere,NMMSO,0,16,2.43521e-09
F01-Sphere,NMMSO,0,17,1.10617e-09
F01-Sphere,NMMSO,0,18,1.12905e-09
F01-Sphere,NMMSO,0,19,1.22093e-09
F01-Sphere,NMMSO,0,20,2.19616e-09
F01-Sphere,NMMSO,0,21,1.23438e-09
F01-Sphere,NMMSO,0,22,1.23491e-09
F01-Sphere,NMMSO,0,23,5.18609e-10
