function,method,seed,scenario,regret
F01-Sphere,MC-ESO,0,15,2.01618e-09
F01-Sphere,MC-ESO,0,16,1.11037e-06
F01-Sphere,MC-ESO,0,17,6.86174e-06
F01-Sphere,MC-ESO,0,18,5.61121e-07
F01-Sphere,MC-ESO,0,19,1.79725e-05
F01-Sphere,MC-ESO,0,20,1.14548e-06
F01-Sphere,MC-ESO,0,21,1.48925e-05
F01-Sphere,MC-ESO,0,22,1.63883e-05
F01-Sphere,MC-ESO,0,23,1.18445e-05
F01-Sphere,MC-ESO,0,24,9.71432e-07
F01-Sphere,MC-ESO,0,25,1.04082e-06
F01-Sphere,MC-ESO,0,26,1.11823e-06
F01-Sphere,MC-ESO,0,27,5.76163e-07
F01-Sphere,MC-ESO,0,28,1.36449e-09
F01-Sphere,MC-ESO,0,29,1.94346e-05
F01-Sphere,MC-ESO,0,30,1.96399e-09
F01-Sphere,MC-ESO,0,31,1.71688e-05
F01-Sphere,MC-ESO,0,32,6.92668e-07
F01-Sphere,MC-ESO,0,33,2.15528e-05
F01-Sphere,MC-ESO,0,34,1.37528e-09
F01-Sphere,MC-ESO,0,35,1.99401e-05
F01-Sphere,MC-ESO,0,36,2.17256e-05
F01-Sphere,MC-ESO,0,37,2.08988e-05
F01-Sphere,MC-ESO,0,38,2.03172e-05
F01-Sphere,MC-ESO,0,39,1.13895e-06
F01-Sphere,MC-ESO,0,40,9.29054e-07
F01-Sphere,MC-ESO,0,41,1.58097e-09
F01-Sphere,MC-ESO,0,42,1.96678e-05
F01-Sphere,MC-ESO,0,43,1.06738e-06
F01-Sphere,MC-ESO,0,44,8.45245e-07
F01-Sphere,NMMSO,0,15,2.85964e-09
F01-Sphere,NMMSO,0,16,1.11133e-06
F01-Sphere,NMMSO,0,17,6.86111e-06
F01-Sphere,NMMSO,0,18,5.60775e-07
F01-Sphere,NMMSO,0,19,1.79714e-05
F01-Sphere,NMMSO,0,20,1.14629e-06
F01-Sphere,NMMSO,0,21,1.48916e-05
F01-Sphere,NMMSO,0,22,1.63873e-05
F01-Sphere,NMMSO,0,23,1.1844e-05
F01-Sphere,NMMSO,0,24,9.72543e-07
F01-Sphere,NMMSO,0,25,1.04119e-06
F01-Sphere,NMMSO,0,26,1.11918e-06
F01-Sphere,NMMSO,0,27,5.77285e-07
F01-Sphere,NMMSO,0,28,1.73316e-09
F01-Sphere,NMMSO,0,29,1.94337e-05
F01-Sphere,NMMSO,0,30,2.77117e-09
F01-Sphere,NMMSO,0,31,1.7168e-05
F01-Sphere,NMMSO,0,32,6.93813e-07
F01-Sphere,NMMSO,0,33,2.15517e-05
F01-Sphere,NMMSO,0,34,1.67133e-09
F01-Sphere,NMMSO,0,35,1.9939e-05
F01-Sphere,NMMSO,0,36,2.17245e-05
F01-Sphere,NMMSO,0,37,2.08977e-05
F01-Sphere,NMMSO,0,38,2.03162e-05
F01-Sphere,NMMSO,0,39,1.13964e-06
F01-Sphere,NMMSO,0,40,9.30182e-07
F01-Sphere,NMMSO,0,41,2.14472e-09
F01-Sphere,NMMSO,0,42,1.96668e-05
F01-Sphere,NMMSO,0,43,1.06781e-06
F01-Sphere,NMMSO,0,44,8.45259e-07
F01-Sphere,NCDE,0,15,2.26758e-09
F01-Sphere,NCDE,0,16,1.11077e-06
F01-Sphere,NCDE,0,17,6.86158e-06
F01-Sphere,NCDE,0,18,5.61078e-07
F01-Sphere,NCDE,0,19,1.79721e-05
F01-Sphere,NCDE,0,20,1.14585e-06
