function,method,seed,n_report,spread,distinct,quality
F13-SharpRidge,NM-Restart,0,17,0.34483,2,0.926516
F13-SharpRidge,IPOP-CMA-ES,0,14,0.00000,1,1.28557e-13
F13-SharpRidge,DE,0,30,0.00000,1,0
F13-SharpRidge,PSO,0,30,0.09850,3,3.0242
F13-SharpRidge,Crowding-DE,0,30,0.05255,2,0.0204644
F13-SharpRidge,MAP-Elites,0,399,0.17160,5,0.477272
F13-SharpRidge,MC-ESO-crowd,0,36,0.22578,5,0.434403
F13-SharpRidge,MC-ESO,1,22,0.00000,1,0
F13-SharpRidge,NMMSO,1,2,0.00000,1,0.00696585
F13-SharpRidge,NCDE,1,30,0.40780,5,16.2849
F13-SharpRidge,r3pso,1,30,0.12446,4,0.17047
F13-SharpRidge,NM-Restart,1,17,0.34483,2,0.926516
F13-SharpRidge,IPOP-CMA-ES,1,14,0.00000,1,5.23828e-12
F13-SharpRidge,DE,1,30,0.00000,1,0
F13-SharpRidge,PSO,1,30,0.05432,2,1.755
F13-SharpRidge,Crowding-DE,1,30,0.05574,2,0.0257607
F13-SharpRidge,MAP-Elites,1,400,0.17094,5,0.65706
F13-SharpRidge,MC-ESO-crowd,1,37,0.18152,5,0.387036
F13-SharpRidge,MC-ESO,2,23,0.00000,1,0
F13-SharpRidge,NMMSO,2,2,0.00000,1,1.86242e-05
F13-SharpRidge,NCDE,2,30,0.29588,5,6.53305
F13-SharpRidge,r3pso,2,30,0.10730,4,0.090438
F13-SharpRidge,NM-Restart,2,17,0.34483,2,0.926516
F13-SharpRidge,IPOP-CMA-ES,2,27,0.00000,1,2.78539e-13
F13-SharpRidge,DE,2,30,0.00000,1,0
F13-SharpRidge,PSO,2,30,0.10644,3,8.88473
F13-SharpRidge,Crowding-DE,2,30,0.12090,5,0.845827
F13-SharpRidge,MAP-Elites,2,400,0.13335,5,0.626535
F13-SharpRidge,MC-ESO-crowd,2,38,0.20173,5,0.33155
F14-DiffPowers,MC-ESO,0,25,0.00000,1,0
F14-DiffPowers,NMMSO,0,2,0.00000,1,71.4432
F14-DiffPowers,NCDE,0,30,0.61152,3,1.77472e+06
F14-DiffPowers,r3pso,0,30,0.00000,1,0.413259
F14-DiffPowers,NM-Restart,0,18,0.66976,3,1.94444e+06
F14-DiffPowers,IPOP-CMA-ES,0,27,0.00000,1,2.07726e-07
F14-DiffPowers,DE,0,30,0.00000,1,0
F14-DiffPowers,PSO,0,30,0.00000,1,2.53497
F14-DiffPowers,Crowding-DE,0,30,0.00000,1,1.22295
F14-DiffPowers,MAP-Elites,0,400,0.08971,5,213223
F14-DiffPowers,MC-ESO-crowd,0,36,0.11003,5,279483
F14-DiffPowers,MC-ESO,1,24,0.00000,1,0
F14-DiffPowers,NMMSO,1,1,0.00000,1,31.3494
F14-DiffPowers,NCDE,1,30,0.50807,5,1.04433e+07
F14-DiffPowers,r3pso,1,30,0.00000,1,5.72626
F14-DiffPowers,NM-Restart,1,17,0.59110,2,1.72039e+06
F14-DiffPowers,IPOP-CMA-ES,1,27,0.00000,1,7.89357e-08
F14-DiffPowers,DE,1,30,0.00000,1,0
F14-DiffPowers,PSO,1,30,0.00000,1,102.236
F14-DiffPowers,Crowding-DE,1,30,0.00000,1,8.30457
F14-DiffPowers,MAP-Elites,1,400,0.08937,5,213954
F14-DiffPowers,MC-ESO-crowd,1,37,0.13752,5,381609
F14-DiffPowers,MC-ESO,2,25,0.08602,5,174145
F14-DiffPowers,NMMSO,2,3,0.54496,2,2.59115e+07
F14-DiffPowers,NCDE,2,30,0.34679,5,1.14046e+06
F14-DiffPowers,r3pso,2,30,0.00000,1,1.8799
F14-DiffPowers,NM-Restart,2,18,0.59110,2,1.72039e+06
F14-DiffPowers,IPOP-CMA-ES,2,52,0.00000,1,3.73906e-08
F14-DiffPowers,DE,2,30,0.00000,1,0
F14-DiffPowers,PSO,2,30,0.00000,1,0.00626503
F14-DiffPowers,Crowding-DE,2,30,0.00000,1,0.422764
F14-DiffPowers,MAP-Elites,2,400,0.09402,5,238632
F14-DiffPowers,MC-ESO-crowd,2,39,0.10263,5,272773
F15-RastriginRot,MC-ESO,0,26,0.00000,1,0
F15-RastriginRot,NMMSO,0,20,0.16173,5,0.0311406
F15-RastriginRot,NCDE,0,30,0.15132,5,0.031444
F15-RastriginRot,r3pso,0,30,0.16657,4,0.0266706
F15-RastriginRot,NM-Restart,0,28,0.23100,5,0.044326
F15-RastriginRot,IPOP-CMA-ES,0,52,0.00000,1,0
F15-RastriginRot,DE,0,30,0.00000,1,0
F15-RastriginRot,PSO,0,30,0.00000,1,1.19966e-15
F15-RastriginRot,Crowding-DE,0,30,0.17036,5,0.0281218
F15-RastriginRot,MAP-Elites,0,400,0.15381,5,0.0314138
F15-RastriginRot,MC-ESO-crowd,0,32,0.15960,5,0.0289244
F15-RastriginRot,MC-ESO,1,27,0.09902,2,0.00524954
F15-RastriginRot,NMMSO,1,24,0.19633,5,0.021167
F15-RastriginRot,NCDE,1,30,0.21386,5,0.034771
F15-RastriginRot,r3pso,1,30,0.10380,2,0.00524954
F15-RastriginRot,NM-Restart,1,19,0.21709,5,0.089841
F15-RastriginRot,IPOP-CMA-ES,1,52,0.29149,3,0.051947
F15-RastriginRot,DE,1,30,0.00000,1,0
F15-RastriginRot,PSO,1,30,0.09102,5,0.215558
F15-RastriginRot,Crowding-DE,1,30,0.15451,5,0.0225723
F15-RastriginRot,MAP-Elites,1,400,0.15819,5,0.0373723
F15-RastriginRot,MC-ESO-crowd,1,37,0.17363,5,0.0273573
F15-RastriginRot,MC-ESO,2,27,0.14387,5,0.0411787
F15-RastriginRot,NMMSO,2,22,0.19800,5,0.0211675
F15-RastriginRot,NCDE,2,30,0.15438,5,0.0316354
F15-RastriginRot,r3pso,2,30,0.15988,4,0.018639
F15-RastriginRot,NM-Restart,2,26,0.24471,5,0.056695
F15-RastriginRot,IPOP-CMA-ES,2,52,0.10523,4,0.0387957
F15-RastriginRot,DE,2,30,0.00000,1,0.0104991
F15-RastriginRot,PSO,2,30,0.09871,3,0.151397
F15-RastriginRot,Crowding-DE,2,30,0.18554,5,0.0311335
F15-RastriginRot,MAP-Elites,2,400,0.13236,5,0.0317361
F15-RastriginRot,MC-ESO-crowd,2,34,0.24878,5,0.0523287
F16-Weierstrass,MC-ESO,0,30,0.25639,5,3.43072e-08
F16-Weierstrass,NMMSO,0,41,0.21816,5,4.3844e-07
F16-Weierstrass,NCDE,0,30,0.39904,5,5.40105e-05
F16-Weierstrass,r3pso,0,30,0.24734,5,6.11749e-06
F16-Weierstrass,NM-Restart,0,1,0.00000,1,0.00688276
F16-Weierstrass,IPOP-CMA-ES,0,52,0.24598,5,0.00919225
F16-Weierstrass,DE,0,30,0.00000,1,0
F16-Weierstrass,PSO,0,30,0.08949,2,0.168351
F16-Weierstrass,Crowding-DE,0,30,0.26362,5,0.00261976
F16-Weierstrass,MAP-Elites,0,400,0.32831,5,0.0152631
F16-Weierstrass,MC-ESO-crowd,0,36,0.33861,5,0.000572174
F16-Weierstrass,MC-ESO,1,29,0.24709,5,0.00333168
F16-Weierstrass,NMMSO,1,38,0.27902,5,1.97602e-05
F16-Weierstrass,NCDE,1,30,0.30094,5,5.41016e-05
F16-Weierstrass,r3pso,1,30,0.28071,5,1.67692e-06
F16-Weierstrass,NM-Restart,1,26,0.42088,5,0.0092707
F16-Weierstrass,IPOP-CMA-ES,1,52,0.42675,3,0
F16-Weierstrass,DE,1,30,0.00000,1,0
F16-Weierstrass,PSO,1,30,0.10357,3,0.516011
F16-Weierstrass,Crowding-DE,1,30,0.26586,5,0.00120981
F16-Weierstrass,MAP-Elites,1,400,0.28820,5,0.00397792
F16-Weierstrass,MC-ESO-crowd,1,37,0.34809,5,0.000700242
F16-Weierstrass,MC-ESO,2,29,0.29696,5,0.00172684
F16-Weierstrass,NMMSO,2,35,0.37907,5,3.26033e-06
F16-Weierstrass,NCDE,2,30,0.37816,5,8.18968e-05
F16-Weierstrass,r3pso,2,30,0.34709,5,0.000208671
F16-Weierstrass,NM-Restart,2,25,0.50555,5,0.0458191
F16-Weierstrass,IPOP-CMA-ES,2,52,0.50597,4,0.0468826
F16-Weierstrass,DE,2,30,0.00000,1,0
F16-Weierstrass,PSO,2,30,0.33613,3,0.0716803
F16-Weierstrass,Crowding-DE,2,30,0.32811,5,0.00327264
F16-Weierstrass,MAP-Elites,2,400,0.28666,5,0.00547183
F16-Weierstrass,MC-ESO-crowd,2,36,0.40056,5,0.000210896
F17-SchafferF7,MC-ESO,0,24,0.30184,5,0.212855
F17-SchafferF7,NMMSO,0,15,0.06840,2,0.0734483
F17-SchafferF7,NCDE,0,30,0.18353,5,0.0995833
F17-SchafferF7,r3pso,0,30,0.00000,1,4.15875e-07
F17-SchafferF7,NM-Restart,0,24,0.37026,5,0.298222
F17-SchafferF7,IPOP-CMA-ES,0,52,0.00000,1,4.91986e-14
F17-SchafferF7,DE,0,30,0.00000,1,2.51013e-16
F17-SchafferF7,PSO,0,30,0.00000,1,6.3541e-10
F17-SchafferF7,Crowding-DE,0,30,0.10812,5,0.0651609
F17-SchafferF7,MAP-Elites,0,400,0.10775,5,0.0644908
F17-SchafferF7,MC-ESO-crowd,0,37,0.22509,5,0.0990162
F17-SchafferF7,MC-ESO,1,24,0.00000,1,2.51013e-16
F17-SchafferF7,NMMSO,1,18,0.30566,2,0.110616
F17-SchafferF7,NCDE,1,30,0.15445,5,0.0787357
F17-SchafferF7,r3pso,1,30,0.00000,1,7.83423e-10
F17-SchafferF7,NM-Restart,1,24,0.23661,5,0.138153
F17-SchafferF7,IPOP-CMA-ES,1,52,0.00000,1,2.12357e-13
F17-SchafferF7,DE,1,30,0.00000,1,5.02026e-16
F17-SchafferF7,PSO,1,30,0.00000,1,3.7916e-09
F17-SchafferF7,Crowding-DE,1,30,0.13198,5,0.0764148
F17-SchafferF7,MAP-Elites,1,399,0.09889,5,0.0610421
F17-SchafferF7,MC-ESO-crowd,1,40,0.18437,5,0.0810755
F17-SchafferF7,MC-ESO,2,35,0.17470,5,0.131879
F17-SchafferF7,NMMSO,2,19,0.18284,5,0.151551
F17-SchafferF7,NCDE,2,30,0.18575,5,0.0827179
F17-SchafferF7,r3pso,2,30,0.00000,1,9.82401e-08
F17-SchafferF7,NM-Restart,2,24,0.18486,5,0.156399
F17-SchafferF7,IPOP-CMA-ES,2,52,0.07204,3,0.085381
F17-SchafferF7,DE,2,30,0.00000,1,2.51013e-16
F17-SchafferF7,PSO,2,30,0.00000,1,2.41966e-09
F17-SchafferF7,Crowding-DE,2,30,0.10759,5,0.0668641
F17-SchafferF7,MAP-Elites,2,400,0.09212,5,0.0619964
F17-SchafferF7,MC-ESO-crowd,2,39,0.13074,5,0.0750526
F18-SchafferF7ill,MC-ESO,0,23,0.00000,1,2.33637e-17
F18-SchafferF7ill,NMMSO,0,14,0.05314,2,0.00324118
F18-SchafferF7ill,NCDE,0,30,0.13368,5,0.00571663
F18-SchafferF7ill,r3pso,0,30,0.05230,2,0.00238029
F18-SchafferF7ill,NM-Restart,0,23,0.51155,5,0.123766
F18-SchafferF7ill,IPOP-CMA-ES,0,52,0.61696,2,0.0207123
F18-SchafferF7ill,DE,0,30,0.00000,1,1.68218e-15
F18-SchafferF7ill,PSO,0,30,0.00000,1,3.43424e-08
F18-SchafferF7ill,Crowding-DE,0,30,0.14279,5,0.00611345
F18-SchafferF7ill,MAP-Elites,0,400,0.20009,5,0.0121098
F18-SchafferF7ill,MC-ESO-crowd,0,36,0.16925,5,0.00802851
F18-SchafferF7ill,MC-ESO,1,22,0.00000,1,2.33637e-17
F18-SchafferF7ill,NMMSO,1,13,0.34059,5,0.0449742
F18-SchafferF7ill,NCDE,1,30,0.21913,5,0.00978336
F18-SchafferF7ill,r3pso,1,30,0.09265,3,0.00476034
F18-SchafferF7ill,NM-Restart,1,24,0.37008,5,0.0212277
F18-SchafferF7ill,IPOP-CMA-ES,1,52,0.39931,2,0.0131412
F18-SchafferF7ill,DE,1,30,0.00000,1,6.54183e-16
F18-SchafferF7ill,PSO,1,30,0.00000,1,1.70628e-06
F18-SchafferF7ill,Crowding-DE,1,30,0.15163,5,0.00637574
F18-SchafferF7ill,MAP-Elites,1,400,0.18457,5,0.00927844
F18-SchafferF7ill,MC-ESO-crowd,1,40,0.24308,5,0.0102475
F18-SchafferF7ill,MC-ESO,2,22,0.00000,1,2.33637e-17
F18-SchafferF7ill,NMMSO,2,16,0.16628,4,0.0130049
F18-SchafferF7ill,NCDE,2,30,0.24396,5,0.0109224
F18-SchafferF7ill,r3pso,2,30,0.09203,3,0.00481783
F18-SchafferF7ill,NM-Restart,2,24,0.33894,5,0.0369784
F18-SchafferF7ill,IPOP-CMA-ES,2,52,0.14782,5,0.00990287
F18-SchafferF7ill,DE,2,30,0.00000,1,3.03728e-15
F18-SchafferF7ill,PSO,2,30,0.00000,1,6.4636e-06
F18-SchafferF7ill,Crowding-DE,2,30,0.13429,5,0.00576467
F18-SchafferF7ill,MAP-Elites,2,400,0.17827,5,0.0111264
F18-SchafferF7ill,MC-ESO-crowd,2,39,0.22273,5,0.0108262
F19-GriewankRosenbrock,MC-ESO,0,27,0.17402,5,0.00254622
F19-GriewankRosenbrock,NMMSO,0,61,0.27798,5,0.000794228
F19-GriewankRosenbrock,NCDE,0,30,0.31642,5,0.000538943
F19-GriewankRosenbrock,r3pso,0,30,0.15302,5,0.000380019
F19-GriewankRosenbrock,NM-Restart,0,27,0.37543,5,0.0064585
F19-GriewankRosenbrock,IPOP-CMA-ES,0,52,0.11973,5,0.00761386
F19-GriewankRosenbrock,DE,0,30,0.00000,1,0
F19-GriewankRosenbrock,PSO,0,30,0.00000,1,8.59258e-15
F19-GriewankRosenbrock,Crowding-DE,0,30,0.24952,5,0.000681477
F19-GriewankRosenbrock,MAP-Elites,0,400,0.26335,5,0.000984229
F19-GriewankRosenbrock,MC-ESO-crowd,0,38,0.30241,5,0.000937844
F19-GriewankRosenbrock,MC-ESO,1,28,0.16222,5,0.000761138
F19-GriewankRosenbrock,NMMSO,1,54,0.21435,5,0.00041146
F19-GriewankRosenbrock,NCDE,1,30,0.33022,5,0.000522451
F19-GriewankRosenbrock,r3pso,1,30,0.15910,5,0.00042792
F19-GriewankRosenbrock,NM-Restart,1,26,0.33257,5,0.0155764
F19-GriewankRosenbrock,IPOP-CMA-ES,1,27,0.16120,3,0.000672492
F19-GriewankRosenbrock,DE,1,30,0.00000,1,0
F19-GriewankRosenbrock,PSO,1,30,0.00000,1,4.46814e-14
F19-GriewankRosenbrock,Crowding-DE,1,30,0.38288,5,0.00112358
F19-GriewankRosenbrock,MAP-Elites,1,400,0.21144,5,0.00116639
F19-GriewankRosenbrock,MC-ESO-crowd,1,36,0.22089,5,0.000516587
F19-GriewankRosenbrock,MC-ESO,2,25,0.15739,3,0.000308331
F19-GriewankRosenbrock,NMMSO,2,44,0.29251,5,0.000914368
F19-GriewankRosenbrock,NCDE,2,30,0.20695,5,0.000696064
F19-GriewankRosenbrock,r3pso,2,30,0.28244,5,0.000822558
F19-GriewankRosenbrock,NM-Restart,2,26,0.28813,5,0.00569867
F19-GriewankRosenbrock,IPOP-CMA-ES,2,52,0.13752,5,0.00488048
F19-GriewankRosenbrock,DE,2,30,0.00000,1,0
F19-GriewankRosenbrock,PSO,2,30,0.00000,1,9.02221e-15
F19-GriewankRosenbrock,Crowding-DE,2,30,0.21706,5,0.000437844
F19-GriewankRosenbrock,MAP-Elites,2,399,0.20750,5,0.0011411
F19-GriewankRosenbrock,MC-ESO-crowd,2,40,0.27573,5,0.000790476
F20-Schwefel,MC-ESO,0,33,0.25695,5,0.53942
F20-Schwefel,NMMSO,0,15,0.25604,5,0.466778
F20-Schwefel,NCDE,0,30,0.30168,5,0.480545
F20-Schwefel,r3pso,0,30,0.24859,3,0.377767
F20-Schwefel,NM-Restart,0,26,0.29134,5,0.458007
F20-Schwefel,IPOP-CMA-ES,0,52,0.11439,2,0.199993
F20-Schwefel,DE,0,30,0.00000,1,0
F20-Schwefel,PSO,0,30,0.00000,1,0.399985
F20-Schwefel,Crowding-DE,0,30,0.29327,5,0.479288
F20-Schwefel,MAP-Elites,0,400,0.26055,5,0.641863
F20-Schwefel,MC-ESO-crowd,0,34,0.25614,5,0.55893
F20-Schwefel,MC-ESO,1,27,0.28327,3,0.399985
F20-Schwefel,NMMSO,1,15,0.25143,5,0.620762
F20-Schwefel,NCDE,1,30,0.28861,5,0.499267
F20-Schwefel,r3pso,1,30,0.37288,2,0.199993
F20-Schwefel,NM-Restart,1,25,0.25030,5,0.751333
F20-Schwefel,IPOP-CMA-ES,1,52,0.21169,4,0.562728
F20-Schwefel,DE,1,30,0.00000,1,0
F20-Schwefel,PSO,1,30,0.00000,1,7.67877e-14
F20-Schwefel,Crowding-DE,1,30,0.28990,5,0.48009
F20-Schwefel,MAP-Elites,1,400,0.23195,5,0.656217
F20-Schwefel,MC-ESO-crowd,1,38,0.25214,5,0.530426
F20-Schwefel,MC-ESO,2,29,0.21652,5,1.0029
F20-Schwefel,NMMSO,2,17,0.25623,5,0.466651
F20-Schwefel,NCDE,2,30,0.29145,5,0.470864
F20-Schwefel,r3pso,2,30,0.21335,5,0.547602
F20-Schwefel,NM-Restart,2,26,0.30037,5,0.618001
F20-Schwefel,IPOP-CMA-ES,2,52,0.23852,3,0.534419
F20-Schwefel,DE,2,30,0.00000,1,0
F20-Schwefel,PSO,2,30,0.00000,1,0.399985
F20-Schwefel,Crowding-DE,2,30,0.30347,5,0.498139
F20-Schwefel,MAP-Elites,2,400,0.24049,5,0.665678
F20-Schwefel,MC-ESO-crowd,2,40,0.29338,5,0.501581
F21-Gallagher101,MC-ESO,0,29,0.58020,3,0.0900628
F21-Gallagher101,NMMSO,0,18,0.45224,5,0.180732
F21-Gallagher101,NCDE,0,30,0.48674,5,0.102262
F21-Gallagher101,r3pso,0,30,0.38905,3,0.0398227
F21-Gallagher101,NM-Restart,0,28,0.56275,5,0.246859
F21-Gallagher101,IPOP-CMA-ES,0,101,0.47078,5,0.131413
F21-Gallagher101,DE,0,30,0.00000,1,0
F21-Gallagher101,PSO,0,30,0.28338,5,0.433387
F21-Gallagher101,Crowding-DE,0,30,0.45928,5,0.101227
F21-Gallagher101,MAP-Elites,0,400,0.13675,5,0.0448441
F21-Gallagher101,MC-ESO-crowd,0,31,0.48061,5,0.0826953
F21-Gallagher101,MC-ESO,1,30,0.06717,2,0.00438969
F21-Gallagher101,NMMSO,1,12,0.39813,5,0.155604
F21-Gallagher101,NCDE,1,30,0.47555,5,0.0967978
F21-Gallagher101,r3pso,1,30,0.40311,4,0.135188
F21-Gallagher101,NM-Restart,1,26,0.39855,5,0.155601
F21-Gallagher101,IPOP-CMA-ES,1,101,0.39804,5,0.170902
F21-Gallagher101,DE,1,30,0.00000,1,0
F21-Gallagher101,PSO,1,30,0.00000,1,0.15493
F21-Gallagher101,Crowding-DE,1,30,0.45054,5,0.116201
F21-Gallagher101,MAP-Elites,1,400,0.11982,5,0.0365786
F21-Gallagher101,MC-ESO-crowd,1,32,0.32181,5,0.0483416
F21-Gallagher101,MC-ESO,2,29,0.00000,1,0
F21-Gallagher101,NMMSO,2,14,0.39723,5,0.156526
F21-Gallagher101,NCDE,2,30,0.39624,5,0.156793
F21-Gallagher101,r3pso,2,30,0.58025,3,0.0900628
F21-Gallagher101,NM-Restart,2,26,0.46517,5,0.189178
F21-Gallagher101,IPOP-CMA-ES,2,101,0.50346,3,0.120793
F21-Gallagher101,DE,2,30,0.00000,1,0
F21-Gallagher101,PSO,2,30,0.00000,1,0.15493
F21-Gallagher101,Crowding-DE,2,30,0.44620,5,0.0867592
F21-Gallagher101,MAP-Elites,2,400,0.12483,5,0.0364875
F21-Gallagher101,MC-ESO-crowd,2,32,0.43883,5,0.137145
F22-Gallagher21,MC-ESO,0,31,0.23735,5,0.033076
F22-Gallagher21,NMMSO,0,12,0.50612,5,0.23286
F22-Gallagher21,NCDE,0,30,0.14874,5,0.0277887
F22-Gallagher21,r3pso,0,30,0.22549,2,0.0191974
F22-Gallagher21,NM-Restart,0,26,0.38614,5,0.4069
F22-Gallagher21,IPOP-CMA-ES,0,101,0.15829,5,0.0119712
F22-Gallagher21,DE,0,30,0.00000,1,0
F22-Gallagher21,PSO,0,30,0.00000,1,0
F22-Gallagher21,Crowding-DE,0,30,0.15045,5,0.00302739
F22-Gallagher21,MAP-Elites,0,400,0.16297,5,0.0056997
F22-Gallagher21,MC-ESO-crowd,0,35,0.21814,5,0.0110731
F22-Gallagher21,MC-ESO,1,30,0.44936,5,0.482336
F22-Gallagher21,NMMSO,1,9,0.50485,5,0.65001
F22-Gallagher21,NCDE,1,30,0.33273,5,0.10319
F22-Gallagher21,r3pso,1,30,0.10083,2,0.000948102
F22-Gallagher21,NM-Restart,1,26,0.38613,5,0.4069
F22-Gallagher21,IPOP-CMA-ES,1,101,0.15487,5,0.0392425
F22-Gallagher21,DE,1,30,0.00000,1,0
F22-Gallagher21,PSO,1,30,0.00000,1,0
F22-Gallagher21,Crowding-DE,1,30,0.16184,5,0.01158
F22-Gallagher21,MAP-Elites,1,399,0.17604,5,0.00643209
F22-Gallagher21,MC-ESO-crowd,1,40,0.15962,5,0.00692744
F22-Gallagher21,MC-ESO,2,32,0.42813,5,0.253608
F22-Gallagher21,NMMSO,2,10,0.39683,5,0.699163
F22-Gallagher21,NCDE,2,30,0.37089,5,0.297381
F22-Gallagher21,r3pso,2,30,0.08610,3,0.00296688
F22-Gallagher21,NM-Restart,2,25,0.40962,5,0.666829
F22-Gallagher21,IPOP-CMA-ES,2,101,0.43665,4,0.177863
F22-Gallagher21,DE,2,30,0.00000,1,0
F22-Gallagher21,PSO,2,30,0.00000,1,0
F22-Gallagher21,Crowding-DE,2,30,0.24948,5,0.0420659
F22-Gallagher21,MAP-Elites,2,400,0.12808,5,0.00241801
F22-Gallagher21,MC-ESO-crowd,2,32,0.19365,5,0.00841952
F23-Katsuura,MC-ESO,0,34,0.42436,5,0.0349434
F23-Katsuura,NMMSO,0,45,0.58343,5,0.0749644
F23-Katsuura,NCDE,0,30,0.34185,5,0.000836639
F23-Katsuura,r3pso,0,30,0.56603,5,0.0402511
F23-Katsuura,NM-Restart,0,3,0.83996,3,0.181555
F23-Katsuura,IPOP-CMA-ES,0,14,0.85636,3,0.182117
F23-Katsuura,DE,0,30,0.43643,5,0.000398351
F23-Katsuura,PSO,0,30,0.10957,5,1.52481
F23-Katsuura,Crowding-DE,0,30,0.45096,5,0.00139419
F23-Katsuura,MAP-Elites,0,400,0.26486,5,0.164859
F23-Katsuura,MC-ESO-crowd,0,41,0.42574,5,0.0829087
F23-Katsuura,MC-ESO,1,26,0.48541,5,0.128836
F23-Katsuura,NMMSO,1,29,0.47253,5,0.0517002
F23-Katsuura,NCDE,1,30,0.15332,5,0.00053142
F23-Katsuura,r3pso,1,30,0.57237,5,0.0105401
F23-Katsuura,NM-Restart,1,1,0.00000,1,0.385415
F23-Katsuura,IPOP-CMA-ES,1,27,0.24026,5,0.621132
F23-Katsuura,DE,1,30,0.40126,5,4.40182e-05
F23-Katsuura,PSO,1,30,0.12380,5,1.13536
F23-Katsuura,Crowding-DE,1,30,0.51305,5,0.00141915
F23-Katsuura,MAP-Elites,1,400,0.44199,5,0.0852874
F23-Katsuura,MC-ESO-crowd,1,33,0.26682,5,0.00278621
F23-Katsuura,MC-ESO,2,26,0.49406,5,0.402777
F23-Katsuura,NMMSO,2,45,0.44658,5,0.07768
F23-Katsuura,NCDE,2,30,0.15931,5,0.000669172
F23-Katsuura,r3pso,2,30,0.49365,5,0.0568668
F23-Katsuura,NM-Restart,2,17,0.59835,5,0
F23-Katsuura,IPOP-CMA-ES,2,27,0.61545,4,0.0794924
F23-Katsuura,DE,2,30,0.19398,5,4.67237e-05
F23-Katsuura,PSO,2,30,0.11670,5,1.70467
F23-Katsuura,Crowding-DE,2,30,0.45261,5,0.0064082
F23-Katsuura,MAP-Elites,2,400,0.56206,5,0.0999753
F23-Katsuura,MC-ESO-crowd,2,38,0.59155,5,0.0167067
F24-LunacekRastrigin,MC-ESO,0,38,0.26643,5,0.227189
F24-LunacekRastrigin,NMMSO,0,38,0.40106,5,0.265836
F24-LunacekRastrigin,NCDE,0,30,0.38244,5,0.203324
F24-LunacekRastrigin,r3pso,0,30,0.31849,5,0.282879
F24-LunacekRastrigin,NM-Restart,0,17,0.22105,5,0.469716
F24-LunacekRastrigin,IPOP-CMA-ES,0,27,0.20867,4,0.421632
F24-LunacekRastrigin,DE,0,30,0.00000,1,0.238925
F24-LunacekRastrigin,PSO,0,30,0.08620,4,1.81884
F24-LunacekRastrigin,Crowding-DE,0,30,0.30015,5,0.181455
F24-LunacekRastrigin,MAP-Elites,0,400,0.37600,5,0.279103
F24-LunacekRastrigin,MC-ESO-crowd,0,38,0.38551,5,0.246771
F24-LunacekRastrigin,MC-ESO,1,34,0.38056,5,0.233863
F24-LunacekRastrigin,NMMSO,1,39,0.37925,5,0.295976
F24-LunacekRastrigin,NCDE,1,30,0.38377,5,0.221418
F24-LunacekRastrigin,r3pso,1,30,0.10659,5,0.299878
F24-LunacekRastrigin,NM-Restart,1,17,0.44777,5,0.539462
F24-LunacekRastrigin,IPOP-CMA-ES,1,52,0.15786,5,0.442791
F24-LunacekRastrigin,DE,1,30,0.00000,1,0.238925
F24-LunacekRastrigin,PSO,1,30,0.09938,4,2.1566
F24-LunacekRastrigin,Crowding-DE,1,30,0.28114,5,0.232869
F24-LunacekRastrigin,MAP-Elites,1,400,0.27883,5,0.283809
F24-LunacekRastrigin,MC-ESO-crowd,1,39,0.40233,5,0.194633
F24-LunacekRastrigin,MC-ESO,2,38,0.30924,5,0.234848
F24-LunacekRastrigin,NMMSO,2,57,0.37007,5,0.230629
F24-LunacekRastrigin,NCDE,2,30,0.38530,5,0.208558
F24-LunacekRastrigin,r3pso,2,30,0.38470,5,0.248279
F24-LunacekRastrigin,NM-Restart,2,27,0.37822,5,0.417064
F24-LunacekRastrigin,IPOP-CMA-ES,2,27,0.23452,3,0.388183
F24-LunacekRastrigin,DE,2,30,0.00000,1,1.42004e-13
F24-LunacekRastrigin,PSO,2,30,0.28041,4,2.96998
F24-LunacekRastrigin,Crowding-DE,2,30,0.40449,5,0.191572
F24-LunacekRastrigin,MAP-Elites,2,400,0.40442,5,0.315915
F24-LunacekRastrigin,MC-ESO-crowd,2,38,0.35936,5,0.215042
