function,method,seed,scenario,regret
F01-Sphere,NM-Restart,1,31,3.9079e-06
F01-Sphere,NM-Restart,1,32,1.2529e-08
F01-Sphere,NM-Restart,1,33,1.25048e-08
F01-Sphere,NM-Restart,1,34,2.09957e-08
F01-Sphere,NM-Restart,1,35,7.27987e-06
F01-Sphere,NM-Restart,1,36,0
F01-Sphere,NM-Restart,1,37,4.97082e-07
F01-Sphere,NM-Restart,1,38,0
F01-Sphere,NM-Restart,1,39,6.10144e-06
F01-Sphere,NM-Restart,1,40,4.26108e-09
F01-Sphere,NM-Restart,1,41,2.72244e-08
F01-Sphere,NM-Restart,1,42,3.48602e-09
F01-Sphere,NM-Restart,1,43,7.04824e-06
F01-Sphere,NM-Restart,1,44,8.67179e-07
F01-Sphere,IPOP-CMA-ES,1,15,7.03095e-06
F01-Sphere,IPOP-CMA-ES,1,16,5.68477e-09
F01-Sphere,IPOP-CMA-ES,1,17,6.33268e-09
F01-Sphere,IPOP-CMA-ES,1,18,7.60632e-06
F01-Sphere,IPOP-CMA-ES,1,19,7.63337e-06
F01-Sphere,IPOP-CMA-ES,1,20,6.38234e-06
F01-Sphere,IPOP-CMA-ES,1,21,9.18035e-09
F01-Sphere,IPOP-CMA-ES,1,22,1.51395e-08
F01-Sphere,IPOP-CMA-ES,1,23,7.33468e-06
F01-Sphere,IPOP-CMA-ES,1,24,1.63067e-08
F01-Sphere,IPOP-CMA-ES,1,25,5.44794e-06
F01-Sphere,IPOP-CMA-ES,1,26,4.85999e-06
F01-Sphere,IPOP-CMA-ES,1,27,7.52722e-06
F01-Sphere,IPOP-CMA-ES,1,28,5.88308e-09
F01-Sphere,IPOP-CMA-ES,1,29,7.19473e-07
F01-Sphere,IPOP-CMA-ES,1,30,1.61399e-08
F01-Sphere,IPOP-CMA-ES,1,31,3.902e-06
F01-Sphere,IPOP-CMA-ES,1,32,1.81154e-08
F01-Sphere,IPOP-CMA-ES,1,33,1.81325e-08
F01-Sphere,IPOP-CMA-ES,1,34,2.14365e-08
F01-Sphere,IPOP-CMA-ES,1,35,7.27042e-06
F01-Sphere,IPOP-CMA-ES,1,36,8.20538e-09
F01-Sphere,IPOP-CMA-ES,1,37,4.95247e-07
F01-Sphere,IPOP-CMA-ES,1,38,6.03427e-09
F01-Sphere,IPOP-CMA-ES,1,39,6.09463e-06
F01-Sphere,IPOP-CMA-ES,1,40,1.39466e-08
F01-Sphere,IPOP-CMA-ES,1,41,2.60356e-08
F01-Sphere,IPOP-CMA-ES,1,42,1.31915e-08
F01-Sphere,IPOP-CMA-ES,1,43,7.03899e-06
F01-Sphere,IPOP-CMA-ES,1,44,8.6489e-07
F01-Sphere,DE,1,15,7.03122e-06
F01-Sphere,DE,1,16,1.28127e-08
F01-Sphere,DE,1,17,1.32119e-08
F01-Sphere,DE,1,18,7.60478e-06
F01-Sphere,DE,1,19,7.62925e-06
F01-Sphere,DE,1,20,6.38388e-06
F01-Sphere,DE,1,21,1.3492e-08
F01-Sphere,DE,1,22,8.34161e-09
F01-Sphere,DE,1,23,7.33415e-06
F01-Sphere,DE,1,24,1.61615e-08
F01-Sphere,DE,1,25,5.44089e-06
F01-Sphere,DE,1,26,4.86359e-06
F01-Sphere,DE,1,27,7.52602e-06
F01-Sphere,DE,1,28,1.29419e-08
F01-Sphere,DE,1,29,7.26166e-07
F01-Sphere,DE,1,30,9.72729e-09
F01-Sphere,DE,1,31,3.90656e-06
F01-Sphere,DE,1,32,1.33148e-08
F01-Sphere,DE,1,33,1.33627e-08
F01-Sphere,DE,1,34,2.88353e-08
F01-Sphere,DE,1,35,7.27007e-06
F01-Sphere,DE,1,36,1.3844e-08
F01-Sphere,DE,1,37,5.02041e-07
F01-Sphere,DE,1,38,1.30364e-08
F01-Sphere,DE,1,39,6.08798e-06
F01-Sphere,DE,1,40,1.55232e-08
F01-Sphere,DE,1,41,3.30427e-08
F01-Sphere,DE,1,42,1.52157e-08
F01-Sphere,DE,1,43,7.03924e-06
F01-Sphere,DE,1,44,8.71514e-07
F01-Sphere,PSO,1,15,7.03572e-06
F01-Sphere,PSO,1,16,8.63491e-09
F01-Sphere,PSO,1,17,8.76395e-09
F01-Sphere,PSO,1,18,7.60984e-06
F01-Sphere,PSO,1,19,7.6346e-06
F01-Sphere,PSO,1,20,6.38782e-06
F01-Sphere,PSO,1,21,8.14249e-09
