function,method,seed,scenario,regret
F01-Sphere,MC-ESO,0,15,1.61296e-08
F01-Sphere,MC-ESO,0,16,1.26078e-08
F01-Sphere,MC-ESO,0,17,1.80161e-09
F01-Sphere,MC-ESO,0,18,3.42596e-10
F01-Sphere,MC-ESO,0,19,9.01096e-09
F01-Sphere,MC-ESO,0,20,9.26429e-09
F01-Sphere,MC-ESO,0,21,6.83471e-09
F01-Sphere,MC-ESO,0,22,7.86489e-09
F01-Sphere,MC-ESO,0,23,1.38353e-08
F01-Sphere,MC-ESO,0,24,1.60879e-08
F01-Sphere,MC-ESO,0,25,1.38945e-09
F01-Sphere,MC-ESO,0,26,1.22067e-08
F01-Sphere,MC-ESO,0,27,1.83971e-08
F01-Sphere,MC-ESO,0,28,1.09159e-08
F01-Sphere,MC-ESO,0,29,1.53623e-08
F01-Sphere,MC-ESO,0,30,1.57121e-08
F01-Sphere,MC-ESO,0,31,1.52442e-08
F01-Sphere,MC-ESO,0,32,1.8209e-08
F01-Sphere,MC-ESO,0,33,1.43768e-08
F01-Sphere,MC-ESO,0,34,1.10022e-08
F01-Sphere,MC-ESO,0,35,1.05719e-08
F01-Sphere,MC-ESO,0,36,1.39454e-08
F01-Sphere,MC-ESO,0,37,1.14567e-08
F01-Sphere,MC-ESO,0,38,1.52153e-08
F01-Sphere,MC-ESO,0,39,7.11945e-09
F01-Sphere,MC-ESO,0,40,1.66433e-08
F01-Sphere,MC-ESO,0,41,1.26479e-08
F01-Sphere,MC-ESO,0,42,1.53395e-08
F01-Sphere,MC-ESO,0,43,2.47236e-09
F01-Sphere,MC-ESO,0,44,0
F01-Sphere,NMMSO,0,15,2.09499e-08
F01-Sphere,NMMSO,0,16,2.56647e-08
F01-Sphere,NMMSO,0,17,2.39974e-11
F01-Sphere,NMMSO,0,18,2.21305e-09
F01-Sphere,NMMSO,0,19,0
F01-Sphere,NMMSO,0,20,2.16232e-08
F01-Sphere,NMMSO,0,21,0
F01-Sphere,NMMSO,0,22,0
F01-Sphere,NMMSO,0,23,3.89519e-09
F01-Sphere,NMMSO,0,24,2.90153e-08
F01-Sphere,NMMSO,0,25,1.05382e-08
F01-Sphere,NMMSO,0,26,2.52104e-08
F01-Sphere,NMMSO,0,27,2.87049e-08
F01-Sphere,NMMSO,0,28,9.32087e-09
F01-Sphere,NMMSO,0,29,2.49528e-09
F01-Sphere,NMMSO,0,30,1.99734e-08
F01-Sphere,NMMSO,0,31,3.10821e-09
F01-Sphere,NMMSO,0,32,2.94349e-08
F01-Sphere,NMMSO,0,33,1.28941e-09
F01-Sphere,NMMSO,0,34,8.5501e-09
F01-Sphere,NMMSO,0,35,0
F01-Sphere,NMMSO,0,36,9.88397e-10
F01-Sphere,NMMSO,0,37,0
F01-Sphere,NMMSO,0,38,2.14505e-09
F01-Sphere,NMMSO,0,39,1.87877e-08
F01-Sphere,NMMSO,0,40,2.93812e-08
F01-Sphere,NMMSO,0,41,1.34939e-08
F01-Sphere,NMMSO,0,42,2.412e-09
F01-Sphere,NMMSO,0,43,1.21642e-08
F01-Sphere,NMMSO,0,44,5.83846e-09
F01-Sphere,NCDE,0,15,1.81408e-08
F01-Sphere,NCDE,0,16,1.58588e-08
F01-Sphere,NCDE,0,17,5.21483e-10
F01-Sphere,NCDE,0,18,0
F01-Sphere,NCDE,0,19,6.09153e-09
F01-Sphere,NCDE,0,20,1.21528e-08
F01-Sphere,NCDE,0,21,4.36945e-09
F01-Sphere,NCDE,0,22,5.17903e-09
F01-Sphere,NCDE,0,23,1.18275e-08
F01-Sphere,NCDE,0,24,1.95614e-08
F01-Sphere,NCDE,0,25,3.14117e-09
F01-Sphere,NCDE,0,26,1.54197e-08
F01-Sphere,NCDE,0,27,2.15604e-08
F01-Sphere,NCDE,0,28,1.13315e-08
F01-Sphere,NCDE,0,29,1.22316e-08
F01-Sphere,NCDE,0,30,1.75928e-08
F01-Sphere,NCDE,0,31,1.24489e-08
F01-Sphere,NCDE,0,32,2.15249e-08
F01-Sphere,NCDE,0,33,1.09318e-08
F01-Sphere,NCDE,0,34,1.11893e-08
F01-Sphere,NCDE,0,35,7.36256e-09
