function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f,reported_uncapped,distinct_uncapped,n_reported_pts_uncapped
N06-Shubert2D,18,0.1,0,200000,100,18,18,-1,-1,18,0,100,331,331,331,323,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,0.1,1,200000,100,18,18,-1,-1,18,0,100,318,318,318,310,8.526512829121202e-14,18,23,226
N06-Shubert2D,18,0.1,2,200000,100,18,18,-1,-1,18,0,100,346,346,346,342,8.526512829121202e-14,18,38,226
N06-Shubert2D,18,0.1,3,200000,100,18,18,-1,-1,18,0,100,325,325,325,318,1.4210854715202004e-13,18,41,226
N06-Shubert2D,18,0.1,4,200000,100,18,18,-1,-1,18,0,100,347,347,347,335,1.4210854715202004e-13,18,42,226
N06-Shubert2D,18,0.1,5,200000,100,18,18,-1,-1,18,0,100,347,347,347,338,8.526512829121202e-14,18,42,226
N06-Shubert2D,18,0.1,6,200000,100,18,18,-1,-1,18,0,100,332,332,332,326,1.1368683772161603e-13,18,26,226
N06-Shubert2D,18,0.1,7,200000,100,18,18,-1,-1,18,0,100,327,327,327,319,1.1368683772161603e-13,18,22,226
N06-Shubert2D,18,0.1,8,200000,100,18,18,-1,-1,18,0,100,327,327,327,315,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.1,9,200000,100,18,18,-1,-1,18,0,100,328,328,328,318,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.1,10,200000,100,18,18,-1,-1,18,0,100,323,323,323,316,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.1,11,200000,100,18,17,-1,-1,17,0,100,333,333,333,328,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.1,12,200000,100,18,18,-1,-1,18,0,100,328,328,328,318,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,0.1,13,200000,100,18,18,-1,-1,18,0,100,329,329,329,318,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.1,14,200000,100,18,18,-1,-1,18,0,100,344,344,344,335,1.4210854715202004e-13,18,27,226
N06-Shubert2D,18,0.01,0,200000,100,18,18,-1,-1,18,0,100,331,331,331,322,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,0.01,1,200000,100,18,18,-1,-1,18,0,100,318,318,318,309,8.526512829121202e-14,18,23,226
N06-Shubert2D,18,0.01,2,200000,100,18,18,-1,-1,18,0,100,346,346,346,342,8.526512829121202e-14,18,38,226
N06-Shubert2D,18,0.01,3,200000,100,18,18,-1,-1,18,0,100,325,325,325,318,1.4210854715202004e-13,18,41,226
N06-Shubert2D,18,0.01,4,200000,100,18,18,-1,-1,18,0,100,347,347,347,335,1.4210854715202004e-13,18,42,226
N06-Shubert2D,18,0.01,5,200000,100,18,18,-1,-1,18,0,100,347,347,347,338,8.526512829121202e-14,18,42,226
N06-Shubert2D,18,0.01,6,200000,100,18,18,-1,-1,18,0,100,332,332,332,325,1.1368683772161603e-13,18,26,226
N06-Shubert2D,18,0.01,7,200000,100,18,18,-1,-1,18,0,100,327,327,327,318,1.1368683772161603e-13,18,22,226
N06-Shubert2D,18,0.01,8,200000,100,18,18,-1,-1,18,0,100,327,327,327,313,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.01,9,200000,100,18,18,-1,-1,18,0,100,328,328,328,318,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.01,10,200000,100,18,18,-1,-1,18,0,100,323,323,323,315,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.01,11,200000,100,18,17,-1,-1,17,0,100,333,333,333,326,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.01,12,200000,100,18,18,-1,-1,18,0,100,328,328,328,317,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,0.01,13,200000,100,18,18,-1,-1,18,0,100,329,329,329,315,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.01,14,200000,100,18,18,-1,-1,18,0,100,344,344,344,335,1.4210854715202004e-13,18,27,226
N06-Shubert2D,18,0.001,0,200000,100,18,18,-1,-1,18,0,100,331,331,331,322,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,0.001,1,200000,100,18,18,-1,-1,18,0,100,318,318,318,308,8.526512829121202e-14,18,23,226
N06-Shubert2D,18,0.001,2,200000,100,18,18,-1,-1,18,0,100,346,346,346,342,8.526512829121202e-14,18,38,226
N06-Shubert2D,18,0.001,3,200000,100,18,18,-1,-1,18,0,100,325,325,325,318,1.4210854715202004e-13,18,41,226
N06-Shubert2D,18,0.001,4,200000,100,18,18,-1,-1,18,0,100,347,347,347,335,1.4210854715202004e-13,18,42,226
N06-Shubert2D,18,0.001,5,200000,100,18,18,-1,-1,18,0,100,347,347,347,337,8.526512829121202e-14,18,42,226
N06-Shubert2D,18,0.001,6,200000,100,18,18,-1,-1,18,0,100,332,332,332,325,1.1368683772161603e-13,18,26,226
N06-Shubert2D,18,0.001,7,200000,100,18,18,-1,-1,18,0,100,327,327,327,318,1.1368683772161603e-13,18,22,226
N06-Shubert2D,18,0.001,8,200000,100,18,18,-1,-1,18,0,100,327,327,327,312,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.001,9,200000,100,18,18,-1,-1,18,0,100,328,328,328,317,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.001,10,200000,100,18,18,-1,-1,18,0,100,323,323,323,312,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.001,11,200000,100,18,17,-1,-1,17,0,100,333,333,333,326,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.001,12,200000,100,18,18,-1,-1,18,0,100,328,328,328,316,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,0.001,13,200000,100,18,18,-1,-1,18,0,100,329,329,329,315,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.001,14,200000,100,18,18,-1,-1,18,0,100,344,344,344,335,1.4210854715202004e-13,18,27,226
N06-Shubert2D,18,0.0001,0,200000,100,18,18,-1,-1,18,0,100,331,331,331,216,1.4210854715202004e-13,18,25,226
N06-Shubert2D,18,0.0001,1,200000,100,18,18,-1,-1,18,0,100,318,318,318,307,8.526512829121202e-14,18,23,226
N06-Shubert2D,18,0.0001,2,200000,100,18,18,-1,-1,18,0,100,346,346,346,235,8.526512829121202e-14,18,38,226
N06-Shubert2D,18,0.0001,3,200000,100,18,18,-1,-1,18,0,100,325,325,325,199,1.4210854715202004e-13,18,41,226
N06-Shubert2D,18,0.0001,4,200000,100,18,18,-1,-1,18,0,100,347,347,347,204,1.4210854715202004e-13,18,42,226
N06-Shubert2D,18,0.0001,5,200000,100,18,18,-1,-1,18,0,100,347,347,347,204,8.526512829121202e-14,18,42,226
N06-Shubert2D,18,0.0001,6,200000,100,18,18,-1,-1,18,0,100,332,332,332,210,1.1368683772161603e-13,18,26,226
N06-Shubert2D,18,0.0001,7,200000,100,18,18,-1,-1,18,0,100,327,327,327,234,1.1368683772161603e-13,18,22,226
N06-Shubert2D,18,0.0001,8,200000,100,18,18,-1,-1,18,0,100,327,327,327,281,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.0001,9,200000,100,18,18,-1,-1,18,0,100,328,328,328,238,8.526512829121202e-14,18,24,226
N06-Shubert2D,18,0.0001,10,200000,100,18,18,-1,-1,18,0,100,323,323,323,307,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.0001,11,200000,100,18,17,-1,-1,17,0,100,333,333,333,199,8.526512829121202e-14,18,21,226
N06-Shubert2D,18,0.0001,12,200000,100,18,18,-1,-1,18,0,100,328,328,328,226,1.4210854715202004e-13,18,39,226
N06-Shubert2D,18,0.0001,13,200000,100,18,18,-1,-1,18,0,100,329,329,329,193,8.526512829121202e-14,18,32,226
N06-Shubert2D,18,0.0001,14,200000,100,18,18,-1,-1,18,0,100,344,344,344,257,1.4210854715202004e-13,18,27,226
N06-Shubert2D,18,1e-05,0,200000,100,13,13,-1,-1,18,5,100,331,331,331,22,1.4210854715202004e-13,13,25,226
N06-Shubert2D,18,1e-05,1,200000,100,16,16,-1,-1,18,2,100,318,318,318,46,8.526512829121202e-14,16,23,226
N06-Shubert2D,18,1e-05,2,200000,100,12,12,-1,-1,18,6,100,346,346,346,25,8.526512829121202e-14,12,38,226
N06-Shubert2D,18,1e-05,3,200000,100,16,16,-1,-1,18,2,100,325,325,325,28,1.4210854715202004e-13,16,41,226
N06-Shubert2D,18,1e-05,4,200000,100,9,9,-1,-1,18,9,100,347,347,347,12,1.4210854715202004e-13,9,42,226
N06-Shubert2D,18,1e-05,5,200000,100,12,12,-1,-1,18,6,100,347,347,347,23,8.526512829121202e-14,12,42,226
N06-Shubert2D,18,1e-05,6,200000,100,9,9,-1,-1,18,9,100,332,332,332,20,1.1368683772161603e-13,9,26,226
N06-Shubert2D,18,1e-05,7,200000,100,12,12,-1,-1,18,6,100,327,327,327,24,1.1368683772161603e-13,12,22,226
N06-Shubert2D,18,1e-05,8,200000,100,14,14,-1,-1,18,4,100,327,327,327,33,8.526512829121202e-14,14,32,226
N06-Shubert2D,18,1e-05,9,200000,100,15,15,-1,-1,18,3,100,328,328,328,25,8.526512829121202e-14,15,24,226
N06-Shubert2D,18,1e-05,10,200000,100,15,15,-1,-1,18,3,100,323,323,323,34,8.526512829121202e-14,15,21,226
N06-Shubert2D,18,1e-05,11,200000,100,11,11,-1,-1,17,6,100,333,333,333,23,8.526512829121202e-14,11,21,226
N06-Shubert2D,18,1e-05,12,200000,100,13,13,-1,-1,18,5,100,328,328,328,26,1.4210854715202004e-13,13,39,226
N06-Shubert2D,18,1e-05,13,200000,100,12,12,-1,-1,18,6,100,329,329,329,22,8.526512829121202e-14,12,32,226
N06-Shubert2D,18,1e-05,14,200000,100,15,15,-1,-1,18,3,100,344,344,344,33,1.4210854715202004e-13,15,27,226
