arm,seed,best_f,n_rep,n_hunts,n_basin_resets,median_hunt_len,wall_s,pr_0.1,pr_0.01,pr_0.001,pr_0.0001,pr_1e-05,prtrue_0.1,prtrue_0.01,prtrue_0.001,prtrue_0.0001,prtrue_1e-05
base,0,6.22882e-12,100,252,0,1499,98.6,1,0.333333,0.166667,0.166667,0.166667,0.666667,0.333333,0.166667,0.166667,0.166667
base,1,3.11442e-12,100,254,0,1499,94.4,1,0.166667,0.166667,0.166667,0.166667,0.666667,0.166667,0.166667,0.166667,0.166667
base,2,2.25159e-12,100,253,0,1499,88.6,1,0.5,0.333333,0.166667,0.166667,0.666667,0.5,0.333333,0.166667,0.166667
base,3,1.55721e-12,100,253,0,1499,88.2,1,0.666667,0.166667,0.166667,0.166667,0.666667,0.666667,0.166667,0.166667,0.166667
