arm,seed,best_f,n_rep,n_hunts,n_basin_resets,median_hunt_len,wall_s,pr_0.1,pr_0.01,pr_0.001,pr_0.0001,pr_1e-05,prtrue_0.1,prtrue_0.01,prtrue_0.001,prtrue_0.0001,prtrue_1e-05
basin,8,1.55722e-12,100,129,10860,2879,90.1,1,0.5,0.166667,0.166667,0.166667,0.666667,0.5,0.166667,0.166667,0.166667
basin,9,3.11444e-12,100,118,11865,2874,93.1,1,0.333333,0.333333,0.333333,0.333333,0.5,0.333333,0.333333,0.333333,0.333333
basin,10,3.11443e-12,100,131,10866,2879,88.9,1,0.5,0.166667,0.166667,0.166667,0.666667,0.5,0.166667,0.166667,0.166667
basin,11,1.55722e-12,100,122,11148,2879,90.8,1,0.166667,0.166667,0.166667,0.166667,0.666667,0.166667,0.166667,0.166667,0.166667
