function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N05-SixHumpCamel,r3pso,current,3,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,4,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,5,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,6,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,7,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,8,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,9,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,10,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,11,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,12,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,13,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,r3pso,current,14,50000,2,30,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,DE,current,0,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,1,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,2,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,3,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,4,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,5,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,6,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,7,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,8,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,9,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,10,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,11,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,12,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,13,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,DE,current,14,50000,2,30,0.5000,0.5000,0.5000,0.5000,0.5000
N05-SixHumpCamel,NM-Restart,current,0,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,1,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,2,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,3,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,4,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,5,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,6,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,7,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,8,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,9,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,10,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,11,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,12,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,13,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NM-Restart,current,14,50000,2,100,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,0,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,1,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,2,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,3,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,4,50000,2,5,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,5,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,6,50000,2,5,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,7,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,8,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,9,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,10,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,11,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,12,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,13,50000,2,3,1.0000,1.0000,1.0000,1.0000,1.0000
N05-SixHumpCamel,NMMSO,current,14,50000,2,4,1.0000,1.0000,1.0000,1.0000,1.0000
