function,K,eps,seed,evals,cap,visited,reported,resel,n_resel_pts,distinct,blocked,n_reported_pts,spillover,basin_switch,hunts,landed,best_f
N06-Shubert2D,18,0.1,0,20000,100,14,14,-1,-1,28,14,69,43,43,43,23,1.4210854715202004e-13
N06-Shubert2D,18,0.1,1,20000,100,15,15,-1,-1,24,9,70,44,44,44,30,8.526512829121202e-14
N06-Shubert2D,18,0.1,2,20000,100,12,12,-1,-1,39,27,70,44,44,44,19,8.526512829121202e-14
N06-Shubert2D,18,0.1,3,20000,100,11,11,-1,-1,32,21,67,41,41,41,20,1.4210854715202004e-13
N06-Shubert2D,18,0.1,4,20000,100,14,13,-1,-1,37,24,68,42,42,42,19,1.4210854715202004e-13
N06-Shubert2D,18,0.1,5,20000,100,13,12,-1,-1,36,24,69,43,43,43,20,8.526512829121202e-14
N06-Shubert2D,18,0.1,6,20000,100,15,15,-1,-1,29,14,71,45,45,45,28,1.1368683772161603e-13
N06-Shubert2D,18,0.1,7,20000,100,15,15,-1,-1,22,7,69,43,43,43,32,1.1368683772161603e-13
N06-Shubert2D,18,0.1,8,20000,100,17,16,-1,-1,27,11,69,43,43,43,28,8.526512829121202e-14
N06-Shubert2D,18,0.1,9,20000,100,12,12,-1,-1,24,12,70,44,44,44,25,8.526512829121202e-14
N06-Shubert2D,18,0.1,10,20000,100,16,16,-1,-1,20,4,68,42,42,42,35,8.526512829121202e-14
N06-Shubert2D,18,0.1,11,20000,100,12,12,-1,-1,25,13,72,46,46,46,26,8.526512829121202e-14
N06-Shubert2D,18,0.1,12,20000,100,16,16,-1,-1,27,11,72,46,46,46,32,1.4210854715202004e-13
N06-Shubert2D,18,0.1,13,20000,100,13,13,-1,-1,32,19,71,45,45,45,24,8.526512829121202e-14
N06-Shubert2D,18,0.1,14,20000,100,12,12,-1,-1,35,23,66,40,40,40,17,1.4210854715202004e-13
N06-Shubert2D,18,0.1,15,20000,100,15,15,-1,-1,27,12,69,43,43,43,31,8.526512829121202e-14
N06-Shubert2D,18,0.1,16,20000,100,14,14,-1,-1,39,25,68,42,42,42,18,1.4210854715202004e-13
N06-Shubert2D,18,0.1,17,20000,100,14,14,-1,-1,23,9,67,41,41,41,29,1.1368683772161603e-13
N06-Shubert2D,18,0.1,18,20000,100,15,15,-1,-1,25,10,69,43,43,43,27,8.526512829121202e-14
N06-Shubert2D,18,0.1,19,20000,100,14,14,-1,-1,34,20,70,44,44,44,30,5.684341886080802e-14
N06-Shubert2D,18,0.001,0,20000,100,13,13,-1,-1,28,15,69,43,43,43,22,1.4210854715202004e-13
N06-Shubert2D,18,0.001,1,20000,100,14,14,-1,-1,24,10,70,44,44,44,27,8.526512829121202e-14
N06-Shubert2D,18,0.001,2,20000,100,12,12,-1,-1,39,27,70,44,44,44,19,8.526512829121202e-14
