function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N09-Vincent3D,NM-Restart,reselect,2,40000,216,432,1.0000,0.2546,0.2546,0.2546,0.2546
N09-Vincent3D,NM-Restart,reselect,3,40000,216,432,1.0000,0.2824,0.2824,0.2824,0.2824
N09-Vincent3D,NM-Restart,reselect,4,40000,216,432,1.0000,0.3009,0.3009,0.3009,0.3009
N09-Vincent3D,NMMSO,current,0,40000,216,107,0.4861,0.4861,0.4722,0.4676,0.4352
N09-Vincent3D,NMMSO,current,1,40000,216,105,0.4630,0.4630,0.4630,0.4583,0.4537
N09-Vincent3D,NMMSO,current,2,40000,216,100,0.4583,0.4583,0.4537,0.4491,0.4352
N09-Vincent3D,NMMSO,current,3,40000,216,88,0.4028,0.4028,0.3935,0.3843,0.3796
N09-Vincent3D,NMMSO,current,4,40000,216,119,0.5417,0.5370,0.5185,0.5139,0.4954
N09-Vincent3D,NMMSO,reselect,0,40000,216,432,1.0000,0.5046,0.4722,0.4676,0.4352
N09-Vincent3D,NMMSO,reselect,1,40000,216,432,1.0000,0.4815,0.4630,0.4583,0.4537
N09-Vincent3D,NMMSO,reselect,2,40000,216,432,1.0000,0.4907,0.4583,0.4491,0.4352
N09-Vincent3D,NMMSO,reselect,3,40000,216,432,1.0000,0.4074,0.3935,0.3843,0.3796
N09-Vincent3D,NMMSO,reselect,4,40000,216,432,1.0000,0.5787,0.5185,0.5139,0.4954
