function,method,rule,seed,evals,n_optima,n_reported,pr_1e-1,pr_1e-2,pr_1e-3,pr_1e-4,pr_1e-5
N09-Vincent3D,MC-ESO,current,0,40000,216,88,0.1296,0.1111,0.1111,0.1111,0.1111
N09-Vincent3D,MC-ESO,current,1,40000,216,91,0.1296,0.1296,0.1296,0.1250,0.1250
N09-Vincent3D,MC-ESO,current,2,40000,216,85,0.1157,0.1157,0.1157,0.1065,0.0972
N09-Vincent3D,MC-ESO,current,3,40000,216,89,0.1157,0.1111,0.1111,0.1065,0.1019
N09-Vincent3D,MC-ESO,current,4,40000,216,90,0.1065,0.1065,0.1065,0.1019,0.0972
N09-Vincent3D,MC-ESO,reselect,0,40000,216,432,1.0000,0.1574,0.1157,0.1157,0.1157
N09-Vincent3D,MC-ESO,reselect,1,40000,216,432,1.0000,0.1667,0.1389,0.1250,0.1250
N09-Vincent3D,MC-ESO,reselect,2,40000,216,432,1.0000,0.1991,0.1296,0.1065,0.1019
N09-Vincent3D,MC-ESO,reselect,3,40000,216,432,1.0000,0.1481,0.1204,0.1111,0.1019
N09-Vincent3D,MC-ESO,reselect,4,40000,216,432,1.0000,0.1296,0.1157,0.1019,0.0972
N09-Vincent3D,MC-ESO-crowd,current,0,40000,216,61,0.1157,0.0833,0.0556,0.0324,0.0093
N09-Vincent3D,MC-ESO-crowd,current,1,40000,216,71,0.1250,0.0972,0.0694,0.0231,0.0093
N09-Vincent3D,MC-ESO-crowd,current,2,40000,216,68,0.1343,0.1065,0.0509,0.0278,0.0093
N09-Vincent3D,MC-ESO-crowd,current,3,40000,216,69,0.1111,0.0926,0.0509,0.0278,0.0046
N09-Vincent3D,MC-ESO-crowd,current,4,40000,216,67,0.0972,0.0833,0.0509,0.0231,0.0139
N09-Vincent3D,MC-ESO-crowd,reselect,0,40000,216,432,1.0000,0.2269,0.0787,0.0324,0.0093
N09-Vincent3D,MC-ESO-crowd,reselect,1,40000,216,432,1.0000,0.2269,0.0833,0.0231,0.0093
N09-Vincent3D,MC-ESO-crowd,reselect,2,40000,216,432,1.0000,0.2222,0.0694,0.0278,0.0093
N09-Vincent3D,MC-ESO-crowd,reselect,3,40000,216,432,1.0000,0.1898,0.0787,0.0278,0.0046
N09-Vincent3D,MC-ESO-crowd,reselect,4,40000,216,432,1.0000,0.2037,0.0648,0.0231,0.0139
N09-Vincent3D,NCDE,current,0,40000,216,30,0.1157,0.1157,0.1157,0.1111,0.1111
N09-Vincent3D,NCDE,current,1,40000,216,30,0.0972,0.0972,0.0972,0.0972,0.0972
N09-Vincent3D,NCDE,current,2,40000,216,30,0.1157,0.1111,0.1111,0.0972,0.0833
N09-Vincent3D,NCDE,current,3,40000,216,30,0.1250,0.1250,0.1204,0.1204,0.1065
N09-Vincent3D,NCDE,current,4,40000,216,30,0.1157,0.1157,0.1157,0.1157,0.1111
N09-Vincent3D,NCDE,reselect,0,40000,216,432,1.0000,0.2593,0.2176,0.2037,0.1806
N09-Vincent3D,NCDE,reselect,1,40000,216,432,1.0000,0.1759,0.1528,0.1343,0.1343
N09-Vincent3D,NCDE,reselect,2,40000,216,432,1.0000,0.3380,0.2176,0.1435,0.1065
N09-Vincent3D,NCDE,reselect,3,40000,216,432,1.0000,0.2315,0.1481,0.1435,0.1296
N09-Vincent3D,NCDE,reselect,4,40000,216,432,1.0000,0.2546,0.2083,0.1528,0.1389
N09-Vincent3D,r3pso,current,0,40000,216,30,0.0324,0.0324,0.0278,0.0231,0.0231
N09-Vincent3D,r3pso,current,1,40000,216,30,0.0185,0.0185,0.0185,0.0185,0.0185
N09-Vincent3D,r3pso,current,2,40000,216,30,0.0278,0.0278,0.0278,0.0231,0.0231
N09-Vincent3D,r3pso,current,3,40000,216,30,0.0324,0.0278,0.0278,0.0231,0.0231
N09-Vincent3D,r3pso,current,4,40000,216,30,0.0324,0.0324,0.0231,0.0185,0.0185
N09-Vincent3D,r3pso,reselect,0,40000,216,432,0.6389,0.0602,0.0370,0.0278,0.0231
N09-Vincent3D,r3pso,reselect,1,40000,216,432,0.5556,0.0324,0.0278,0.0231,0.0185
N09-Vincent3D,r3pso,reselect,2,40000,216,432,0.5787,0.0509,0.0278,0.0231,0.0231
N09-Vincent3D,r3pso,reselect,3,40000,216,432,0.7130,0.0694,0.0370,0.0231,0.0231
N09-Vincent3D,r3pso,reselect,4,40000,216,432,0.5602,0.0463,0.0231,0.0185,0.0185
N09-Vincent3D,DE,current,0,40000,216,30,0.0046,0.0046,0.0046,0.0046,0.0046
N09-Vincent3D,DE,current,1,40000,216,30,0.0046,0.0046,0.0046,0.0046,0.0046
N09-Vincent3D,DE,current,2,40000,216,30,0.0046,0.0046,0.0046,0.0046,0.0046
N09-Vincent3D,DE,current,3,40000,216,30,0.0046,0.0046,0.0046,0.0046,0.0046
N09-Vincent3D,DE,current,4,40000,216,30,0.0046,0.0046,0.0046,0.0046,0.0046
N09-Vincent3D,DE,reselect,0,40000,216,432,0.4028,0.0278,0.0139,0.0139,0.0139
N09-Vincent3D,DE,reselect,1,40000,216,432,0.2685,0.0139,0.0093,0.0093,0.0046
N09-Vincent3D,DE,reselect,2,40000,216,432,0.5509,0.0556,0.0231,0.0231,0.0185
N09-Vincent3D,DE,reselect,3,40000,216,432,0.5648,0.1019,0.0278,0.0093,0.0093
N09-Vincent3D,DE,reselect,4,40000,216,432,0.3981,0.0694,0.0231,0.0093,0.0046
N09-Vincent3D,NM-Restart,current,0,40000,216,141,0.2407,0.2407,0.2407,0.2407,0.2407
N09-Vincent3D,NM-Restart,current,1,40000,216,142,0.2454,0.2454,0.2454,0.2454,0.2454
N09-Vincent3D,NM-Restart,current,2,40000,216,143,0.2546,0.2546,0.2546,0.2546,0.2546
N09-Vincent3D,NM-Restart,current,3,40000,216,143,0.2824,0.2824,0.2824,0.2824,0.2824
N09-Vincent3D,NM-Restart,current,4,40000,216,144,0.3009,0.3009,0.3009,0.3009,0.3009
N09-Vincent3D,NM-Restart,reselect,0,40000,216,432,1.0000,0.2407,0.2407,0.2407,0.2407
N09-Vincent3D,NM-Restart,reselect,1,40000,216,432,1.0000,0.2454,0.2454,0.2454,0.2454
